NORMALIZED_TIME, VOLUME_PERCENT_ERROR
 0.047,17.910
 0.047,17.903
 0.047,17.891
 0.047,17.881
 0.048,17.869
 0.048,17.858
 0.048,17.849
 0.048,17.836
 0.048,17.819
 0.048,17.800
 0.048,17.783
 0.048,17.763
 0.049,17.754
 0.049,17.748
 0.049,17.743
 0.049,17.740
 0.049,17.739
 0.049,17.739
 0.049,17.739
 0.050,17.739
 0.050,17.739
 0.050,17.736
 0.050,17.736
 0.050,17.736
 0.050,17.735
 0.050,17.735
 0.050,17.734
 0.051,17.734
 0.051,17.733
 0.051,17.730
 0.051,17.722
 0.051,17.713
 0.051,17.700
 0.051,17.696
 0.052,17.692
 0.052,17.680
 0.052,17.667
 0.052,17.649
 0.052,17.636
 0.052,17.628
 0.052,17.617
 0.052,17.610
 0.053,17.600
 0.053,17.595
 0.053,17.590
 0.053,17.585
 0.053,17.583
 0.053,17.582
 0.053,17.579
 0.054,17.575
 0.054,17.569
 0.054,17.557
 0.054,17.551
 0.054,17.544
 0.054,17.528
 0.054,17.520
 0.054,17.509
 0.055,17.500
 0.055,17.494
 0.055,17.488
 0.055,17.482
 0.055,17.475
 0.055,17.472
 0.055,17.469
 0.056,17.465
 0.056,17.461
 0.056,17.458
 0.056,17.455
 0.056,17.450
 0.056,17.446
 0.056,17.437
 0.056,17.429
 0.057,17.414
 0.057,17.408
 0.057,17.399
 0.057,17.390
 0.057,17.382
 0.057,17.366
 0.057,17.358
 0.058,17.346
 0.058,17.332
 0.058,17.323
 0.058,17.312
 0.058,17.304
 0.058,17.291
 0.058,17.277
 0.058,17.272
 0.059,17.259
 0.059,17.246
 0.059,17.229
 0.059,17.219
 0.059,17.215
 0.059,17.210
 0.059,17.202
 0.060,17.198
 0.060,17.187
 0.060,17.177
 0.060,17.167
 0.060,17.156
 0.060,17.146
 0.060,17.135
 0.060,17.126
 0.061,17.116
 0.061,17.104
 0.061,17.098
 0.061,17.087
 0.061,17.078
 0.061,17.074
 0.061,17.064
 0.062,17.059
 0.062,17.048
 0.062,17.040
 0.062,17.036
 0.062,17.025
 0.062,17.017
 0.062,17.012
 0.062,17.003
 0.063,16.994
 0.063,16.991
 0.063,16.983
 0.063,16.975
 0.063,16.967
 0.063,16.960
 0.063,16.955
 0.064,16.950
 0.064,16.943
 0.064,16.937
 0.064,16.926
 0.064,16.916
 0.064,16.907
 0.064,16.904
 0.064,16.898
 0.065,16.891
 0.065,16.886
 0.065,16.881
 0.065,16.877
 0.065,16.870
 0.065,16.865
 0.065,16.860
 0.066,16.853
 0.066,16.847
 0.066,16.840
 0.066,16.837
 0.066,16.835
 0.066,16.833
 0.066,16.830
 0.066,16.821
 0.067,16.808
 0.067,16.802
 0.067,16.785
 0.067,16.781
 0.067,16.771
 0.067,16.761
 0.067,16.752
 0.068,16.739
 0.068,16.734
 0.068,16.729
 0.068,16.722
 0.068,16.710
 0.068,16.700
 0.068,16.688
 0.069,16.680
 0.069,16.672
 0.069,16.662
 0.069,16.656
 0.069,16.649
 0.069,16.646
 0.069,16.643
 0.069,16.641
 0.070,16.639
 0.070,16.638
 0.070,16.637
 0.070,16.636
 0.070,16.635
 0.070,16.632
 0.070,16.629
 0.071,16.627
 0.071,16.625
 0.071,16.624
 0.071,16.624
 0.071,16.623
 0.071,16.621
 0.071,16.619
 0.071,16.618
 0.072,16.616
 0.072,16.615
 0.072,16.611
 0.072,16.608
 0.072,16.606
 0.072,16.605
 0.072,16.598
 0.073,16.589
 0.073,16.581
 0.073,16.573
 0.073,16.568
 0.073,16.561
 0.073,16.558
 0.073,16.552
 0.073,16.548
 0.074,16.546
 0.074,16.544
 0.074,16.543
 0.074,16.540
 0.074,16.537
 0.074,16.534
 0.074,16.531
 0.075,16.527
 0.075,16.525
 0.075,16.525
 0.075,16.525
 0.075,16.524
 0.075,16.523
 0.075,16.518
 0.075,16.513
 0.076,16.503
 0.076,16.494
 0.076,16.486
 0.076,16.470
 0.076,16.455
 0.076,16.441
 0.076,16.431
 0.077,16.423
 0.077,16.411
 0.077,16.402
 0.077,16.392
 0.077,16.386
 0.077,16.372
 0.077,16.356
 0.077,16.338
 0.078,16.326
 0.078,16.317
 0.078,16.307
 0.078,16.300
 0.078,16.296
 0.078,16.293
 0.078,16.289
 0.079,16.284
 0.079,16.281
 0.079,16.276
 0.079,16.271
 0.079,16.267
 0.079,16.263
 0.079,16.258
 0.079,16.252
 0.080,16.247
 0.080,16.243
 0.080,16.240
 0.080,16.234
 0.080,16.229
 0.080,16.224
 0.080,16.214
 0.081,16.207
 0.081,16.195
 0.081,16.180
 0.081,16.166
 0.081,16.154
 0.081,16.139
 0.081,16.126
 0.081,16.115
 0.082,16.101
 0.082,16.087
 0.082,16.080
 0.082,16.067
 0.082,16.057
 0.082,16.050
 0.082,16.042
 0.083,16.034
 0.083,16.018
 0.083,16.006
 0.083,16.000
 0.083,15.995
 0.083,15.981
 0.083,15.972
 0.083,15.962
 0.084,15.955
 0.084,15.949
 0.084,15.946
 0.084,15.942
 0.084,15.937
 0.084,15.933
 0.084,15.928
 0.085,15.922
 0.085,15.918
 0.085,15.912
 0.085,15.905
 0.085,15.897
 0.085,15.892
 0.085,15.882
 0.085,15.876
 0.086,15.873
 0.086,15.869
 0.086,15.864
 0.086,15.859
 0.086,15.854
 0.086,15.845
 0.086,15.839
 0.087,15.834
 0.087,15.829
 0.087,15.825
 0.087,15.821
 0.087,15.813
 0.087,15.809
 0.087,15.802
 0.087,15.800
 0.088,15.795
 0.088,15.788
 0.088,15.781
 0.088,15.777
 0.088,15.771
 0.088,15.767
 0.088,15.764
 0.089,15.759
 0.089,15.754
 0.089,15.748
 0.089,15.743
 0.089,15.739
 0.089,15.737
 0.089,15.734
 0.089,15.732
 0.090,15.727
 0.090,15.723
 0.090,15.720
 0.090,15.717
 0.090,15.711
 0.090,15.706
 0.090,15.701
 0.091,15.696
 0.091,15.692
 0.091,15.689
 0.091,15.684
 0.091,15.679
 0.091,15.677
 0.091,15.670
 0.091,15.663
 0.092,15.659
 0.092,15.657
 0.092,15.654
 0.092,15.649
 0.092,15.646
 0.092,15.642
 0.092,15.639
 0.093,15.636
 0.093,15.631
 0.093,15.626
 0.093,15.621
 0.093,15.615
 0.093,15.608
 0.093,15.605
 0.093,15.602
 0.094,15.600
 0.094,15.597
 0.094,15.592
 0.094,15.587
 0.094,15.582
 0.094,15.580
 0.094,15.574
 0.095,15.569
 0.095,15.565
 0.095,15.561
 0.095,15.557
 0.095,15.555
 0.095,15.553
 0.095,15.551
 0.095,15.549
 0.096,15.546
 0.096,15.543
 0.096,15.540
 0.096,15.538
 0.096,15.536
 0.096,15.535
 0.096,15.532
 0.097,15.530
 0.097,15.527
 0.097,15.525
 0.097,15.521
 0.097,15.518
 0.097,15.516
 0.097,15.515
 0.097,15.514
 0.098,15.514
 0.098,15.514
 0.098,15.515
 0.098,15.515
 0.098,15.514
 0.098,15.515
 0.098,15.515
 0.099,15.513
 0.099,15.511
 0.099,15.510
 0.099,15.509
 0.099,15.506
 0.099,15.503
 0.099,15.502
 0.099,15.500
 0.100,15.499
 0.100,15.497
 0.100,15.497
 0.100,15.496
 0.100,15.496
 0.100,15.496
 0.100,15.495
 0.101,15.494
 0.101,15.493
 0.101,15.491
 0.101,15.490
 0.101,15.490
 0.101,15.491
 0.101,15.491
 0.101,15.493
 0.102,15.494
 0.102,15.493
 0.102,15.491
 0.102,15.488
 0.102,15.485
 0.102,15.483
 0.102,15.480
 0.103,15.478
 0.103,15.476
 0.103,15.476
 0.103,15.476
 0.103,15.477
 0.103,15.478
 0.103,15.478
 0.103,15.478
 0.104,15.477
 0.104,15.476
 0.104,15.474
 0.104,15.469
 0.104,15.460
 0.104,15.452
 0.104,15.439
 0.105,15.433
 0.105,15.427
 0.105,15.418
 0.105,15.411
 0.105,15.402
 0.105,15.391
 0.105,15.382
 0.105,15.368
 0.106,15.355
 0.106,15.343
 0.106,15.335
 0.106,15.324
 0.106,15.312
 0.106,15.302
 0.106,15.295
 0.107,15.287
 0.107,15.280
 0.107,15.276
 0.107,15.269
 0.107,15.262
 0.107,15.255
 0.107,15.247
 0.107,15.241
 0.108,15.236
 0.108,15.230
 0.108,15.226
 0.108,15.221
 0.108,15.217
 0.108,15.212
 0.108,15.208
 0.109,15.205
 0.109,15.203
 0.109,15.204
 0.109,15.205
 0.109,15.207
 0.109,15.206
 0.109,15.206
 0.109,15.204
 0.110,15.203
 0.110,15.201
 0.110,15.198
 0.110,15.195
 0.110,15.192
 0.110,15.190
 0.110,15.189
 0.111,15.189
 0.111,15.190
 0.111,15.190
 0.111,15.193
 0.111,15.195
 0.111,15.196
 0.111,15.198
 0.111,15.198
 0.112,15.200
 0.112,15.201
 0.112,15.201
 0.112,15.201
 0.112,15.200
 0.112,15.199
 0.112,15.199
 0.113,15.199
 0.113,15.199
 0.113,15.199
 0.113,15.200
 0.113,15.200
 0.113,15.199
 0.113,15.198
 0.113,15.195
 0.114,15.193
 0.114,15.190
 0.114,15.187
 0.114,15.184
 0.114,15.180
 0.114,15.178
 0.114,15.175
 0.115,15.172
 0.115,15.169
 0.115,15.166
 0.115,15.163
 0.115,15.160
 0.115,15.157
 0.115,15.155
 0.116,15.151
 0.116,15.148
 0.116,15.146
 0.116,15.143
 0.116,15.140
 0.116,15.137
 0.116,15.132
 0.116,15.128
 0.117,15.124
 0.117,15.122
 0.117,15.118
 0.117,15.114
 0.117,15.109
 0.117,15.104
 0.117,15.101
 0.118,15.097
 0.118,15.094
 0.118,15.091
 0.118,15.089
 0.118,15.083
 0.118,15.081
 0.118,15.078
 0.118,15.075
 0.119,15.070
 0.119,15.068
 0.119,15.062
 0.119,15.059
 0.119,15.054
 0.119,15.051
 0.119,15.043
 0.120,15.033
 0.120,15.022
 0.120,15.009
 0.120,15.004
 0.120,14.988
 0.120,14.982
 0.120,14.973
 0.120,14.963
 0.121,14.948
 0.121,14.938
 0.121,14.925
 0.121,14.915
 0.121,14.906
 0.121,14.897
 0.121,14.887
 0.122,14.879
 0.122,14.872
 0.122,14.865
 0.122,14.858
 0.122,14.851
 0.122,14.841
 0.122,14.836
 0.122,14.832
 0.123,14.828
 0.123,14.826
 0.123,14.824
 0.123,14.824
 0.123,14.825
 0.123,14.826
 0.123,14.827
 0.124,14.828
 0.124,14.828
 0.124,14.828
 0.124,14.827
 0.124,14.827
 0.124,14.824
 0.124,14.822
 0.124,14.819
 0.125,14.817
 0.125,14.817
 0.125,14.817
 0.125,14.816
 0.125,14.815
 0.125,14.814
 0.125,14.812
 0.126,14.810
 0.126,14.807
 0.126,14.805
 0.126,14.804
 0.126,14.804
 0.126,14.804
 0.126,14.805
 0.126,14.806
 0.127,14.806
 0.127,14.805
 0.127,14.804
 0.127,14.802
 0.127,14.800
 0.127,14.798
 0.127,14.796
 0.128,14.796
 0.128,14.796
 0.128,14.797
 0.128,14.799
 0.128,14.801
 0.128,14.802
 0.128,14.804
 0.128,14.805
 0.129,14.806
 0.129,14.806
 0.129,14.807
 0.129,14.807
 0.129,14.807
 0.129,14.806
 0.129,14.806
 0.130,14.806
 0.130,14.807
 0.130,14.807
 0.130,14.807
 0.130,14.805
 0.130,14.802
 0.130,14.799
 0.130,14.795
 0.131,14.788
 0.131,14.785
 0.131,14.781
 0.131,14.778
 0.131,14.775
 0.131,14.772
 0.131,14.769
 0.132,14.766
 0.132,14.761
 0.132,14.759
 0.132,14.757
 0.132,14.755
 0.132,14.751
 0.132,14.749
 0.132,14.745
 0.133,14.742
 0.133,14.740
 0.133,14.738
 0.133,14.736
 0.133,14.733
 0.133,14.731
 0.133,14.728
 0.134,14.726
 0.134,14.723
 0.134,14.720
 0.134,14.717
 0.134,14.713
 0.134,14.711
 0.134,14.709
 0.134,14.706
 0.135,14.703
 0.135,14.700
 0.135,14.694
 0.135,14.658
 0.135,14.632
 0.135,14.604
 0.135,14.567
 0.136,14.553
 0.136,14.539
 0.136,14.521
 0.136,14.487
 0.136,14.455
 0.136,14.445
 0.136,14.423
 0.136,14.386
 0.137,14.356
 0.137,14.334
 0.137,14.327
 0.137,14.318
 0.137,14.310
 0.137,14.300
 0.137,14.275
 0.138,14.255
 0.138,14.243
 0.138,14.217
 0.138,14.200
 0.138,14.188
 0.138,14.155
 0.138,14.133
 0.138,14.106
 0.139,14.092
 0.139,14.081
 0.139,14.080
 0.139,14.079
 0.139,14.056
 0.139,14.042
 0.139,14.023
 0.140,14.015
 0.140,14.010
 0.140,14.007
 0.140,14.013
 0.140,14.010
 0.140,13.999
 0.140,13.963
 0.140,13.938
 0.141,13.904
 0.141,13.884
 0.141,13.851
 0.141,13.822
 0.141,13.792
 0.141,13.774
 0.141,13.754
 0.142,13.735
 0.142,13.723
 0.142,13.724
 0.142,13.739
 0.142,13.742
 0.142,13.713
 0.142,13.693
 0.142,13.675
 0.143,13.640
 0.143,13.623
 0.143,13.594
 0.143,13.569
 0.143,13.545
 0.143,13.523
 0.143,13.513
 0.144,13.498
 0.144,13.468
 0.144,13.438
 0.144,13.424
 0.144,13.406
 0.144,13.402
 0.144,13.393
 0.144,13.373
 0.145,13.357
 0.145,13.341
 0.145,13.313
 0.145,13.289
 0.145,13.267
 0.145,13.250
 0.145,13.230
 0.146,13.218
 0.146,13.190
 0.146,13.173
 0.146,13.158
 0.146,13.146
 0.146,13.141
 0.146,13.154
 0.146,13.166
 0.147,13.183
 0.147,13.188
 0.147,13.181
 0.147,13.167
 0.147,13.156
 0.147,13.146
 0.147,13.133
 0.148,13.112
 0.148,13.102
 0.148,13.084
 0.148,13.071
 0.148,13.048
 0.148,13.029
 0.148,13.011
 0.148,12.996
 0.149,12.975
 0.149,12.954
 0.149,12.937
 0.149,12.926
 0.149,12.927
 0.149,12.939
 0.149,12.958
 0.150,12.974
 0.150,12.972
 0.150,12.969
 0.150,12.975
 0.150,12.970
 0.150,12.960
 0.150,12.937
 0.150,12.926
 0.151,12.898
 0.151,12.877
 0.151,12.860
 0.151,12.842
 0.151,12.828
 0.151,12.815
 0.151,12.794
 0.152,12.778
 0.152,12.761
 0.152,12.748
 0.152,12.725
 0.152,12.701
 0.152,12.686
 0.152,12.678
 0.152,12.665
 0.153,12.654
 0.153,12.653
 0.153,12.641
 0.153,12.630
 0.153,12.611
 0.153,12.590
 0.153,12.577
 0.154,12.553
 0.154,12.532
 0.154,12.518
 0.154,12.501
 0.154,12.482
 0.154,12.467
 0.154,12.459
 0.154,12.445
 0.155,12.429
 0.155,12.418
 0.155,12.406
 0.155,12.398
 0.155,12.407
 0.155,12.418
 0.155,12.436
 0.156,12.446
 0.156,12.453
 0.156,12.452
 0.156,12.446
 0.156,12.436
 0.156,12.426
