NORMALIZED_TIME, VOLUME_PERCENT_ERROR
 0.674,-0.426
 0.674,-0.427
 0.674,-0.428
 0.675,-0.428
 0.675,-0.428
 0.675,-0.427
 0.676,-0.426
 0.676,-0.427
 0.676,-0.426
 0.677,-0.426
 0.677,-0.427
 0.677,-0.427
 0.678,-0.427
 0.678,-0.428
 0.678,-0.427
 0.679,-0.428
 0.679,-0.426
 0.679,-0.426
 0.680,-0.425
 0.680,-0.425
 0.680,-0.424
 0.681,-0.424
 0.681,-0.424
 0.681,-0.424
 0.682,-0.424
 0.682,-0.424
 0.682,-0.423
 0.683,-0.423
 0.683,-0.423
 0.683,-0.422
 0.684,-0.422
 0.684,-0.422
 0.684,-0.423
 0.685,-0.421
 0.685,-0.421
 0.685,-0.420
 0.686,-0.417
 0.686,-0.417
 0.686,-0.417
 0.687,-0.418
 0.687,-0.417
 0.687,-0.417
 0.688,-0.416
 0.688,-0.416
 0.688,-0.417
 0.689,-0.417
 0.689,-0.416
 0.690,-0.416
 0.690,-0.415
 0.690,-0.416
 0.691,-0.415
 0.691,-0.415
 0.691,-0.416
 0.692,-0.416
 0.692,-0.416
 0.692,-0.416
 0.693,-0.416
 0.693,-0.414
 0.693,-0.413
 0.694,-0.411
 0.694,-0.410
 0.694,-0.410
 0.695,-0.410
 0.695,-0.410
 0.695,-0.410
 0.696,-0.411
 0.696,-0.410
 0.696,-0.410
 0.697,-0.409
 0.697,-0.409
 0.697,-0.409
 0.698,-0.407
 0.698,-0.405
 0.698,-0.406
 0.699,-0.406
 0.699,-0.407
 0.699,-0.406
 0.700,-0.405
 0.700,-0.405
 0.700,-0.404
 0.701,-0.405
 0.701,-0.405
 0.701,-0.404
 0.702,-0.403
 0.702,-0.401
 0.702,-0.400
 0.703,-0.399
 0.703,-0.398
 0.703,-0.398
 0.704,-0.398
 0.704,-0.397
 0.704,-0.397
 0.705,-0.398
 0.705,-0.400
 0.705,-0.400
 0.706,-0.400
 0.706,-0.400
 0.706,-0.400
 0.707,-0.400
 0.707,-0.401
 0.707,-0.400
 0.708,-0.400
 0.708,-0.400
 0.708,-0.400
 0.709,-0.400
 0.709,-0.399
 0.709,-0.400
 0.710,-0.399
 0.710,-0.399
 0.710,-0.399
 0.711,-0.398
 0.711,-0.398
 0.711,-0.398
 0.712,-0.398
 0.712,-0.396
 0.712,-0.396
 0.713,-0.396
 0.713,-0.396
 0.713,-0.396
 0.714,-0.395
 0.714,-0.396
 0.714,-0.396
 0.715,-0.396
 0.715,-0.397
 0.715,-0.396
 0.716,-0.396
 0.716,-0.396
 0.717,-0.395
 0.717,-0.396
 0.717,-0.395
 0.718,-0.394
 0.718,-0.393
 0.718,-0.393
 0.719,-0.394
 0.719,-0.394
 0.719,-0.394
 0.720,-0.392
 0.720,-0.391
 0.720,-0.389
 0.721,-0.389
 0.721,-0.389
 0.721,-0.389
 0.722,-0.390
 0.722,-0.389
 0.722,-0.388
 0.723,-0.389
 0.723,-0.390
 0.723,-0.391
 0.724,-0.391
 0.724,-0.390
 0.724,-0.390
 0.725,-0.390
 0.725,-0.390
 0.725,-0.390
 0.726,-0.390
 0.726,-0.391
 0.726,-0.389
 0.727,-0.389
 0.727,-0.388
 0.727,-0.389
 0.728,-0.388
 0.728,-0.388
 0.728,-0.387
 0.729,-0.387
 0.729,-0.388
 0.729,-0.387
 0.730,-0.388
 0.730,-0.387
 0.730,-0.387
 0.731,-0.386
 0.731,-0.386
 0.731,-0.384
 0.732,-0.384
 0.732,-0.384
 0.732,-0.383
 0.733,-0.383
 0.733,-0.383
 0.733,-0.383
 0.734,-0.382
 0.734,-0.382
 0.734,-0.381
 0.735,-0.380
 0.735,-0.379
 0.735,-0.379
 0.736,-0.379
 0.736,-0.380
 0.736,-0.380
 0.737,-0.381
 0.737,-0.382
 0.737,-0.381
 0.738,-0.384
 0.738,-0.384
 0.738,-0.384
 0.739,-0.387
 0.739,-0.387
 0.739,-0.386
 0.740,-0.384
 0.740,-0.384
 0.740,-0.384
 0.741,-0.384
 0.741,-0.385
 0.741,-0.385
 0.742,-0.383
 0.742,-0.382
 0.742,-0.381
 0.743,-0.380
 0.743,-0.380
 0.744,-0.380
 0.744,-0.380
 0.744,-0.379
 0.745,-0.380
 0.745,-0.379
 0.745,-0.377
 0.746,-0.378
 0.746,-0.378
 0.746,-0.377
 0.747,-0.378
 0.747,-0.379
 0.747,-0.380
 0.748,-0.381
 0.748,-0.380
 0.748,-0.381
 0.749,-0.381
 0.749,-0.380
 0.749,-0.381
 0.750,-0.380
 0.750,-0.379
 0.750,-0.379
 0.751,-0.378
 0.751,-0.378
 0.751,-0.377
 0.752,-0.377
 0.752,-0.375
 0.752,-0.374
 0.753,-0.374
 0.753,-0.373
 0.753,-0.372
 0.754,-0.370
 0.754,-0.369
 0.754,-0.367
 0.755,-0.365
 0.755,-0.364
 0.755,-0.365
 0.756,-0.365
 0.756,-0.364
 0.756,-0.364
 0.757,-0.365
 0.757,-0.364
 0.757,-0.366
 0.758,-0.365
 0.758,-0.363
 0.758,-0.363
 0.759,-0.363
 0.759,-0.362
 0.759,-0.362
 0.760,-0.362
 0.760,-0.362
 0.760,-0.362
 0.761,-0.362
 0.761,-0.363
 0.761,-0.362
 0.762,-0.362
 0.762,-0.361
 0.762,-0.361
 0.763,-0.360
 0.763,-0.360
 0.763,-0.360
 0.764,-0.361
 0.764,-0.361
 0.764,-0.361
 0.765,-0.361
 0.765,-0.361
 0.765,-0.361
 0.766,-0.362
 0.766,-0.362
 0.766,-0.362
 0.767,-0.363
 0.767,-0.363
 0.767,-0.363
 0.768,-0.363
 0.768,-0.364
 0.768,-0.364
 0.769,-0.364
 0.769,-0.363
 0.769,-0.363
 0.770,-0.363
 0.770,-0.362
 0.771,-0.361
 0.771,-0.361
 0.771,-0.360
 0.772,-0.359
 0.772,-0.359
 0.772,-0.359
 0.773,-0.359
 0.773,-0.358
 0.773,-0.358
 0.774,-0.359
 0.774,-0.360
 0.774,-0.360
 0.775,-0.361
 0.775,-0.361
 0.775,-0.361
 0.776,-0.361
 0.776,-0.362
 0.776,-0.362
 0.777,-0.363
 0.777,-0.362
 0.777,-0.364
 0.778,-0.365
 0.778,-0.365
 0.778,-0.365
 0.779,-0.365
 0.779,-0.365
 0.779,-0.365
 0.780,-0.365
 0.780,-0.365
 0.780,-0.364
 0.781,-0.365
 0.781,-0.365
 0.781,-0.366
 0.782,-0.366
 0.782,-0.366
 0.782,-0.366
 0.783,-0.367
 0.783,-0.366
 0.783,-0.366
 0.784,-0.365
 0.784,-0.364
 0.784,-0.364
 0.785,-0.364
 0.785,-0.364
 0.785,-0.364
 0.786,-0.364
 0.786,-0.364
 0.786,-0.364
 0.787,-0.364
 0.787,-0.363
 0.787,-0.363
 0.788,-0.363
 0.788,-0.363
 0.788,-0.363
 0.789,-0.363
 0.789,-0.361
 0.789,-0.362
 0.790,-0.362
 0.790,-0.361
 0.790,-0.360
 0.791,-0.359
 0.791,-0.359
 0.791,-0.359
 0.792,-0.358
 0.792,-0.358
 0.792,-0.358
 0.793,-0.358
 0.793,-0.358
 0.793,-0.358
 0.794,-0.357
 0.794,-0.358
 0.794,-0.357
 0.795,-0.357
 0.795,-0.357
 0.795,-0.357
 0.796,-0.358
 0.796,-0.358
 0.796,-0.357
 0.797,-0.356
 0.797,-0.355
 0.798,-0.354
 0.798,-0.353
 0.798,-0.354
 0.799,-0.353
 0.799,-0.353
 0.799,-0.353
 0.800,-0.354
 0.800,-0.354
 0.800,-0.353
 0.801,-0.352
 0.801,-0.352
 0.801,-0.351
 0.802,-0.353
 0.802,-0.351
 0.802,-0.350
 0.803,-0.349
 0.803,-0.349
 0.803,-0.349
 0.804,-0.349
 0.804,-0.349
 0.804,-0.348
 0.805,-0.348
 0.805,-0.348
 0.805,-0.347
 0.806,-0.348
 0.806,-0.347
 0.806,-0.347
 0.807,-0.347
 0.807,-0.347
 0.807,-0.347
 0.808,-0.347
 0.808,-0.347
 0.808,-0.348
 0.809,-0.348
 0.809,-0.348
 0.809,-0.348
 0.810,-0.348
 0.810,-0.348
 0.810,-0.348
 0.811,-0.348
 0.811,-0.349
 0.811,-0.348
 0.812,-0.347
 0.812,-0.346
 0.812,-0.346
 0.813,-0.345
 0.813,-0.345
 0.813,-0.345
 0.814,-0.344
 0.814,-0.344
 0.814,-0.343
 0.815,-0.342
 0.815,-0.342
 0.815,-0.341
 0.816,-0.342
 0.816,-0.342
 0.816,-0.342
 0.817,-0.342
 0.817,-0.343
 0.817,-0.343
 0.818,-0.344
 0.818,-0.343
 0.818,-0.343
 0.819,-0.343
 0.819,-0.343
 0.819,-0.343
 0.820,-0.343
 0.820,-0.343
 0.820,-0.343
 0.821,-0.343
 0.821,-0.342
 0.821,-0.342
 0.822,-0.342
 0.822,-0.342
 0.822,-0.341
 0.823,-0.341
 0.823,-0.341
 0.823,-0.342
 0.824,-0.341
 0.824,-0.341
 0.825,-0.341
 0.825,-0.341
 0.825,-0.341
 0.826,-0.341
 0.826,-0.341
 0.826,-0.341
 0.827,-0.341
 0.827,-0.342
 0.827,-0.342
 0.828,-0.342
 0.828,-0.342
 0.828,-0.342
 0.829,-0.343
 0.829,-0.343
 0.829,-0.343
 0.830,-0.343
 0.830,-0.343
 0.830,-0.343
 0.831,-0.343
 0.831,-0.344
 0.831,-0.344
 0.832,-0.344
 0.832,-0.344
 0.832,-0.344
 0.833,-0.344
 0.833,-0.344
 0.833,-0.344
 0.834,-0.343
 0.834,-0.344
 0.834,-0.344
 0.835,-0.344
 0.835,-0.343
 0.835,-0.343
 0.836,-0.342
 0.836,-0.342
 0.836,-0.341
 0.837,-0.341
 0.837,-0.341
 0.837,-0.341
 0.838,-0.339
 0.838,-0.340
 0.838,-0.340
 0.839,-0.341
 0.839,-0.341
 0.839,-0.341
 0.840,-0.342
 0.840,-0.342
 0.840,-0.342
 0.841,-0.342
 0.841,-0.342
 0.841,-0.342
 0.842,-0.343
 0.842,-0.343
 0.842,-0.344
 0.843,-0.344
 0.843,-0.344
 0.843,-0.344
 0.844,-0.344
 0.844,-0.341
 0.844,-0.341
 0.845,-0.342
 0.845,-0.341
 0.845,-0.341
 0.846,-0.341
 0.846,-0.341
 0.846,-0.340
 0.847,-0.341
 0.847,-0.340
 0.847,-0.340
 0.848,-0.340
 0.848,-0.340
 0.848,-0.340
 0.849,-0.340
 0.849,-0.340
 0.849,-0.340
 0.850,-0.340
 0.850,-0.339
 0.850,-0.339
 0.851,-0.339
 0.851,-0.338
 0.852,-0.338
 0.852,-0.337
 0.852,-0.337
 0.853,-0.337
 0.853,-0.337
 0.853,-0.337
 0.854,-0.337
 0.854,-0.336
 0.854,-0.335
 0.855,-0.335
 0.855,-0.334
 0.855,-0.335
 0.856,-0.336
 0.856,-0.336
 0.856,-0.335
 0.857,-0.335
 0.857,-0.334
 0.857,-0.334
 0.858,-0.334
 0.858,-0.334
 0.858,-0.334
 0.859,-0.334
 0.859,-0.334
 0.859,-0.334
 0.860,-0.335
 0.860,-0.335
 0.860,-0.335
 0.861,-0.335
 0.861,-0.335
 0.861,-0.335
 0.862,-0.335
 0.862,-0.336
 0.862,-0.337
 0.863,-0.337
 0.863,-0.337
 0.863,-0.337
 0.864,-0.337
 0.864,-0.337
 0.864,-0.337
 0.865,-0.338
 0.865,-0.338
 0.865,-0.339
 0.866,-0.339
 0.866,-0.339
 0.866,-0.339
 0.867,-0.339
 0.867,-0.339
 0.867,-0.340
 0.868,-0.339
 0.868,-0.339
 0.868,-0.339
 0.869,-0.340
 0.869,-0.340
 0.869,-0.340
 0.870,-0.341
 0.870,-0.341
 0.870,-0.341
 0.871,-0.341
 0.871,-0.341
 0.871,-0.341
 0.872,-0.341
 0.872,-0.341
 0.872,-0.341
 0.873,-0.340
 0.873,-0.340
 0.873,-0.340
 0.874,-0.340
 0.874,-0.340
 0.874,-0.339
 0.875,-0.339
 0.875,-0.338
 0.875,-0.339
 0.876,-0.339
 0.876,-0.338
 0.876,-0.337
 0.877,-0.337
 0.877,-0.337
 0.877,-0.337
 0.878,-0.337
 0.878,-0.337
 0.879,-0.338
 0.879,-0.337
 0.879,-0.338
 0.880,-0.338
 0.880,-0.338
 0.880,-0.338
 0.881,-0.338
 0.881,-0.338
 0.881,-0.338
 0.882,-0.338
 0.882,-0.338
 0.882,-0.338
 0.883,-0.338
 0.883,-0.337
 0.883,-0.337
 0.884,-0.337
 0.884,-0.337
 0.884,-0.337
 0.885,-0.337
 0.885,-0.337
 0.885,-0.337
 0.886,-0.337
 0.886,-0.336
 0.886,-0.336
 0.887,-0.336
 0.887,-0.336
 0.887,-0.336
 0.888,-0.336
 0.888,-0.336
 0.888,-0.336
 0.889,-0.335
 0.889,-0.335
 0.889,-0.334
 0.890,-0.334
 0.890,-0.335
 0.890,-0.334
 0.891,-0.334
 0.891,-0.334
 0.891,-0.335
 0.892,-0.335
 0.892,-0.335
 0.892,-0.335
 0.893,-0.334
 0.893,-0.334
 0.893,-0.335
 0.894,-0.336
 0.894,-0.336
 0.894,-0.336
 0.895,-0.335
 0.895,-0.335
 0.895,-0.334
 0.896,-0.334
 0.896,-0.334
 0.896,-0.335
 0.897,-0.334
 0.897,-0.334
 0.897,-0.333
 0.898,-0.333
 0.898,-0.333
 0.898,-0.333
 0.899,-0.332
 0.899,-0.331
 0.899,-0.330
 0.900,-0.330
 0.900,-0.330
 0.900,-0.329
 0.901,-0.328
 0.901,-0.328
 0.901,-0.328
 0.902,-0.328
 0.902,-0.327
 0.902,-0.327
 0.903,-0.327
 0.903,-0.327
 0.903,-0.327
 0.904,-0.327
 0.904,-0.327
 0.904,-0.327
 0.905,-0.327
 0.905,-0.327
 0.906,-0.327
 0.906,-0.327
 0.906,-0.327
 0.907,-0.327
 0.907,-0.326
 0.907,-0.326
 0.908,-0.326
 0.908,-0.325
 0.908,-0.326
 0.909,-0.326
 0.909,-0.326
 0.909,-0.327
 0.910,-0.326
 0.910,-0.326
 0.910,-0.326
 0.911,-0.326
 0.911,-0.327
 0.911,-0.327
 0.912,-0.327
 0.912,-0.327
 0.912,-0.327
 0.913,-0.327
 0.913,-0.327
 0.913,-0.327
 0.914,-0.328
 0.914,-0.328
 0.914,-0.328
 0.915,-0.327
 0.915,-0.327
 0.915,-0.327
 0.916,-0.328
 0.916,-0.327
 0.916,-0.327
 0.917,-0.326
 0.917,-0.326
 0.917,-0.326
 0.918,-0.325
 0.918,-0.324
 0.918,-0.324
 0.919,-0.325
 0.919,-0.324
 0.919,-0.324
 0.920,-0.325
 0.920,-0.325
 0.920,-0.325
 0.921,-0.325
 0.921,-0.325
 0.921,-0.325
 0.922,-0.326
 0.922,-0.326
 0.922,-0.326
 0.923,-0.326
 0.923,-0.326
 0.923,-0.326
 0.924,-0.327
 0.924,-0.327
 0.924,-0.326
 0.925,-0.326
 0.925,-0.325
 0.925,-0.325
 0.926,-0.325
 0.926,-0.325
 0.926,-0.326
 0.927,-0.326
 0.927,-0.327
 0.927,-0.326
 0.928,-0.326
 0.928,-0.325
 0.928,-0.326
 0.929,-0.327
 0.929,-0.327
 0.929,-0.326
 0.930,-0.325
 0.930,-0.325
 0.930,-0.325
 0.931,-0.325
 0.931,-0.326
 0.931,-0.326
 0.932,-0.326
 0.932,-0.326
 0.933,-0.326
 0.933,-0.325
 0.933,-0.325
 0.934,-0.325
 0.934,-0.324
 0.934,-0.323
 0.935,-0.323
 0.935,-0.323
 0.935,-0.323
 0.936,-0.322
 0.936,-0.323
 0.936,-0.323
 0.937,-0.323
 0.937,-0.323
 0.937,-0.323
 0.938,-0.322
 0.938,-0.322
 0.938,-0.322
 0.939,-0.322
 0.939,-0.322
 0.939,-0.322
 0.940,-0.321
 0.940,-0.321
 0.940,-0.321
 0.941,-0.321
 0.941,-0.321
 0.941,-0.320
 0.942,-0.320
 0.942,-0.320
 0.942,-0.320
 0.943,-0.321
 0.943,-0.320
 0.943,-0.320
 0.944,-0.321
 0.944,-0.321
 0.944,-0.321
 0.945,-0.320
 0.945,-0.319
 0.945,-0.319
 0.946,-0.318
 0.946,-0.317
 0.946,-0.318
 0.947,-0.318
 0.947,-0.318
 0.947,-0.318
 0.948,-0.318
 0.948,-0.318
 0.948,-0.318
 0.949,-0.317
 0.949,-0.317
 0.949,-0.317
 0.950,-0.317
 0.950,-0.318
 0.950,-0.318
 0.951,-0.318
 0.951,-0.319
 0.951,-0.319
 0.952,-0.319
 0.952,-0.319
 0.952,-0.319
 0.953,-0.319
 0.953,-0.319
 0.953,-0.319
 0.954,-0.320
 0.954,-0.319
 0.954,-0.319
 0.955,-0.318
 0.955,-0.318
 0.955,-0.319
 0.956,-0.319
 0.956,-0.319
 0.956,-0.320
 0.957,-0.319
 0.957,-0.319
 0.957,-0.318
 0.958,-0.318
 0.958,-0.318
 0.958,-0.318
 0.959,-0.318
 0.959,-0.318
 0.960,-0.318
 0.960,-0.319
 0.960,-0.319
 0.961,-0.319
 0.961,-0.319
 0.961,-0.319
 0.962,-0.319
 0.962,-0.319
 0.962,-0.319
 0.963,-0.319
 0.963,-0.319
 0.963,-0.319
 0.964,-0.319
 0.964,-0.319
 0.964,-0.320
 0.965,-0.319
 0.965,-0.318
 0.965,-0.318
 0.966,-0.318
 0.966,-0.318
 0.966,-0.317
 0.967,-0.317
 0.967,-0.317
 0.967,-0.317
 0.968,-0.317
 0.968,-0.317
 0.968,-0.316
 0.969,-0.315
 0.969,-0.315
 0.969,-0.315
 0.970,-0.315
 0.970,-0.315
 0.970,-0.314
 0.971,-0.315
 0.971,-0.315
 0.971,-0.315
 0.972,-0.315
 0.972,-0.315
 0.972,-0.315
 0.973,-0.315
 0.973,-0.316
 0.973,-0.315
 0.974,-0.316
 0.974,-0.316
 0.974,-0.316
 0.975,-0.316
 0.975,-0.316
 0.975,-0.316
 0.976,-0.316
 0.976,-0.316
 0.976,-0.316
 0.977,-0.317
 0.977,-0.317
 0.977,-0.317
 0.978,-0.317
 0.978,-0.317
 0.978,-0.318
 0.979,-0.318
 0.979,-0.318
 0.979,-0.317
 0.980,-0.317
 0.980,-0.317
 0.980,-0.316
 0.981,-0.316
 0.981,-0.316
 0.981,-0.316
 0.982,-0.316
 0.982,-0.316
 0.982,-0.317
 0.983,-0.317
 0.983,-0.317
 0.983,-0.318
 0.984,-0.318
 0.984,-0.318
 0.984,-0.317
 0.985,-0.318
 0.985,-0.317
 0.985,-0.316
 0.986,-0.315
 0.986,-0.315
 0.987,-0.314
 0.987,-0.314
 0.987,-0.314
 0.988,-0.315
 0.988,-0.315
 0.988,-0.314
 0.989,-0.314
 0.989,-0.314
 0.989,-0.314
 0.990,-0.314
 0.990,-0.314
 0.990,-0.315
 0.991,-0.315
 0.991,-0.315
 0.991,-0.315
 0.992,-0.315
 0.992,-0.314
 0.992,-0.314
 0.993,-0.313
 0.993,-0.313
 0.993,-0.313
 0.994,-0.313
 0.994,-0.313
 0.994,-0.313
 0.995,-0.312
 0.995,-0.312
 0.995,-0.311
 0.996,-0.312
 0.996,-0.312
 0.996,-0.312
 0.997,-0.312
 0.997,-0.312
 0.997,-0.312
 0.998,-0.312
 0.998,-0.313
 0.998,-0.313
 0.999,-0.312
 0.999,-0.312
 0.999,-0.312
 1.000,-0.312
 1.000,-0.312
