TIME, eR_1, eR_2, eR_3, Psi, eW_1, eW_2, eW_3, u_1, u_2, u_3, W_1, W_2, W_3, Wd_1, Wd_2, Wd_3, D_1, D_2, D_3, D_true_1, D_true_2, D_true_3, ang_con
5.888,-0.128,0.179,0.145,0.781,0.001,0.001,0.001,0.051,-0.073,-0.059,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.112
5.897,-0.124,0.189,0.133,0.780,0.001,0.001,0.001,0.049,-0.076,-0.054,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.060
5.907,-0.119,0.182,0.155,0.780,0.000,0.001,0.000,0.047,-0.074,-0.062,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.135
5.916,-0.120,0.187,0.131,0.780,0.000,0.001,0.000,0.048,-0.075,-0.053,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.053
5.923,-0.118,0.187,0.126,0.780,0.000,0.000,0.000,0.047,-0.075,-0.051,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.037
5.927,-0.119,0.187,0.120,0.780,-0.000,0.001,0.000,0.048,-0.075,-0.048,-0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.022
5.941,-0.124,0.195,0.111,0.780,-0.001,0.000,-0.000,0.050,-0.078,-0.044,-0.001,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,14.988
5.943,-0.124,0.191,0.119,0.780,-0.001,0.000,-0.000,0.050,-0.077,-0.047,-0.001,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.016
5.954,-0.120,0.199,0.126,0.780,-0.000,0.001,-0.000,0.048,-0.080,-0.050,-0.000,0.001,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.027
5.956,-0.119,0.201,0.130,0.779,-0.000,0.001,-0.001,0.048,-0.081,-0.052,-0.000,0.001,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.036
5.963,-0.120,0.203,0.134,0.779,-0.000,0.001,-0.001,0.048,-0.082,-0.053,-0.000,0.001,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.045
5.970,-0.121,0.210,0.110,0.779,-0.000,0.001,-0.000,0.048,-0.085,-0.044,-0.000,0.001,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,14.968
5.976,-0.122,0.216,0.089,0.779,-0.000,0.001,0.000,0.049,-0.087,-0.035,-0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,14.902
5.980,-0.120,0.213,0.107,0.779,-0.000,0.001,0.000,0.048,-0.086,-0.043,-0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,14.954
5.982,-0.120,0.211,0.108,0.779,-0.001,0.001,0.000,0.048,-0.085,-0.043,-0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,14.961
5.993,-0.119,0.223,0.097,0.779,-0.001,0.001,0.000,0.048,-0.089,-0.039,-0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,14.917
5.996,-0.116,0.221,0.128,0.778,-0.001,0.001,0.000,0.047,-0.089,-0.051,-0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.004
5.999,-0.118,0.220,0.135,0.778,-0.001,0.001,0.000,0.048,-0.089,-0.054,-0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.025
6.008,-0.118,0.224,0.120,0.778,0.000,0.001,0.001,0.047,-0.091,-0.049,0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,14.978
6.016,-0.120,0.228,0.113,0.778,0.000,0.001,0.000,0.048,-0.092,-0.046,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,14.955
6.023,-0.120,0.229,0.123,0.778,-0.000,0.001,0.000,0.048,-0.092,-0.050,-0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,14.982
6.026,-0.122,0.231,0.107,0.778,-0.000,0.001,0.000,0.049,-0.093,-0.043,-0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,14.934
6.029,-0.121,0.238,0.103,0.778,-0.000,0.001,0.000,0.048,-0.096,-0.041,-0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,14.914
6.041,-0.120,0.233,0.131,0.778,-0.001,0.001,0.000,0.048,-0.094,-0.053,-0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,14.999
6.043,-0.115,0.237,0.141,0.777,-0.001,0.001,0.000,0.047,-0.096,-0.057,-0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.020
6.053,-0.116,0.232,0.147,0.777,-0.000,0.001,0.001,0.047,-0.094,-0.059,-0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.044
6.062,-0.115,0.236,0.126,0.777,-0.001,0.001,0.001,0.046,-0.096,-0.051,-0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,14.976
6.068,-0.114,0.233,0.135,0.777,-0.000,0.001,0.000,0.046,-0.094,-0.054,-0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.008
6.075,-0.112,0.236,0.145,0.776,-0.000,0.001,0.000,0.045,-0.095,-0.058,-0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.032
6.077,-0.116,0.229,0.166,0.777,-0.000,0.002,0.000,0.046,-0.092,-0.067,-0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.105
6.081,-0.117,0.231,0.158,0.777,-0.000,0.002,0.000,0.047,-0.094,-0.063,-0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.078
6.086,-0.115,0.232,0.156,0.777,-0.000,0.002,0.000,0.046,-0.094,-0.063,-0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.070
6.097,-0.116,0.228,0.168,0.777,0.000,0.002,0.000,0.046,-0.092,-0.067,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.111
6.099,-0.113,0.232,0.154,0.777,0.000,0.002,0.000,0.045,-0.094,-0.062,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.063
6.101,-0.116,0.232,0.142,0.777,0.000,0.002,0.000,0.046,-0.094,-0.057,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.028
6.109,-0.112,0.236,0.146,0.776,-0.000,0.002,0.001,0.045,-0.096,-0.059,-0.000,0.002,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.032
6.115,-0.114,0.233,0.159,0.777,-0.000,0.001,0.001,0.046,-0.094,-0.064,-0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.077
6.121,-0.111,0.235,0.149,0.776,0.000,0.001,-0.000,0.044,-0.095,-0.060,0.000,0.001,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.044
6.125,-0.111,0.234,0.152,0.776,0.000,0.001,0.000,0.044,-0.095,-0.061,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.053
6.127,-0.111,0.233,0.163,0.776,0.000,0.001,0.001,0.044,-0.094,-0.066,0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.088
6.129,-0.111,0.243,0.137,0.776,0.000,0.002,0.001,0.044,-0.098,-0.055,0.000,0.002,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,14.997
6.140,-0.109,0.242,0.157,0.776,0.001,0.001,0.000,0.043,-0.097,-0.063,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.055
6.146,-0.112,0.238,0.163,0.776,0.001,0.001,0.000,0.044,-0.096,-0.065,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.079
6.152,-0.112,0.242,0.158,0.776,0.000,0.000,0.001,0.044,-0.097,-0.064,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.058
6.169,-0.113,0.238,0.164,0.776,0.000,0.001,0.000,0.045,-0.096,-0.066,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.085
6.177,-0.111,0.238,0.175,0.776,-0.000,0.001,0.000,0.045,-0.096,-0.070,-0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.116
6.186,-0.111,0.244,0.162,0.776,-0.001,0.001,0.000,0.045,-0.098,-0.065,-0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.068
6.188,-0.112,0.256,0.140,0.775,-0.000,0.001,0.000,0.045,-0.103,-0.056,-0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,14.989
6.194,-0.107,0.256,0.133,0.775,-0.000,0.001,0.000,0.043,-0.103,-0.053,-0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,14.969
6.200,-0.108,0.251,0.141,0.775,-0.000,0.001,-0.000,0.043,-0.101,-0.056,-0.000,0.001,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,14.995
6.207,-0.106,0.252,0.148,0.775,-0.000,0.001,-0.000,0.043,-0.101,-0.059,-0.000,0.001,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.016
6.218,-0.108,0.263,0.117,0.775,-0.000,0.001,-0.000,0.043,-0.106,-0.047,-0.000,0.001,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,14.915
6.267,-0.108,0.261,0.139,0.775,-0.000,0.001,0.000,0.044,-0.105,-0.056,-0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,14.977
6.274,-0.105,0.261,0.145,0.774,-0.000,0.001,0.000,0.042,-0.105,-0.058,-0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,14.990
6.277,-0.103,0.263,0.157,0.774,-0.000,0.001,0.000,0.041,-0.106,-0.063,-0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.023
6.283,-0.103,0.280,0.113,0.773,0.000,0.001,-0.000,0.041,-0.112,-0.045,0.000,0.001,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,14.880
6.286,-0.102,0.287,0.112,0.773,0.000,0.001,0.000,0.041,-0.115,-0.045,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,14.867
6.288,-0.104,0.278,0.138,0.773,0.000,0.001,0.000,0.041,-0.112,-0.055,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,14.948
6.299,-0.102,0.281,0.134,0.773,0.000,0.001,0.000,0.041,-0.113,-0.054,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,14.933
6.308,-0.104,0.272,0.154,0.773,-0.000,0.001,0.000,0.042,-0.109,-0.062,-0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.001
6.317,-0.100,0.275,0.162,0.773,-0.000,0.001,-0.000,0.040,-0.110,-0.065,-0.000,0.001,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.016
6.322,-0.101,0.279,0.151,0.773,-0.000,0.000,-0.000,0.041,-0.112,-0.060,-0.000,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,14.979
6.327,-0.099,0.289,0.141,0.772,-0.001,-0.000,0.000,0.040,-0.115,-0.057,-0.001,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,14.938
6.338,-0.099,0.279,0.173,0.772,-0.000,0.000,0.001,0.040,-0.112,-0.070,-0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.040
6.349,-0.099,0.289,0.148,0.772,0.000,0.001,0.000,0.039,-0.116,-0.060,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,14.957
6.353,-0.100,0.283,0.162,0.772,0.000,0.001,0.000,0.040,-0.114,-0.065,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.002
6.366,-0.102,0.288,0.158,0.772,-0.000,0.001,0.000,0.041,-0.116,-0.063,-0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,14.986
6.368,-0.104,0.296,0.147,0.772,-0.001,0.001,0.000,0.042,-0.119,-0.059,-0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,14.943
6.379,-0.102,0.297,0.153,0.771,-0.001,0.001,-0.000,0.042,-0.119,-0.061,-0.001,0.001,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,14.957
6.381,-0.101,0.301,0.159,0.771,-0.001,0.001,-0.000,0.041,-0.121,-0.063,-0.001,0.001,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,14.966
6.388,-0.099,0.289,0.191,0.771,0.000,0.001,-0.000,0.040,-0.116,-0.076,0.000,0.001,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.072
6.394,-0.096,0.303,0.160,0.770,0.001,0.001,-0.000,0.038,-0.122,-0.064,0.001,0.001,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,14.964
6.396,-0.097,0.294,0.178,0.770,0.001,0.001,-0.000,0.038,-0.118,-0.071,0.001,0.001,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.029
6.404,-0.097,0.297,0.192,0.770,-0.000,0.001,0.000,0.039,-0.119,-0.077,-0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.059
6.406,-0.098,0.301,0.188,0.770,-0.000,0.001,0.000,0.040,-0.121,-0.075,-0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.043
6.410,-0.091,0.300,0.200,0.769,-0.000,0.001,0.001,0.037,-0.121,-0.081,-0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.075
6.415,-0.091,0.298,0.213,0.768,-0.000,0.001,0.001,0.036,-0.120,-0.086,-0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.117
6.417,-0.090,0.306,0.203,0.768,-0.000,0.000,0.001,0.036,-0.123,-0.082,-0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.074
6.419,-0.092,0.302,0.212,0.768,-0.000,0.000,0.001,0.037,-0.121,-0.085,-0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.104
6.421,-0.090,0.316,0.189,0.768,-0.000,0.000,0.001,0.036,-0.126,-0.076,-0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.017
6.432,-0.090,0.313,0.200,0.767,-0.000,0.001,0.001,0.036,-0.126,-0.080,-0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.050
6.439,-0.088,0.321,0.196,0.767,0.001,0.001,0.001,0.035,-0.129,-0.079,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.024
6.446,-0.091,0.310,0.218,0.767,-0.000,0.000,0.001,0.037,-0.124,-0.088,-0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.106
6.452,-0.086,0.313,0.217,0.767,-0.001,-0.000,0.000,0.035,-0.125,-0.087,-0.001,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.097
6.454,-0.086,0.312,0.219,0.767,-0.000,-0.000,0.000,0.035,-0.125,-0.088,-0.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.101
6.459,-0.085,0.316,0.218,0.766,-0.000,0.000,0.000,0.034,-0.127,-0.087,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.092
6.461,-0.085,0.321,0.212,0.766,0.000,0.000,0.000,0.034,-0.129,-0.085,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.064
6.472,-0.085,0.325,0.206,0.766,-0.001,0.001,0.001,0.035,-0.130,-0.083,-0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.044
6.481,-0.084,0.332,0.207,0.765,0.000,0.001,0.000,0.033,-0.134,-0.083,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.029
6.483,-0.085,0.319,0.231,0.765,0.000,0.001,0.000,0.034,-0.128,-0.092,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.120
6.489,-0.085,0.334,0.211,0.765,0.001,0.001,0.001,0.033,-0.134,-0.085,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.036
6.493,-0.087,0.328,0.227,0.765,0.001,0.001,0.001,0.034,-0.132,-0.091,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.091
6.497,-0.086,0.332,0.227,0.764,0.001,0.001,0.001,0.034,-0.133,-0.091,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.085
6.501,-0.081,0.338,0.216,0.764,0.000,0.001,0.000,0.032,-0.136,-0.087,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.041
6.506,-0.082,0.354,0.197,0.763,0.000,0.001,0.001,0.032,-0.142,-0.079,0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,14.962
6.513,-0.079,0.352,0.212,0.762,0.000,0.001,0.001,0.031,-0.141,-0.086,0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.003
6.522,-0.082,0.346,0.224,0.763,-0.000,0.000,0.000,0.033,-0.139,-0.090,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.045
6.528,-0.081,0.354,0.219,0.762,0.000,0.001,0.000,0.032,-0.142,-0.088,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.017
6.535,-0.079,0.355,0.226,0.762,0.000,0.001,0.001,0.032,-0.143,-0.091,0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.033
6.539,-0.079,0.364,0.223,0.761,-0.001,0.001,0.000,0.032,-0.146,-0.089,-0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.004
6.552,-0.081,0.366,0.237,0.760,-0.000,0.001,0.000,0.032,-0.147,-0.095,-0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.036
6.562,-0.081,0.367,0.240,0.760,0.000,0.001,0.000,0.032,-0.147,-0.096,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.042
6.566,-0.078,0.365,0.260,0.759,0.000,0.001,0.000,0.031,-0.146,-0.104,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.094
6.572,-0.075,0.370,0.260,0.758,0.000,0.000,-0.000,0.030,-0.148,-0.104,0.000,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.082
6.577,-0.074,0.383,0.245,0.757,-0.000,0.000,0.000,0.030,-0.154,-0.098,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.016
6.583,-0.068,0.389,0.254,0.756,-0.001,0.001,0.000,0.028,-0.156,-0.102,-0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.024
6.587,-0.069,0.385,0.268,0.755,-0.001,0.001,0.001,0.028,-0.155,-0.108,-0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.066
6.589,-0.067,0.382,0.285,0.754,-0.001,0.001,0.001,0.027,-0.153,-0.115,-0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.113
6.601,-0.064,0.395,0.271,0.753,-0.000,0.001,0.001,0.026,-0.159,-0.109,-0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.048
6.618,-0.066,0.390,0.292,0.753,-0.000,0.001,0.000,0.027,-0.157,-0.117,-0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.109
6.622,-0.067,0.400,0.292,0.752,-0.000,0.001,-0.000,0.027,-0.161,-0.117,-0.000,0.001,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.086
6.630,-0.059,0.378,0.339,0.750,-0.000,0.001,-0.000,0.024,-0.152,-0.135,-0.000,0.001,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.258
6.644,-0.051,0.376,0.357,0.748,-0.001,0.001,0.001,0.021,-0.151,-0.143,-0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.308
6.647,-0.052,0.396,0.336,0.747,-0.001,0.001,0.001,0.021,-0.159,-0.135,-0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.197
6.659,-0.052,0.398,0.344,0.747,-0.000,0.000,0.000,0.021,-0.159,-0.138,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.211
6.661,-0.054,0.400,0.350,0.746,-0.000,0.000,0.000,0.022,-0.160,-0.140,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.220
6.668,-0.054,0.399,0.355,0.746,-0.001,0.001,0.001,0.022,-0.160,-0.142,-0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.235
6.672,-0.049,0.400,0.358,0.745,-0.001,0.001,0.001,0.020,-0.160,-0.144,-0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.239
6.674,-0.047,0.406,0.356,0.744,-0.001,0.001,0.001,0.019,-0.163,-0.143,-0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.215
6.679,-0.044,0.407,0.354,0.744,-0.001,0.001,0.001,0.018,-0.163,-0.142,-0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.209
6.681,-0.042,0.419,0.350,0.742,-0.001,0.001,0.000,0.018,-0.168,-0.140,-0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.164
6.690,-0.041,0.405,0.370,0.742,-0.001,0.001,0.001,0.017,-0.163,-0.149,-0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.250
6.692,-0.039,0.414,0.364,0.741,-0.001,0.001,0.001,0.016,-0.166,-0.146,-0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.208
6.694,-0.041,0.415,0.368,0.741,-0.001,0.001,0.001,0.017,-0.166,-0.148,-0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.217
6.701,-0.041,0.411,0.385,0.740,-0.000,0.001,0.001,0.017,-0.165,-0.154,-0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.266
6.707,-0.040,0.409,0.396,0.739,-0.000,0.001,0.001,0.016,-0.164,-0.159,-0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.297
6.712,-0.039,0.402,0.407,0.739,-0.000,0.001,0.001,0.016,-0.161,-0.163,-0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.348
6.715,-0.040,0.404,0.408,0.739,-0.000,0.001,0.000,0.016,-0.162,-0.164,-0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.344
6.728,-0.039,0.412,0.402,0.738,0.000,0.001,-0.000,0.015,-0.165,-0.161,0.000,0.001,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.303
6.738,-0.034,0.414,0.404,0.737,-0.000,0.000,0.000,0.014,-0.166,-0.162,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.301
6.745,-0.040,0.412,0.414,0.737,-0.000,0.000,0.000,0.016,-0.165,-0.165,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.327
6.753,-0.037,0.413,0.423,0.735,-0.000,0.000,-0.000,0.015,-0.166,-0.169,-0.000,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.342
6.758,-0.036,0.413,0.428,0.735,-0.000,0.000,-0.000,0.014,-0.165,-0.171,-0.000,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.357
6.762,-0.034,0.415,0.429,0.734,0.000,-0.000,-0.000,0.013,-0.166,-0.171,0.000,-0.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.351
6.765,-0.034,0.412,0.435,0.734,0.000,-0.000,-0.000,0.014,-0.164,-0.174,0.000,-0.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.376
6.768,-0.033,0.420,0.428,0.733,-0.000,-0.000,-0.000,0.013,-0.168,-0.171,-0.000,-0.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.331
6.770,-0.033,0.418,0.439,0.732,-0.000,0.000,0.000,0.013,-0.167,-0.176,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,15.360
