TIME, eR_1, eR_2, eR_3, Psi, eW_1, eW_2, eW_3, u_1, u_2, u_3, W_1, W_2, W_3, Wd_1, Wd_2, Wd_3, D_1, D_2, D_3, D_true_1, D_true_2, D_true_3, ang_con
2.517,-0.166,-0.113,0.867,1.199,0.000,0.001,0.001,0.066,0.044,-0.347,0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.791
2.519,-0.166,-0.112,0.867,1.199,0.000,0.001,0.001,0.066,0.044,-0.347,0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.773
2.566,-0.163,-0.112,0.868,1.198,-0.000,0.001,0.000,0.065,0.044,-0.347,-0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.797
2.570,-0.163,-0.111,0.868,1.198,-0.000,0.001,0.000,0.066,0.044,-0.347,-0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.781
2.572,-0.162,-0.111,0.868,1.198,-0.000,0.001,0.000,0.065,0.044,-0.347,-0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.770
2.574,-0.161,-0.111,0.868,1.196,-0.000,0.001,0.000,0.065,0.044,-0.348,-0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.686
2.578,-0.161,-0.111,0.868,1.197,-0.000,0.001,0.001,0.065,0.044,-0.348,-0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.750
2.590,-0.161,-0.111,0.868,1.197,0.000,0.001,0.001,0.064,0.044,-0.348,0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.765
2.600,-0.161,-0.110,0.868,1.198,-0.001,0.001,0.000,0.065,0.044,-0.347,-0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.776
2.611,-0.160,-0.110,0.868,1.197,-0.001,0.001,0.000,0.065,0.043,-0.347,-0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.740
2.620,-0.158,-0.110,0.868,1.196,-0.001,0.001,-0.000,0.064,0.043,-0.347,-0.001,0.001,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.753
2.623,-0.159,-0.109,0.868,1.196,-0.001,0.001,-0.000,0.064,0.043,-0.347,-0.001,0.001,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.692
2.634,-0.158,-0.109,0.868,1.196,-0.000,0.001,0.001,0.063,0.043,-0.348,-0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.729
2.642,-0.158,-0.109,0.868,1.196,-0.001,0.002,0.000,0.063,0.042,-0.348,-0.001,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.729
2.649,-0.158,-0.108,0.868,1.196,-0.000,0.001,0.000,0.063,0.042,-0.347,-0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.720
2.655,-0.154,-0.108,0.869,1.195,-0.000,0.000,-0.000,0.062,0.043,-0.348,-0.000,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.694
2.660,-0.154,-0.109,0.869,1.194,0.000,0.000,0.000,0.061,0.043,-0.348,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.682
2.662,-0.154,-0.109,0.869,1.196,0.001,0.001,0.000,0.061,0.043,-0.348,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.764
2.664,-0.154,-0.108,0.869,1.196,0.001,0.001,0.000,0.061,0.043,-0.348,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.766
2.667,-0.154,-0.108,0.869,1.196,0.001,0.001,0.000,0.061,0.043,-0.348,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.779
2.673,-0.153,-0.109,0.869,1.195,0.000,0.001,0.001,0.061,0.043,-0.348,0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.773
2.676,-0.154,-0.108,0.869,1.195,0.000,0.001,0.001,0.061,0.043,-0.348,0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.751
2.686,-0.153,-0.109,0.869,1.196,-0.000,0.001,-0.001,0.061,0.043,-0.347,-0.000,0.001,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.805
2.698,-0.154,-0.109,0.869,1.197,0.001,0.000,0.001,0.061,0.043,-0.348,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.837
2.702,-0.154,-0.108,0.869,1.196,0.001,0.001,0.001,0.061,0.043,-0.348,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.813
2.704,-0.153,-0.108,0.869,1.196,0.001,0.001,0.001,0.061,0.043,-0.348,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.776
2.711,-0.152,-0.108,0.869,1.197,0.001,0.001,0.001,0.060,0.043,-0.348,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.879
2.714,-0.153,-0.107,0.869,1.197,0.000,0.001,0.000,0.061,0.043,-0.348,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.844
2.716,-0.154,-0.108,0.869,1.197,0.000,0.001,0.001,0.061,0.043,-0.348,0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.834
2.722,-0.153,-0.107,0.869,1.197,-0.000,0.000,0.001,0.061,0.043,-0.348,-0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.845
2.727,-0.152,-0.107,0.869,1.196,-0.000,0.000,0.001,0.061,0.043,-0.348,-0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.834
2.729,-0.152,-0.107,0.869,1.196,-0.001,0.001,0.001,0.061,0.042,-0.348,-0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.817
2.731,-0.152,-0.106,0.869,1.196,-0.001,0.001,0.001,0.061,0.042,-0.348,-0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.825
2.740,-0.152,-0.106,0.869,1.197,-0.000,0.001,0.002,0.061,0.042,-0.349,-0.000,0.001,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.839
2.742,-0.151,-0.105,0.869,1.196,-0.000,0.001,0.002,0.061,0.042,-0.349,-0.000,0.001,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.801
2.748,-0.149,-0.105,0.869,1.195,0.000,0.000,0.001,0.060,0.042,-0.349,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.750
2.750,-0.148,-0.105,0.869,1.196,0.001,0.000,0.001,0.059,0.042,-0.348,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.836
2.752,-0.149,-0.105,0.869,1.196,0.001,0.000,0.001,0.059,0.042,-0.348,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.808
2.757,-0.148,-0.104,0.869,1.196,0.001,0.000,0.001,0.059,0.041,-0.348,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.821
2.768,-0.148,-0.104,0.869,1.196,-0.000,0.001,0.001,0.059,0.041,-0.348,-0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.842
2.770,-0.147,-0.104,0.870,1.194,-0.000,0.001,0.001,0.059,0.041,-0.348,-0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.738
2.774,-0.146,-0.103,0.870,1.194,-0.000,0.001,0.000,0.059,0.041,-0.348,-0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.771
2.779,-0.146,-0.103,0.870,1.195,-0.000,0.001,0.000,0.059,0.040,-0.348,-0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.770
2.784,-0.146,-0.102,0.870,1.194,-0.000,0.001,-0.000,0.059,0.040,-0.348,-0.000,0.001,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.750
2.788,-0.145,-0.102,0.870,1.193,0.000,0.001,-0.000,0.058,0.040,-0.348,0.000,0.001,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.722
2.790,-0.144,-0.103,0.870,1.193,0.001,0.001,-0.000,0.057,0.040,-0.348,0.001,0.001,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.716
2.794,-0.145,-0.102,0.870,1.194,0.001,0.001,-0.000,0.057,0.040,-0.348,0.001,0.001,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.731
2.796,-0.144,-0.102,0.870,1.193,0.001,0.001,-0.000,0.056,0.040,-0.348,0.001,0.001,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.725
2.807,-0.143,-0.101,0.870,1.193,0.000,0.000,0.000,0.057,0.040,-0.348,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.691
2.816,-0.143,-0.101,0.870,1.193,-0.000,0.000,0.000,0.058,0.040,-0.348,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.690
2.819,-0.141,-0.100,0.870,1.192,-0.000,0.001,0.000,0.057,0.040,-0.348,-0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.681
2.825,-0.141,-0.100,0.870,1.192,-0.000,0.001,0.001,0.057,0.039,-0.349,-0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.660
2.830,-0.141,-0.100,0.870,1.193,-0.001,0.001,0.001,0.057,0.039,-0.349,-0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.731
2.834,-0.142,-0.099,0.870,1.193,-0.001,0.001,0.001,0.057,0.039,-0.349,-0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.720
2.837,-0.141,-0.099,0.870,1.192,-0.001,0.001,0.001,0.057,0.039,-0.349,-0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.688
2.851,-0.140,-0.099,0.870,1.192,-0.000,0.001,0.001,0.056,0.039,-0.349,-0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.707
2.853,-0.139,-0.099,0.871,1.192,0.000,0.001,0.001,0.055,0.039,-0.349,0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.682
2.864,-0.139,-0.099,0.871,1.192,-0.000,0.001,0.001,0.056,0.039,-0.349,-0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.706
2.870,-0.137,-0.098,0.871,1.192,-0.000,0.001,0.000,0.055,0.038,-0.349,-0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.690
2.878,-0.137,-0.098,0.871,1.192,-0.001,0.000,0.000,0.055,0.039,-0.349,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.713
2.894,-0.137,-0.098,0.871,1.192,-0.000,0.000,0.001,0.055,0.039,-0.349,-0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.707
2.900,-0.137,-0.097,0.871,1.191,-0.000,0.001,0.001,0.055,0.038,-0.349,-0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.630
2.904,-0.135,-0.097,0.871,1.191,-0.000,0.001,0.001,0.054,0.038,-0.349,-0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.677
2.917,-0.135,-0.097,0.871,1.191,-0.001,0.001,0.001,0.055,0.038,-0.349,-0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.679
2.926,-0.135,-0.097,0.871,1.191,-0.001,0.001,0.001,0.055,0.038,-0.349,-0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.699
2.933,-0.135,-0.097,0.871,1.191,-0.000,0.001,0.001,0.054,0.038,-0.349,-0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.665
2.938,-0.133,-0.097,0.871,1.189,-0.000,0.001,0.000,0.054,0.038,-0.349,-0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.602
2.943,-0.132,-0.097,0.872,1.189,-0.001,0.001,0.000,0.053,0.038,-0.349,-0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.605
2.950,-0.130,-0.096,0.872,1.189,-0.001,0.001,0.000,0.052,0.038,-0.349,-0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.612
2.955,-0.129,-0.096,0.872,1.190,-0.001,0.000,0.000,0.052,0.038,-0.349,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.677
2.968,-0.129,-0.096,0.872,1.189,-0.001,0.000,0.000,0.053,0.038,-0.349,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.656
2.970,-0.130,-0.095,0.872,1.189,-0.001,0.000,0.000,0.052,0.038,-0.349,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.598
2.972,-0.129,-0.095,0.872,1.188,-0.001,0.001,0.000,0.052,0.038,-0.349,-0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.586
2.979,-0.126,-0.094,0.872,1.187,-0.001,0.002,0.001,0.051,0.037,-0.349,-0.001,0.002,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.550
2.983,-0.127,-0.094,0.872,1.188,-0.001,0.002,0.001,0.051,0.036,-0.349,-0.001,0.002,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.565
2.989,-0.127,-0.094,0.872,1.187,-0.000,0.002,0.001,0.051,0.036,-0.349,-0.000,0.002,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.540
2.995,-0.125,-0.094,0.872,1.187,-0.000,0.002,0.000,0.050,0.036,-0.349,-0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.528
2.998,-0.123,-0.093,0.873,1.186,0.000,0.001,0.000,0.049,0.036,-0.349,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.503
3.011,-0.124,-0.093,0.873,1.186,0.000,0.001,0.001,0.049,0.036,-0.350,0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.478
3.019,-0.124,-0.093,0.873,1.186,0.000,0.002,0.001,0.049,0.036,-0.350,0.000,0.002,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.472
3.029,-0.125,-0.092,0.872,1.186,0.000,0.001,0.000,0.050,0.036,-0.349,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.472
3.031,-0.124,-0.092,0.873,1.186,0.000,0.001,0.000,0.050,0.036,-0.349,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.465
3.038,-0.124,-0.091,0.873,1.185,0.000,0.001,0.001,0.050,0.036,-0.349,0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.428
3.045,-0.123,-0.091,0.873,1.185,-0.000,0.001,-0.000,0.050,0.036,-0.349,-0.000,0.001,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.415
3.053,-0.125,-0.090,0.873,1.185,0.001,0.001,0.001,0.050,0.035,-0.350,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.361
3.059,-0.126,-0.089,0.873,1.184,-0.000,0.001,0.001,0.050,0.035,-0.349,-0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.305
3.062,-0.125,-0.089,0.873,1.182,-0.000,0.001,0.001,0.050,0.035,-0.350,-0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.207
3.067,-0.125,-0.089,0.873,1.183,-0.000,0.001,0.001,0.050,0.034,-0.350,-0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.245
3.070,-0.125,-0.088,0.873,1.183,0.000,0.001,0.001,0.050,0.034,-0.349,0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.267
3.075,-0.125,-0.087,0.873,1.183,0.000,0.001,0.001,0.050,0.034,-0.350,0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.255
3.088,-0.125,-0.087,0.873,1.183,0.000,0.001,0.001,0.050,0.034,-0.350,0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.232
3.090,-0.124,-0.086,0.873,1.183,0.000,0.001,0.001,0.050,0.034,-0.350,0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.269
3.094,-0.125,-0.086,0.873,1.183,0.000,0.001,0.000,0.050,0.034,-0.349,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.212
3.102,-0.126,-0.085,0.872,1.183,-0.000,0.000,0.000,0.051,0.034,-0.349,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.227
3.163,-0.123,-0.085,0.873,1.182,-0.000,0.000,0.000,0.049,0.034,-0.349,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.174
3.167,-0.123,-0.084,0.873,1.183,-0.000,0.000,0.000,0.050,0.033,-0.349,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.220
3.173,-0.123,-0.084,0.873,1.182,-0.000,0.001,0.000,0.049,0.033,-0.349,-0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.204
3.180,-0.121,-0.084,0.873,1.182,-0.000,0.001,0.000,0.048,0.033,-0.349,-0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.225
3.182,-0.121,-0.084,0.873,1.182,0.000,0.000,-0.000,0.048,0.033,-0.349,0.000,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.223
3.186,-0.119,-0.085,0.873,1.182,0.000,0.000,-0.000,0.048,0.034,-0.349,0.000,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.271
3.188,-0.120,-0.085,0.873,1.183,0.000,0.000,-0.000,0.048,0.034,-0.349,0.000,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.269
3.200,-0.119,-0.085,0.873,1.183,-0.000,0.000,0.000,0.048,0.034,-0.349,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.293
3.209,-0.119,-0.085,0.873,1.182,-0.000,0.001,0.001,0.048,0.033,-0.350,-0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.270
3.223,-0.116,-0.084,0.873,1.182,-0.001,0.001,0.001,0.047,0.033,-0.350,-0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.285
3.226,-0.116,-0.084,0.874,1.182,-0.001,0.001,0.001,0.047,0.033,-0.350,-0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.273
3.232,-0.115,-0.084,0.874,1.182,-0.001,0.001,0.001,0.047,0.033,-0.350,-0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.286
3.236,-0.116,-0.084,0.873,1.182,-0.001,0.001,0.000,0.047,0.033,-0.349,-0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.303
3.250,-0.118,-0.084,0.873,1.182,0.001,0.001,0.000,0.046,0.033,-0.349,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.265
3.258,-0.116,-0.084,0.873,1.182,0.001,0.001,0.000,0.046,0.033,-0.350,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.274
3.268,-0.115,-0.085,0.874,1.181,0.000,0.001,0.001,0.046,0.033,-0.350,0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.244
3.277,-0.113,-0.084,0.874,1.181,-0.000,0.001,0.001,0.045,0.033,-0.350,-0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.249
3.286,-0.113,-0.084,0.874,1.182,-0.001,0.002,0.001,0.046,0.032,-0.350,-0.001,0.002,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.285
3.295,-0.113,-0.083,0.874,1.182,-0.000,0.001,0.001,0.046,0.032,-0.350,-0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.297
3.301,-0.113,-0.083,0.874,1.181,-0.000,0.001,0.001,0.045,0.033,-0.350,-0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.277
3.308,-0.114,-0.083,0.874,1.182,-0.000,0.001,0.001,0.046,0.032,-0.350,-0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.275
3.312,-0.113,-0.083,0.874,1.180,-0.000,0.001,0.001,0.046,0.032,-0.350,-0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.207
3.314,-0.113,-0.082,0.874,1.181,-0.000,0.002,0.001,0.045,0.032,-0.350,-0.000,0.002,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.235
3.324,-0.113,-0.082,0.874,1.181,0.000,0.001,-0.000,0.045,0.032,-0.349,0.000,0.001,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.268
3.335,-0.115,-0.082,0.874,1.181,-0.000,0.001,-0.000,0.046,0.032,-0.349,-0.000,0.001,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.236
3.337,-0.114,-0.082,0.874,1.182,-0.000,0.001,-0.000,0.046,0.032,-0.349,-0.000,0.001,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.263
3.345,-0.112,-0.082,0.874,1.180,-0.000,0.001,-0.000,0.045,0.032,-0.349,-0.000,0.001,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.220
3.351,-0.111,-0.082,0.874,1.180,-0.000,0.001,-0.000,0.045,0.032,-0.349,-0.000,0.001,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.225
3.356,-0.111,-0.082,0.874,1.181,-0.000,0.001,-0.000,0.044,0.032,-0.349,-0.000,0.001,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.265
3.358,-0.112,-0.082,0.874,1.181,-0.000,0.001,-0.000,0.045,0.032,-0.349,-0.000,0.001,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.269
3.362,-0.111,-0.082,0.874,1.181,-0.001,0.001,-0.000,0.045,0.032,-0.349,-0.001,0.001,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.272
3.370,-0.110,-0.081,0.874,1.180,-0.001,0.001,-0.000,0.044,0.032,-0.349,-0.001,0.001,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.227
3.378,-0.111,-0.082,0.874,1.180,-0.000,0.001,-0.000,0.045,0.032,-0.350,-0.000,0.001,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.183
3.382,-0.112,-0.081,0.874,1.181,-0.001,0.001,0.000,0.045,0.032,-0.350,-0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.251
3.386,-0.110,-0.082,0.874,1.180,-0.001,0.001,0.000,0.045,0.032,-0.350,-0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.237
3.391,-0.111,-0.081,0.874,1.180,-0.000,0.001,0.000,0.044,0.032,-0.350,-0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.210
3.396,-0.110,-0.081,0.874,1.180,0.001,0.001,0.000,0.044,0.032,-0.350,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.216
3.401,-0.109,-0.081,0.874,1.179,0.000,0.001,0.000,0.044,0.032,-0.350,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.185
3.414,-0.108,-0.081,0.874,1.180,-0.000,0.002,0.001,0.043,0.031,-0.350,-0.000,0.002,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.257
3.416,-0.108,-0.081,0.874,1.181,-0.001,0.002,0.001,0.044,0.031,-0.350,-0.001,0.002,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.267
3.427,-0.108,-0.080,0.874,1.180,-0.001,0.002,0.001,0.043,0.031,-0.350,-0.001,0.002,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.233
3.432,-0.108,-0.080,0.874,1.180,-0.000,0.002,0.001,0.043,0.031,-0.350,-0.000,0.002,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.218
3.436,-0.108,-0.080,0.874,1.180,-0.000,0.002,0.001,0.043,0.031,-0.350,-0.000,0.002,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.090,44.197
