TIME, eR_1, eR_2, eR_3, Psi, eW_1, eW_2, eW_3, u_1, u_2, u_3, W_1, W_2, W_3, Wd_1, Wd_2, Wd_3, D_1, D_1, D_1, D_true_1, D_true_2, D_true_3, ang_con_1, ang_con_2, ang_con_3, ang_con_4
7.127,0.497,0.498,0.499,0.344,0.004,0.003,0.002,-0.200,-0.200,-0.200,0.004,0.003,0.002,0.000,0.000,0.000,1.997,1.978,2.117,0.200,0.200,0.200,109.332,65.681,112.019,81.240
7.137,0.497,0.498,0.499,0.344,0.004,0.003,0.002,-0.200,-0.200,-0.200,0.004,0.003,0.002,0.000,0.000,0.000,1.999,1.981,2.119,0.200,0.200,0.200,109.334,65.681,112.017,81.239
7.147,0.497,0.498,0.499,0.344,0.004,0.003,0.002,-0.200,-0.200,-0.200,0.004,0.003,0.002,0.000,0.000,0.000,2.002,1.983,2.122,0.200,0.200,0.200,109.335,65.681,112.015,81.239
7.157,0.497,0.498,0.499,0.344,0.004,0.003,0.002,-0.200,-0.200,-0.200,0.004,0.003,0.002,0.000,0.000,0.000,2.004,1.986,2.124,0.200,0.200,0.200,109.337,65.681,112.013,81.238
7.167,0.497,0.498,0.499,0.345,0.004,0.003,0.002,-0.200,-0.200,-0.200,0.004,0.003,0.002,0.000,0.000,0.000,2.007,1.988,2.127,0.200,0.200,0.200,109.338,65.681,112.011,81.237
7.177,0.497,0.498,0.499,0.345,0.004,0.003,0.002,-0.200,-0.200,-0.200,0.004,0.003,0.002,0.000,0.000,0.000,2.009,1.991,2.129,0.200,0.200,0.200,109.340,65.682,112.009,81.236
7.187,0.497,0.498,0.499,0.345,0.004,0.003,0.002,-0.200,-0.200,-0.200,0.004,0.003,0.002,0.000,0.000,0.000,2.012,1.993,2.132,0.200,0.200,0.200,109.342,65.682,112.007,81.235
7.197,0.497,0.498,0.499,0.345,0.004,0.003,0.002,-0.200,-0.200,-0.200,0.004,0.003,0.002,0.000,0.000,0.000,2.014,1.996,2.134,0.200,0.200,0.200,109.343,65.682,112.005,81.235
7.207,0.497,0.498,0.499,0.345,0.004,0.003,0.002,-0.200,-0.200,-0.200,0.004,0.003,0.002,0.000,0.000,0.000,2.017,1.998,2.137,0.200,0.200,0.200,109.345,65.682,112.003,81.234
7.217,0.497,0.498,0.499,0.345,0.004,0.003,0.002,-0.200,-0.200,-0.200,0.004,0.003,0.002,0.000,0.000,0.000,2.019,2.001,2.139,0.200,0.200,0.200,109.346,65.682,112.001,81.233
7.227,0.497,0.498,0.499,0.345,0.003,0.003,0.002,-0.200,-0.200,-0.200,0.003,0.003,0.002,0.000,0.000,0.000,2.022,2.003,2.142,0.200,0.200,0.200,109.348,65.682,111.999,81.232
7.237,0.498,0.498,0.499,0.345,0.003,0.003,0.002,-0.200,-0.200,-0.200,0.003,0.003,0.002,0.000,0.000,0.000,2.024,2.006,2.144,0.200,0.200,0.200,109.349,65.682,111.997,81.232
7.247,0.498,0.498,0.499,0.345,0.003,0.003,0.002,-0.200,-0.200,-0.200,0.003,0.003,0.002,0.000,0.000,0.000,2.027,2.008,2.147,0.200,0.200,0.200,109.351,65.682,111.995,81.231
7.257,0.498,0.498,0.499,0.345,0.003,0.003,0.002,-0.200,-0.200,-0.200,0.003,0.003,0.002,0.000,0.000,0.000,2.029,2.011,2.149,0.200,0.200,0.200,109.352,65.682,111.994,81.230
7.267,0.498,0.498,0.499,0.345,0.003,0.003,0.002,-0.200,-0.200,-0.200,0.003,0.003,0.002,0.000,0.000,0.000,2.032,2.013,2.152,0.200,0.200,0.200,109.354,65.683,111.992,81.229
7.277,0.498,0.498,0.499,0.345,0.003,0.003,0.002,-0.200,-0.200,-0.200,0.003,0.003,0.002,0.000,0.000,0.000,2.034,2.016,2.154,0.200,0.200,0.200,109.355,65.683,111.990,81.229
7.287,0.498,0.498,0.499,0.345,0.003,0.002,0.002,-0.200,-0.200,-0.200,0.003,0.002,0.002,0.000,0.000,0.000,2.037,2.018,2.157,0.200,0.200,0.200,109.356,65.683,111.988,81.228
7.297,0.498,0.498,0.499,0.345,0.003,0.002,0.002,-0.200,-0.200,-0.200,0.003,0.002,0.002,0.000,0.000,0.000,2.039,2.021,2.159,0.200,0.200,0.200,109.358,65.683,111.987,81.227
7.307,0.498,0.498,0.499,0.345,0.003,0.002,0.002,-0.200,-0.200,-0.200,0.003,0.002,0.002,0.000,0.000,0.000,2.042,2.023,2.162,0.200,0.200,0.200,109.359,65.683,111.985,81.227
7.317,0.498,0.498,0.499,0.345,0.003,0.002,0.002,-0.200,-0.200,-0.200,0.003,0.002,0.002,0.000,0.000,0.000,2.044,2.026,2.164,0.200,0.200,0.200,109.360,65.683,111.983,81.226
7.327,0.498,0.498,0.499,0.345,0.003,0.002,0.002,-0.200,-0.200,-0.200,0.003,0.002,0.002,0.000,0.000,0.000,2.047,2.028,2.167,0.200,0.200,0.200,109.362,65.683,111.982,81.226
7.337,0.498,0.498,0.499,0.345,0.003,0.002,0.002,-0.200,-0.200,-0.200,0.003,0.002,0.002,0.000,0.000,0.000,2.049,2.031,2.169,0.200,0.200,0.200,109.363,65.683,111.980,81.225
7.347,0.498,0.498,0.499,0.345,0.003,0.002,0.002,-0.200,-0.200,-0.200,0.003,0.002,0.002,0.000,0.000,0.000,2.052,2.033,2.172,0.200,0.200,0.200,109.364,65.683,111.979,81.224
7.357,0.498,0.498,0.499,0.345,0.003,0.002,0.002,-0.200,-0.200,-0.200,0.003,0.002,0.002,0.000,0.000,0.000,2.054,2.036,2.174,0.200,0.200,0.200,109.366,65.683,111.977,81.224
7.367,0.498,0.498,0.499,0.345,0.003,0.002,0.001,-0.200,-0.200,-0.200,0.003,0.002,0.001,0.000,0.000,0.000,2.057,2.038,2.177,0.200,0.200,0.200,109.367,65.683,111.976,81.223
7.377,0.498,0.498,0.499,0.345,0.003,0.002,0.001,-0.200,-0.200,-0.200,0.003,0.002,0.001,0.000,0.000,0.000,2.059,2.041,2.179,0.200,0.200,0.200,109.368,65.683,111.974,81.223
7.387,0.498,0.498,0.499,0.345,0.003,0.002,0.001,-0.200,-0.200,-0.200,0.003,0.002,0.001,0.000,0.000,0.000,2.062,2.043,2.182,0.200,0.200,0.200,109.369,65.683,111.973,81.222
7.397,0.498,0.498,0.499,0.345,0.003,0.002,0.001,-0.200,-0.200,-0.200,0.003,0.002,0.001,0.000,0.000,0.000,2.064,2.046,2.184,0.200,0.200,0.200,109.371,65.683,111.971,81.222
7.407,0.498,0.499,0.499,0.345,0.003,0.002,0.001,-0.200,-0.200,-0.200,0.003,0.002,0.001,0.000,0.000,0.000,2.067,2.048,2.187,0.200,0.200,0.200,109.372,65.683,111.970,81.221
7.417,0.498,0.499,0.499,0.345,0.003,0.002,0.001,-0.200,-0.200,-0.200,0.003,0.002,0.001,0.000,0.000,0.000,2.069,2.051,2.189,0.200,0.200,0.200,109.373,65.683,111.968,81.220
7.427,0.498,0.499,0.499,0.345,0.003,0.002,0.001,-0.200,-0.200,-0.200,0.003,0.002,0.001,0.000,0.000,0.000,2.072,2.053,2.192,0.200,0.200,0.200,109.374,65.683,111.967,81.220
7.437,0.498,0.499,0.499,0.345,0.003,0.002,0.001,-0.200,-0.200,-0.200,0.003,0.002,0.001,0.000,0.000,0.000,2.074,2.056,2.194,0.200,0.200,0.200,109.375,65.683,111.965,81.219
7.447,0.498,0.499,0.499,0.346,0.003,0.002,0.001,-0.200,-0.200,-0.200,0.003,0.002,0.001,0.000,0.000,0.000,2.077,2.058,2.197,0.200,0.200,0.200,109.376,65.684,111.964,81.219
7.457,0.498,0.499,0.499,0.346,0.003,0.002,0.001,-0.200,-0.200,-0.200,0.003,0.002,0.001,0.000,0.000,0.000,2.079,2.061,2.199,0.200,0.200,0.200,109.378,65.684,111.963,81.218
7.467,0.498,0.499,0.499,0.346,0.003,0.002,0.001,-0.200,-0.200,-0.200,0.003,0.002,0.001,0.000,0.000,0.000,2.082,2.063,2.202,0.200,0.200,0.200,109.379,65.684,111.961,81.218
7.477,0.498,0.499,0.499,0.346,0.003,0.002,0.001,-0.200,-0.200,-0.200,0.003,0.002,0.001,0.000,0.000,0.000,2.084,2.066,2.204,0.200,0.200,0.200,109.380,65.684,111.960,81.217
7.487,0.498,0.499,0.499,0.346,0.002,0.002,0.001,-0.200,-0.200,-0.200,0.002,0.002,0.001,0.000,0.000,0.000,2.087,2.068,2.207,0.200,0.200,0.200,109.381,65.684,111.959,81.217
7.497,0.498,0.499,0.499,0.346,0.002,0.002,0.001,-0.200,-0.200,-0.200,0.002,0.002,0.001,0.000,0.000,0.000,2.089,2.071,2.209,0.200,0.200,0.200,109.382,65.684,111.958,81.217
7.508,0.498,0.499,0.499,0.346,0.002,0.002,0.001,-0.200,-0.200,-0.200,0.002,0.002,0.001,0.000,0.000,0.000,2.092,2.073,2.212,0.200,0.200,0.200,109.383,65.684,111.956,81.216
7.518,0.498,0.499,0.499,0.346,0.002,0.002,0.001,-0.200,-0.200,-0.200,0.002,0.002,0.001,0.000,0.000,0.000,2.094,2.076,2.214,0.200,0.200,0.200,109.384,65.684,111.955,81.216
7.528,0.498,0.499,0.499,0.346,0.002,0.002,0.001,-0.200,-0.200,-0.200,0.002,0.002,0.001,0.000,0.000,0.000,2.097,2.079,2.217,0.200,0.200,0.200,109.385,65.684,111.954,81.215
7.538,0.498,0.499,0.499,0.346,0.002,0.002,0.001,-0.200,-0.200,-0.200,0.002,0.002,0.001,0.000,0.000,0.000,2.099,2.081,2.219,0.200,0.200,0.200,109.386,65.684,111.953,81.215
7.548,0.498,0.499,0.499,0.346,0.002,0.002,0.001,-0.200,-0.200,-0.200,0.002,0.002,0.001,0.000,0.000,0.000,2.102,2.084,2.222,0.200,0.200,0.200,109.387,65.684,111.951,81.214
7.558,0.498,0.499,0.499,0.346,0.002,0.002,0.001,-0.200,-0.200,-0.200,0.002,0.002,0.001,0.000,0.000,0.000,2.104,2.086,2.224,0.200,0.200,0.200,109.388,65.684,111.950,81.214
7.568,0.498,0.499,0.499,0.346,0.002,0.002,0.001,-0.200,-0.200,-0.200,0.002,0.002,0.001,0.000,0.000,0.000,2.107,2.089,2.227,0.200,0.200,0.200,109.389,65.684,111.949,81.214
7.578,0.498,0.499,0.499,0.346,0.002,0.002,0.001,-0.200,-0.200,-0.200,0.002,0.002,0.001,0.000,0.000,0.000,2.109,2.091,2.229,0.200,0.200,0.200,109.390,65.684,111.948,81.213
7.588,0.498,0.499,0.499,0.346,0.002,0.002,0.001,-0.200,-0.200,-0.200,0.002,0.002,0.001,0.000,0.000,0.000,2.112,2.094,2.232,0.200,0.200,0.200,109.391,65.684,111.947,81.213
7.598,0.498,0.499,0.499,0.346,0.002,0.002,0.001,-0.200,-0.200,-0.200,0.002,0.002,0.001,0.000,0.000,0.000,2.115,2.096,2.234,0.200,0.200,0.200,109.392,65.684,111.946,81.212
7.608,0.498,0.499,0.499,0.346,0.002,0.002,0.001,-0.200,-0.200,-0.200,0.002,0.002,0.001,0.000,0.000,0.000,2.117,2.099,2.237,0.200,0.200,0.200,109.393,65.684,111.945,81.212
7.618,0.498,0.499,0.499,0.346,0.002,0.002,0.001,-0.200,-0.200,-0.200,0.002,0.002,0.001,0.000,0.000,0.000,2.120,2.101,2.239,0.200,0.200,0.200,109.394,65.684,111.943,81.212
7.628,0.499,0.499,0.499,0.346,0.002,0.001,0.001,-0.200,-0.200,-0.200,0.002,0.001,0.001,0.000,0.000,0.000,2.122,2.104,2.242,0.200,0.200,0.200,109.395,65.684,111.942,81.211
7.638,0.499,0.499,0.499,0.346,0.002,0.001,0.001,-0.200,-0.200,-0.200,0.002,0.001,0.001,0.000,0.000,0.000,2.125,2.106,2.244,0.200,0.200,0.200,109.396,65.684,111.941,81.211
7.648,0.499,0.499,0.499,0.346,0.002,0.001,0.001,-0.200,-0.200,-0.200,0.002,0.001,0.001,0.000,0.000,0.000,2.127,2.109,2.247,0.200,0.200,0.200,109.396,65.684,111.940,81.211
7.658,0.499,0.499,0.499,0.346,0.002,0.001,0.001,-0.200,-0.200,-0.200,0.002,0.001,0.001,0.000,0.000,0.000,2.130,2.111,2.249,0.200,0.200,0.200,109.397,65.684,111.939,81.210
7.668,0.499,0.499,0.499,0.346,0.002,0.001,0.001,-0.200,-0.200,-0.200,0.002,0.001,0.001,0.000,0.000,0.000,2.132,2.114,2.252,0.200,0.200,0.200,109.398,65.684,111.938,81.210
7.678,0.499,0.499,0.499,0.346,0.002,0.001,0.001,-0.200,-0.200,-0.200,0.002,0.001,0.001,0.000,0.000,0.000,2.135,2.116,2.254,0.200,0.200,0.200,109.399,65.684,111.937,81.210
7.688,0.499,0.499,0.499,0.346,0.002,0.001,0.001,-0.200,-0.200,-0.200,0.002,0.001,0.001,0.000,0.000,0.000,2.137,2.119,2.257,0.200,0.200,0.200,109.400,65.684,111.936,81.209
7.698,0.499,0.499,0.499,0.346,0.002,0.001,0.001,-0.200,-0.200,-0.200,0.002,0.001,0.001,0.000,0.000,0.000,2.140,2.121,2.259,0.200,0.200,0.200,109.401,65.684,111.935,81.209
7.708,0.499,0.499,0.499,0.346,0.002,0.001,0.001,-0.200,-0.200,-0.200,0.002,0.001,0.001,0.000,0.000,0.000,2.142,2.124,2.262,0.200,0.200,0.200,109.402,65.684,111.934,81.209
7.718,0.499,0.499,0.499,0.346,0.002,0.001,0.001,-0.200,-0.200,-0.200,0.002,0.001,0.001,0.000,0.000,0.000,2.145,2.126,2.264,0.200,0.200,0.200,109.402,65.684,111.933,81.208
7.728,0.499,0.499,0.499,0.346,0.002,0.001,0.001,-0.200,-0.200,-0.200,0.002,0.001,0.001,0.000,0.000,0.000,2.147,2.129,2.267,0.200,0.200,0.200,109.403,65.684,111.932,81.208
7.738,0.499,0.499,0.499,0.346,0.002,0.001,0.001,-0.200,-0.200,-0.200,0.002,0.001,0.001,0.000,0.000,0.000,2.150,2.131,2.269,0.200,0.200,0.200,109.404,65.684,111.932,81.208
7.748,0.499,0.499,0.499,0.346,0.002,0.001,0.001,-0.200,-0.200,-0.200,0.002,0.001,0.001,0.000,0.000,0.000,2.152,2.134,2.272,0.200,0.200,0.200,109.405,65.684,111.931,81.207
7.758,0.499,0.499,0.499,0.346,0.002,0.001,0.001,-0.200,-0.200,-0.200,0.002,0.001,0.001,0.000,0.000,0.000,2.155,2.136,2.274,0.200,0.200,0.200,109.406,65.683,111.930,81.207
7.768,0.499,0.499,0.499,0.346,0.002,0.001,0.001,-0.200,-0.200,-0.200,0.002,0.001,0.001,0.000,0.000,0.000,2.157,2.139,2.277,0.200,0.200,0.200,109.406,65.683,111.929,81.207
7.778,0.499,0.499,0.499,0.346,0.002,0.001,0.001,-0.200,-0.200,-0.200,0.002,0.001,0.001,0.000,0.000,0.000,2.160,2.141,2.279,0.200,0.200,0.200,109.407,65.683,111.928,81.207
7.788,0.499,0.499,0.499,0.346,0.002,0.001,0.001,-0.200,-0.200,-0.200,0.002,0.001,0.001,0.000,0.000,0.000,2.162,2.144,2.282,0.200,0.200,0.200,109.408,65.683,111.927,81.206
7.798,0.499,0.499,0.499,0.346,0.002,0.001,0.001,-0.200,-0.200,-0.200,0.002,0.001,0.001,0.000,0.000,0.000,2.165,2.146,2.284,0.200,0.200,0.200,109.409,65.683,111.926,81.206
7.808,0.499,0.499,0.499,0.346,0.002,0.001,0.001,-0.200,-0.200,-0.200,0.002,0.001,0.001,0.000,0.000,0.000,2.167,2.149,2.287,0.200,0.200,0.200,109.409,65.683,111.925,81.206
7.818,0.499,0.499,0.499,0.346,0.002,0.001,0.001,-0.200,-0.200,-0.200,0.002,0.001,0.001,0.000,0.000,0.000,2.170,2.151,2.289,0.200,0.200,0.200,109.410,65.683,111.925,81.205
7.828,0.499,0.499,0.499,0.346,0.002,0.001,0.001,-0.200,-0.200,-0.200,0.002,0.001,0.001,0.000,0.000,0.000,2.172,2.154,2.292,0.200,0.200,0.200,109.411,65.683,111.924,81.205
7.838,0.499,0.499,0.499,0.346,0.002,0.001,0.001,-0.200,-0.200,-0.200,0.002,0.001,0.001,0.000,0.000,0.000,2.175,2.156,2.294,0.200,0.200,0.200,109.411,65.683,111.923,81.205
7.848,0.499,0.499,0.499,0.346,0.002,0.001,0.001,-0.200,-0.200,-0.200,0.002,0.001,0.001,0.000,0.000,0.000,2.177,2.159,2.297,0.200,0.200,0.200,109.412,65.683,111.922,81.205
7.858,0.499,0.499,0.499,0.346,0.002,0.001,0.001,-0.200,-0.200,-0.200,0.002,0.001,0.001,0.000,0.000,0.000,2.180,2.161,2.299,0.200,0.200,0.200,109.413,65.683,111.921,81.204
7.868,0.499,0.499,0.499,0.346,0.001,0.001,0.001,-0.200,-0.200,-0.200,0.001,0.001,0.001,0.000,0.000,0.000,2.182,2.164,2.302,0.200,0.200,0.200,109.413,65.683,111.921,81.204
7.878,0.499,0.499,0.499,0.346,0.001,0.001,0.001,-0.200,-0.200,-0.200,0.001,0.001,0.001,0.000,0.000,0.000,2.185,2.166,2.304,0.200,0.200,0.200,109.414,65.683,111.920,81.204
7.888,0.499,0.499,0.499,0.347,0.001,0.001,0.001,-0.200,-0.200,-0.200,0.001,0.001,0.001,0.000,0.000,0.000,2.187,2.169,2.307,0.200,0.200,0.200,109.415,65.683,111.919,81.204
7.898,0.499,0.499,0.499,0.347,0.001,0.001,0.001,-0.200,-0.200,-0.200,0.001,0.001,0.001,0.000,0.000,0.000,2.190,2.171,2.309,0.200,0.200,0.200,109.415,65.683,111.918,81.203
7.908,0.499,0.499,0.499,0.347,0.001,0.001,0.001,-0.200,-0.200,-0.200,0.001,0.001,0.001,0.000,0.000,0.000,2.192,2.174,2.312,0.200,0.200,0.200,109.416,65.683,111.918,81.203
7.918,0.499,0.499,0.499,0.347,0.001,0.001,0.001,-0.200,-0.200,-0.200,0.001,0.001,0.001,0.000,0.000,0.000,2.195,2.176,2.314,0.200,0.200,0.200,109.417,65.683,111.917,81.203
7.928,0.499,0.499,0.499,0.347,0.001,0.001,0.001,-0.200,-0.200,-0.200,0.001,0.001,0.001,0.000,0.000,0.000,2.197,2.179,2.317,0.200,0.200,0.200,109.417,65.683,111.916,81.203
7.938,0.499,0.499,0.499,0.347,0.001,0.001,0.001,-0.200,-0.200,-0.200,0.001,0.001,0.001,0.000,0.000,0.000,2.200,2.181,2.319,0.200,0.200,0.200,109.418,65.683,111.915,81.203
7.948,0.499,0.499,0.499,0.347,0.001,0.001,0.001,-0.200,-0.200,-0.200,0.001,0.001,0.001,0.000,0.000,0.000,2.202,2.184,2.322,0.200,0.200,0.200,109.419,65.683,111.915,81.202
7.958,0.499,0.499,0.499,0.347,0.001,0.001,0.001,-0.200,-0.200,-0.200,0.001,0.001,0.001,0.000,0.000,0.000,2.205,2.186,2.324,0.200,0.200,0.200,109.419,65.683,111.914,81.202
7.968,0.499,0.499,0.499,0.347,0.001,0.001,0.001,-0.200,-0.200,-0.200,0.001,0.001,0.001,0.000,0.000,0.000,2.207,2.189,2.327,0.200,0.200,0.200,109.420,65.683,111.913,81.202
7.978,0.499,0.499,0.499,0.347,0.001,0.001,0.001,-0.200,-0.200,-0.200,0.001,0.001,0.001,0.000,0.000,0.000,2.210,2.191,2.329,0.200,0.200,0.200,109.420,65.683,111.913,81.202
7.988,0.499,0.499,0.499,0.347,0.001,0.001,0.001,-0.200,-0.200,-0.200,0.001,0.001,0.001,0.000,0.000,0.000,2.212,2.194,2.332,0.200,0.200,0.200,109.421,65.683,111.912,81.202
7.998,0.499,0.499,0.499,0.347,0.001,0.001,0.001,-0.200,-0.200,-0.200,0.001,0.001,0.001,0.000,0.000,0.000,2.215,2.196,2.334,0.200,0.200,0.200,109.421,65.683,111.911,81.201
8.008,0.499,0.499,0.499,0.347,0.001,0.001,0.001,-0.200,-0.200,-0.200,0.001,0.001,0.001,0.000,0.000,0.000,2.217,2.199,2.337,0.200,0.200,0.200,109.422,65.683,111.911,81.201
8.018,0.499,0.499,0.499,0.347,0.001,0.001,0.001,-0.200,-0.200,-0.200,0.001,0.001,0.001,0.000,0.000,0.000,2.220,2.201,2.339,0.200,0.200,0.200,109.423,65.683,111.910,81.201
8.028,0.499,0.499,0.500,0.347,0.001,0.001,0.001,-0.200,-0.200,-0.200,0.001,0.001,0.001,0.000,0.000,0.000,2.222,2.204,2.342,0.200,0.200,0.200,109.423,65.683,111.909,81.201
8.038,0.499,0.499,0.500,0.347,0.001,0.001,0.001,-0.200,-0.200,-0.200,0.001,0.001,0.001,0.000,0.000,0.000,2.225,2.206,2.344,0.200,0.200,0.200,109.424,65.683,111.909,81.201
8.048,0.499,0.499,0.500,0.347,0.001,0.001,0.001,-0.200,-0.200,-0.200,0.001,0.001,0.001,0.000,0.000,0.000,2.227,2.209,2.347,0.200,0.200,0.200,109.424,65.683,111.908,81.201
8.058,0.499,0.499,0.500,0.347,0.001,0.001,0.001,-0.200,-0.200,-0.200,0.001,0.001,0.001,0.000,0.000,0.000,2.230,2.211,2.349,0.200,0.200,0.200,109.425,65.682,111.908,81.200
8.068,0.499,0.499,0.500,0.347,0.001,0.001,0.001,-0.200,-0.200,-0.200,0.001,0.001,0.001,0.000,0.000,0.000,2.232,2.214,2.352,0.200,0.200,0.200,109.425,65.682,111.907,81.200
8.078,0.499,0.499,0.500,0.347,0.001,0.001,0.001,-0.200,-0.200,-0.200,0.001,0.001,0.001,0.000,0.000,0.000,2.235,2.216,2.354,0.200,0.200,0.200,109.426,65.682,111.906,81.200
8.088,0.499,0.499,0.500,0.347,0.001,0.001,0.001,-0.200,-0.200,-0.200,0.001,0.001,0.001,0.000,0.000,0.000,2.237,2.219,2.357,0.200,0.200,0.200,109.426,65.682,111.906,81.200
8.098,0.499,0.499,0.500,0.347,0.001,0.001,0.001,-0.200,-0.200,-0.200,0.001,0.001,0.001,0.000,0.000,0.000,2.240,2.221,2.359,0.200,0.200,0.200,109.427,65.682,111.905,81.200
8.108,0.499,0.499,0.500,0.347,0.001,0.001,0.001,-0.200,-0.200,-0.200,0.001,0.001,0.001,0.000,0.000,0.000,2.242,2.224,2.362,0.200,0.200,0.200,109.427,65.682,111.905,81.200
8.118,0.499,0.499,0.500,0.347,0.001,0.001,0.001,-0.200,-0.200,-0.200,0.001,0.001,0.001,0.000,0.000,0.000,2.245,2.226,2.364,0.200,0.200,0.200,109.428,65.682,111.904,81.199
8.128,0.499,0.499,0.500,0.347,0.001,0.001,0.001,-0.200,-0.200,-0.200,0.001,0.001,0.001,0.000,0.000,0.000,2.247,2.229,2.367,0.200,0.200,0.200,109.428,65.682,111.904,81.199
8.138,0.499,0.499,0.500,0.347,0.001,0.001,0.001,-0.200,-0.200,-0.200,0.001,0.001,0.001,0.000,0.000,0.000,2.250,2.231,2.369,0.200,0.200,0.200,109.429,65.682,111.903,81.199
8.148,0.499,0.499,0.500,0.347,0.001,0.001,0.001,-0.200,-0.200,-0.200,0.001,0.001,0.001,0.000,0.000,0.000,2.252,2.234,2.372,0.200,0.200,0.200,109.429,65.682,111.903,81.199
8.158,0.499,0.499,0.500,0.347,0.001,0.001,0.001,-0.200,-0.200,-0.200,0.001,0.001,0.001,0.000,0.000,0.000,2.255,2.236,2.374,0.200,0.200,0.200,109.430,65.682,111.902,81.199
8.168,0.499,0.500,0.500,0.347,0.001,0.001,0.001,-0.200,-0.200,-0.200,0.001,0.001,0.001,0.000,0.000,0.000,2.257,2.239,2.377,0.200,0.200,0.200,109.430,65.682,111.901,81.199
8.178,0.499,0.500,0.500,0.347,0.001,0.001,0.001,-0.200,-0.200,-0.200,0.001,0.001,0.001,0.000,0.000,0.000,2.260,2.241,2.379,0.200,0.200,0.200,109.431,65.682,111.901,81.199
8.188,0.499,0.500,0.500,0.347,0.001,0.001,0.001,-0.200,-0.200,-0.200,0.001,0.001,0.001,0.000,0.000,0.000,2.262,2.244,2.382,0.200,0.200,0.200,109.431,65.682,111.900,81.198
8.198,0.499,0.500,0.500,0.347,0.001,0.001,0.001,-0.200,-0.200,-0.200,0.001,0.001,0.001,0.000,0.000,0.000,2.265,2.246,2.385,0.200,0.200,0.200,109.432,65.682,111.900,81.198
8.208,0.499,0.500,0.500,0.347,0.001,0.001,0.001,-0.200,-0.200,-0.200,0.001,0.001,0.001,0.000,0.000,0.000,2.267,2.249,2.387,0.200,0.200,0.200,109.432,65.682,111.899,81.198
8.218,0.499,0.500,0.500,0.347,0.001,0.001,0.001,-0.200,-0.200,-0.200,0.001,0.001,0.001,0.000,0.000,0.000,2.270,2.251,2.390,0.200,0.200,0.200,109.432,65.682,111.899,81.198
8.228,0.499,0.500,0.500,0.347,0.001,0.001,0.001,-0.200,-0.200,-0.200,0.001,0.001,0.001,0.000,0.000,0.000,2.272,2.254,2.392,0.200,0.200,0.200,109.433,65.682,111.899,81.198
8.238,0.499,0.500,0.500,0.347,0.001,0.001,0.001,-0.200,-0.200,-0.200,0.001,0.001,0.001,0.000,0.000,0.000,2.275,2.256,2.395,0.200,0.200,0.200,109.433,65.682,111.898,81.198
8.248,0.499,0.500,0.500,0.347,0.001,0.001,0.001,-0.200,-0.200,-0.200,0.001,0.001,0.001,0.000,0.000,0.000,2.277,2.259,2.397,0.200,0.200,0.200,109.434,65.682,111.898,81.198
8.258,0.499,0.500,0.500,0.347,0.001,0.001,0.001,-0.200,-0.200,-0.200,0.001,0.001,0.001,0.000,0.000,0.000,2.280,2.261,2.400,0.200,0.200,0.200,109.434,65.682,111.897,81.197
8.268,0.499,0.500,0.500,0.347,0.001,0.001,0.001,-0.200,-0.200,-0.200,0.001,0.001,0.001,0.000,0.000,0.000,2.282,2.264,2.402,0.200,0.200,0.200,109.435,65.682,111.897,81.197
8.278,0.499,0.500,0.500,0.347,0.001,0.001,0.001,-0.200,-0.200,-0.200,0.001,0.001,0.001,0.000,0.000,0.000,2.285,2.266,2.405,0.200,0.200,0.200,109.435,65.682,111.896,81.197
8.288,0.499,0.500,0.500,0.347,0.001,0.001,0.001,-0.200,-0.200,-0.200,0.001,0.001,0.001,0.000,0.000,0.000,2.287,2.269,2.407,0.200,0.200,0.200,109.435,65.682,111.896,81.197
8.298,0.499,0.500,0.500,0.347,0.001,0.001,0.001,-0.200,-0.200,-0.200,0.001,0.001,0.001,0.000,0.000,0.000,2.290,2.271,2.410,0.200,0.200,0.200,109.436,65.681,111.895,81.197
8.308,0.499,0.500,0.500,0.347,0.001,0.001,0.001,-0.200,-0.200,-0.200,0.001,0.001,0.001,0.000,0.000,0.000,2.292,2.274,2.412,0.200,0.200,0.200,109.436,65.681,111.895,81.197
8.318,0.499,0.500,0.500,0.347,0.001,0.001,0.000,-0.200,-0.200,-0.200,0.001,0.001,0.000,0.000,0.000,0.000,2.295,2.276,2.415,0.200,0.200,0.200,109.437,65.681,111.894,81.197
8.328,0.499,0.500,0.500,0.347,0.001,0.001,0.000,-0.200,-0.200,-0.200,0.001,0.001,0.000,0.000,0.000,0.000,2.297,2.279,2.417,0.200,0.200,0.200,109.437,65.681,111.894,81.197
8.338,0.499,0.500,0.500,0.347,0.001,0.001,0.000,-0.200,-0.200,-0.200,0.001,0.001,0.000,0.000,0.000,0.000,2.300,2.281,2.420,0.200,0.200,0.200,109.437,65.681,111.894,81.197
8.348,0.499,0.500,0.500,0.347,0.001,0.001,0.000,-0.200,-0.200,-0.200,0.001,0.001,0.000,0.000,0.000,0.000,2.302,2.284,2.422,0.200,0.200,0.200,109.438,65.681,111.893,81.196
8.358,0.499,0.500,0.500,0.347,0.001,0.001,0.000,-0.200,-0.200,-0.200,0.001,0.001,0.000,0.000,0.000,0.000,2.305,2.286,2.425,0.200,0.200,0.200,109.438,65.681,111.893,81.196
