TIME, eR_1, eR_2, eR_3, Psi, eW_1, eW_2, eW_3, u_1, u_2, u_3, W_1, W_2, W_3, Wd_1, Wd_2, Wd_3, D_1, D_1, D_1, D_true_1, D_true_2, D_true_3, ang_con_1, ang_con_2, ang_con_3, ang_con_4
8.368,0.499,0.500,0.500,0.347,0.001,0.001,0.000,-0.200,-0.200,-0.200,0.001,0.001,0.000,0.000,0.000,0.000,2.307,2.289,2.427,0.200,0.200,0.200,109.438,65.681,111.892,81.196
8.378,0.499,0.500,0.500,0.347,0.001,0.001,0.000,-0.200,-0.200,-0.200,0.001,0.001,0.000,0.000,0.000,0.000,2.310,2.291,2.430,0.200,0.200,0.200,109.439,65.681,111.892,81.196
8.388,0.499,0.500,0.500,0.347,0.001,0.001,0.000,-0.200,-0.200,-0.200,0.001,0.001,0.000,0.000,0.000,0.000,2.312,2.294,2.432,0.200,0.200,0.200,109.439,65.681,111.892,81.196
8.398,0.499,0.500,0.500,0.347,0.001,0.001,0.000,-0.200,-0.200,-0.200,0.001,0.001,0.000,0.000,0.000,0.000,2.315,2.296,2.435,0.200,0.200,0.200,109.439,65.681,111.891,81.196
8.408,0.499,0.500,0.500,0.347,0.001,0.000,0.000,-0.200,-0.200,-0.200,0.001,0.000,0.000,0.000,0.000,0.000,2.317,2.299,2.437,0.200,0.200,0.200,109.440,65.681,111.891,81.196
8.418,0.499,0.500,0.500,0.347,0.001,0.000,0.000,-0.200,-0.200,-0.200,0.001,0.000,0.000,0.000,0.000,0.000,2.320,2.301,2.440,0.200,0.200,0.200,109.440,65.681,111.890,81.196
8.428,0.499,0.500,0.500,0.347,0.001,0.000,0.000,-0.200,-0.200,-0.200,0.001,0.000,0.000,0.000,0.000,0.000,2.322,2.304,2.442,0.200,0.200,0.200,109.440,65.681,111.890,81.196
8.438,0.500,0.500,0.500,0.347,0.001,0.000,0.000,-0.200,-0.200,-0.200,0.001,0.000,0.000,0.000,0.000,0.000,2.325,2.306,2.445,0.200,0.200,0.200,109.441,65.681,111.890,81.196
8.448,0.500,0.500,0.500,0.347,0.001,0.000,0.000,-0.200,-0.200,-0.200,0.001,0.000,0.000,0.000,0.000,0.000,2.327,2.309,2.447,0.200,0.200,0.200,109.441,65.681,111.889,81.196
8.458,0.500,0.500,0.500,0.347,0.001,0.000,0.000,-0.200,-0.200,-0.200,0.001,0.000,0.000,0.000,0.000,0.000,2.330,2.311,2.450,0.200,0.200,0.200,109.441,65.681,111.889,81.195
8.468,0.500,0.500,0.500,0.347,0.001,0.000,0.000,-0.200,-0.200,-0.200,0.001,0.000,0.000,0.000,0.000,0.000,2.332,2.314,2.452,0.200,0.200,0.200,109.442,65.681,111.889,81.195
8.478,0.500,0.500,0.500,0.347,0.001,0.000,0.000,-0.200,-0.200,-0.200,0.001,0.000,0.000,0.000,0.000,0.000,2.335,2.316,2.455,0.200,0.200,0.200,109.442,65.681,111.888,81.195
8.488,0.500,0.500,0.500,0.347,0.001,0.000,0.000,-0.200,-0.200,-0.200,0.001,0.000,0.000,0.000,0.000,0.000,2.337,2.319,2.457,0.200,0.200,0.200,109.442,65.681,111.888,81.195
8.498,0.500,0.500,0.500,0.347,0.001,0.000,0.000,-0.200,-0.200,-0.200,0.001,0.000,0.000,0.000,0.000,0.000,2.340,2.321,2.460,0.200,0.200,0.200,109.443,65.681,111.888,81.195
8.509,0.500,0.500,0.500,0.347,0.001,0.000,0.000,-0.200,-0.200,-0.200,0.001,0.000,0.000,0.000,0.000,0.000,2.342,2.324,2.462,0.200,0.200,0.200,109.443,65.681,111.887,81.195
8.519,0.500,0.500,0.500,0.347,0.001,0.000,0.000,-0.200,-0.200,-0.200,0.001,0.000,0.000,0.000,0.000,0.000,2.345,2.326,2.465,0.200,0.200,0.200,109.443,65.681,111.887,81.195
8.529,0.500,0.500,0.500,0.347,0.001,0.000,0.000,-0.200,-0.200,-0.200,0.001,0.000,0.000,0.000,0.000,0.000,2.347,2.329,2.467,0.200,0.200,0.200,109.444,65.681,111.887,81.195
8.539,0.500,0.500,0.500,0.347,0.001,0.000,0.000,-0.200,-0.200,-0.200,0.001,0.000,0.000,0.000,0.000,0.000,2.350,2.331,2.470,0.200,0.200,0.200,109.444,65.680,111.886,81.195
8.549,0.500,0.500,0.500,0.347,0.001,0.000,0.000,-0.200,-0.200,-0.200,0.001,0.000,0.000,0.000,0.000,0.000,2.352,2.334,2.472,0.200,0.200,0.200,109.444,65.680,111.886,81.195
8.559,0.500,0.500,0.500,0.347,0.001,0.000,0.000,-0.200,-0.200,-0.200,0.001,0.000,0.000,0.000,0.000,0.000,2.355,2.336,2.475,0.200,0.200,0.200,109.445,65.680,111.886,81.195
8.569,0.500,0.500,0.500,0.347,0.001,0.000,0.000,-0.200,-0.200,-0.200,0.001,0.000,0.000,0.000,0.000,0.000,2.357,2.339,2.477,0.200,0.200,0.200,109.445,65.680,111.885,81.195
8.579,0.500,0.500,0.500,0.347,0.001,0.000,0.000,-0.200,-0.200,-0.200,0.001,0.000,0.000,0.000,0.000,0.000,2.360,2.341,2.480,0.200,0.200,0.200,109.445,65.680,111.885,81.195
8.589,0.500,0.500,0.500,0.347,0.001,0.000,0.000,-0.200,-0.200,-0.200,0.001,0.000,0.000,0.000,0.000,0.000,2.362,2.344,2.482,0.200,0.200,0.200,109.445,65.680,111.885,81.194
8.599,0.500,0.500,0.500,0.347,0.001,0.000,0.000,-0.200,-0.200,-0.200,0.001,0.000,0.000,0.000,0.000,0.000,2.365,2.346,2.485,0.200,0.200,0.200,109.446,65.680,111.885,81.194
8.609,0.500,0.500,0.500,0.347,0.001,0.000,0.000,-0.200,-0.200,-0.200,0.001,0.000,0.000,0.000,0.000,0.000,2.367,2.349,2.487,0.200,0.200,0.200,109.446,65.680,111.884,81.194
8.619,0.500,0.500,0.500,0.347,0.001,0.000,0.000,-0.200,-0.200,-0.200,0.001,0.000,0.000,0.000,0.000,0.000,2.370,2.351,2.490,0.200,0.200,0.200,109.446,65.680,111.884,81.194
8.629,0.500,0.500,0.500,0.347,0.001,0.000,0.000,-0.200,-0.200,-0.200,0.001,0.000,0.000,0.000,0.000,0.000,2.372,2.354,2.492,0.200,0.200,0.200,109.446,65.680,111.884,81.194
8.639,0.500,0.500,0.500,0.347,0.001,0.000,0.000,-0.200,-0.200,-0.200,0.001,0.000,0.000,0.000,0.000,0.000,2.375,2.356,2.495,0.200,0.200,0.200,109.447,65.680,111.883,81.194
8.649,0.500,0.500,0.500,0.347,0.001,0.000,0.000,-0.200,-0.200,-0.200,0.001,0.000,0.000,0.000,0.000,0.000,2.377,2.359,2.497,0.200,0.200,0.200,109.447,65.680,111.883,81.194
8.659,0.500,0.500,0.500,0.347,0.001,0.000,0.000,-0.200,-0.200,-0.200,0.001,0.000,0.000,0.000,0.000,0.000,2.380,2.361,2.500,0.200,0.200,0.200,109.447,65.680,111.883,81.194
8.669,0.500,0.500,0.500,0.347,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.382,2.364,2.502,0.200,0.200,0.200,109.447,65.680,111.883,81.194
8.679,0.500,0.500,0.500,0.347,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.385,2.366,2.505,0.200,0.200,0.200,109.448,65.680,111.882,81.194
8.689,0.500,0.500,0.500,0.347,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.387,2.369,2.507,0.200,0.200,0.200,109.448,65.680,111.882,81.194
8.699,0.500,0.500,0.500,0.347,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.390,2.371,2.510,0.200,0.200,0.200,109.448,65.680,111.882,81.194
8.709,0.500,0.500,0.500,0.347,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.392,2.374,2.512,0.200,0.200,0.200,109.448,65.680,111.882,81.194
8.719,0.500,0.500,0.500,0.347,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.395,2.376,2.515,0.200,0.200,0.200,109.449,65.680,111.881,81.194
8.729,0.500,0.500,0.500,0.347,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.397,2.379,2.517,0.200,0.200,0.200,109.449,65.680,111.881,81.194
8.739,0.500,0.500,0.500,0.347,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.400,2.381,2.520,0.200,0.200,0.200,109.449,65.680,111.881,81.194
8.749,0.500,0.500,0.500,0.347,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.402,2.384,2.522,0.200,0.200,0.200,109.449,65.680,111.881,81.193
8.759,0.500,0.500,0.500,0.347,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.405,2.386,2.525,0.200,0.200,0.200,109.450,65.680,111.880,81.193
8.769,0.500,0.500,0.500,0.347,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.407,2.389,2.527,0.200,0.200,0.200,109.450,65.680,111.880,81.193
8.779,0.500,0.500,0.500,0.347,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.410,2.391,2.530,0.200,0.200,0.200,109.450,65.680,111.880,81.193
8.789,0.500,0.500,0.500,0.347,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.412,2.394,2.532,0.200,0.200,0.200,109.450,65.680,111.880,81.193
8.799,0.500,0.500,0.500,0.347,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.415,2.396,2.535,0.200,0.200,0.200,109.450,65.680,111.879,81.193
8.809,0.500,0.500,0.500,0.347,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.417,2.399,2.537,0.200,0.200,0.200,109.451,65.680,111.879,81.193
8.819,0.500,0.500,0.500,0.347,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.420,2.401,2.540,0.200,0.200,0.200,109.451,65.680,111.879,81.193
8.829,0.500,0.500,0.500,0.347,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.422,2.404,2.542,0.200,0.200,0.200,109.451,65.679,111.879,81.193
8.839,0.500,0.500,0.500,0.347,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.425,2.406,2.545,0.200,0.200,0.200,109.451,65.679,111.878,81.193
8.849,0.500,0.500,0.500,0.347,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.427,2.409,2.547,0.200,0.200,0.200,109.451,65.679,111.878,81.193
8.859,0.500,0.500,0.500,0.347,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.430,2.411,2.550,0.200,0.200,0.200,109.452,65.679,111.878,81.193
8.869,0.500,0.500,0.500,0.347,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.433,2.414,2.552,0.200,0.200,0.200,109.452,65.679,111.878,81.193
8.879,0.500,0.500,0.500,0.347,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.435,2.416,2.555,0.200,0.200,0.200,109.452,65.679,111.878,81.193
8.889,0.500,0.500,0.500,0.347,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.438,2.419,2.557,0.200,0.200,0.200,109.452,65.679,111.877,81.193
8.899,0.500,0.500,0.500,0.347,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.440,2.421,2.560,0.200,0.200,0.200,109.452,65.679,111.877,81.193
8.909,0.500,0.500,0.500,0.347,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.443,2.424,2.562,0.200,0.200,0.200,109.453,65.679,111.877,81.193
8.919,0.500,0.500,0.500,0.347,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.445,2.427,2.565,0.200,0.200,0.200,109.453,65.679,111.877,81.193
8.929,0.500,0.500,0.500,0.347,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.448,2.429,2.567,0.200,0.200,0.200,109.453,65.679,111.877,81.193
8.939,0.500,0.500,0.500,0.347,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.450,2.432,2.570,0.200,0.200,0.200,109.453,65.679,111.876,81.193
8.949,0.500,0.500,0.500,0.347,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.453,2.434,2.572,0.200,0.200,0.200,109.453,65.679,111.876,81.193
8.959,0.500,0.500,0.500,0.347,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.455,2.437,2.575,0.200,0.200,0.200,109.453,65.679,111.876,81.193
8.969,0.500,0.500,0.500,0.347,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.458,2.439,2.577,0.200,0.200,0.200,109.454,65.679,111.876,81.192
8.979,0.500,0.500,0.500,0.347,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.460,2.442,2.580,0.200,0.200,0.200,109.454,65.679,111.876,81.192
8.989,0.500,0.500,0.500,0.347,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.463,2.444,2.582,0.200,0.200,0.200,109.454,65.679,111.876,81.192
8.999,0.500,0.500,0.500,0.347,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.465,2.447,2.585,0.200,0.200,0.200,109.454,65.679,111.875,81.192
9.009,0.500,0.500,0.500,0.347,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.468,2.449,2.587,0.200,0.200,0.200,109.454,65.679,111.875,81.192
9.019,0.500,0.500,0.500,0.347,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.470,2.452,2.590,0.200,0.200,0.200,109.454,65.679,111.875,81.192
9.029,0.500,0.500,0.500,0.347,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.473,2.454,2.592,0.200,0.200,0.200,109.455,65.679,111.875,81.192
9.039,0.500,0.500,0.500,0.347,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.475,2.457,2.595,0.200,0.200,0.200,109.455,65.679,111.875,81.192
9.049,0.500,0.500,0.500,0.347,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.478,2.459,2.597,0.200,0.200,0.200,109.455,65.679,111.875,81.192
9.059,0.500,0.500,0.500,0.347,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.480,2.462,2.600,0.200,0.200,0.200,109.455,65.679,111.874,81.192
9.069,0.500,0.500,0.500,0.347,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.483,2.464,2.602,0.200,0.200,0.200,109.455,65.679,111.874,81.192
9.079,0.500,0.500,0.500,0.347,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.485,2.467,2.605,0.200,0.200,0.200,109.455,65.679,111.874,81.192
9.089,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.488,2.469,2.607,0.200,0.200,0.200,109.456,65.679,111.874,81.192
9.099,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.490,2.472,2.610,0.200,0.200,0.200,109.456,65.679,111.874,81.192
9.109,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.493,2.474,2.612,0.200,0.200,0.200,109.456,65.679,111.874,81.192
9.119,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.495,2.477,2.615,0.200,0.200,0.200,109.456,65.679,111.873,81.192
9.129,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.498,2.479,2.617,0.200,0.200,0.200,109.456,65.679,111.873,81.192
9.139,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.500,2.482,2.620,0.200,0.200,0.200,109.456,65.679,111.873,81.192
9.149,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.503,2.484,2.622,0.200,0.200,0.200,109.456,65.679,111.873,81.192
9.159,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.505,2.487,2.625,0.200,0.200,0.200,109.457,65.679,111.873,81.192
9.169,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.508,2.489,2.627,0.200,0.200,0.200,109.457,65.679,111.873,81.192
9.179,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.510,2.492,2.630,0.200,0.200,0.200,109.457,65.679,111.873,81.192
9.189,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.513,2.494,2.632,0.200,0.200,0.200,109.457,65.679,111.872,81.192
9.199,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.515,2.497,2.635,0.200,0.200,0.200,109.457,65.678,111.872,81.192
9.209,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.518,2.499,2.637,0.200,0.200,0.200,109.457,65.678,111.872,81.192
9.219,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.520,2.502,2.640,0.200,0.200,0.200,109.457,65.678,111.872,81.192
9.229,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.523,2.504,2.642,0.200,0.200,0.200,109.457,65.678,111.872,81.192
9.239,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.525,2.507,2.645,0.200,0.200,0.200,109.458,65.678,111.872,81.192
9.249,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.528,2.509,2.647,0.200,0.200,0.200,109.458,65.678,111.872,81.192
9.259,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.530,2.512,2.650,0.200,0.200,0.200,109.458,65.678,111.871,81.192
9.269,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.533,2.514,2.652,0.200,0.200,0.200,109.458,65.678,111.871,81.192
9.279,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.535,2.517,2.655,0.200,0.200,0.200,109.458,65.678,111.871,81.192
9.289,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.538,2.519,2.657,0.200,0.200,0.200,109.458,65.678,111.871,81.192
9.299,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.540,2.522,2.660,0.200,0.200,0.200,109.458,65.678,111.871,81.192
9.309,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.543,2.524,2.662,0.200,0.200,0.200,109.458,65.678,111.871,81.191
9.319,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.545,2.527,2.665,0.200,0.200,0.200,109.458,65.678,111.871,81.191
9.329,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.548,2.529,2.667,0.200,0.200,0.200,109.459,65.678,111.871,81.191
9.339,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.550,2.532,2.670,0.200,0.200,0.200,109.459,65.678,111.871,81.191
9.349,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.553,2.534,2.672,0.200,0.200,0.200,109.459,65.678,111.870,81.191
9.359,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.555,2.537,2.675,0.200,0.200,0.200,109.459,65.678,111.870,81.191
9.369,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.558,2.539,2.677,0.200,0.200,0.200,109.459,65.678,111.870,81.191
9.379,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.560,2.542,2.680,0.200,0.200,0.200,109.459,65.678,111.870,81.191
9.389,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.563,2.544,2.682,0.200,0.200,0.200,109.459,65.678,111.870,81.191
9.399,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.565,2.547,2.685,0.200,0.200,0.200,109.459,65.678,111.870,81.191
9.409,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.568,2.549,2.687,0.200,0.200,0.200,109.459,65.678,111.870,81.191
9.419,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.570,2.552,2.690,0.200,0.200,0.200,109.459,65.678,111.870,81.191
9.429,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.573,2.554,2.692,0.200,0.200,0.200,109.460,65.678,111.870,81.191
9.439,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.575,2.557,2.695,0.200,0.200,0.200,109.460,65.678,111.869,81.191
9.449,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.578,2.559,2.697,0.200,0.200,0.200,109.460,65.678,111.869,81.191
9.459,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.580,2.562,2.700,0.200,0.200,0.200,109.460,65.678,111.869,81.191
9.469,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.583,2.564,2.702,0.200,0.200,0.200,109.460,65.678,111.869,81.191
9.479,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.585,2.567,2.705,0.200,0.200,0.200,109.460,65.678,111.869,81.191
9.489,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.588,2.569,2.707,0.200,0.200,0.200,109.460,65.678,111.869,81.191
9.499,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.590,2.572,2.710,0.200,0.200,0.200,109.460,65.678,111.869,81.191
9.510,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.593,2.574,2.712,0.200,0.200,0.200,109.460,65.678,111.869,81.191
9.520,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.595,2.577,2.715,0.200,0.200,0.200,109.460,65.678,111.869,81.191
9.530,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.598,2.579,2.717,0.200,0.200,0.200,109.460,65.678,111.869,81.191
9.540,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.600,2.582,2.720,0.200,0.200,0.200,109.461,65.678,111.869,81.191
9.550,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.603,2.584,2.722,0.200,0.200,0.200,109.461,65.678,111.868,81.191
9.560,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.605,2.587,2.725,0.200,0.200,0.200,109.461,65.678,111.868,81.191
9.570,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.608,2.589,2.727,0.200,0.200,0.200,109.461,65.678,111.868,81.191
9.580,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.610,2.592,2.730,0.200,0.200,0.200,109.461,65.678,111.868,81.191
9.590,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.613,2.594,2.732,0.200,0.200,0.200,109.461,65.678,111.868,81.191
9.600,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.615,2.597,2.735,0.200,0.200,0.200,109.461,65.678,111.868,81.191
