TIME, eR_1, eR_2, eR_3, Psi, eW_1, eW_2, eW_3, u_1, u_2, u_3, W_1, W_2, W_3, Wd_1, Wd_2, Wd_3, D_1, D_2, D_3, D_true_1, D_true_2, D_true_3, ang_con_1, ang_con_2, ang_con_3, ang_con_4
3.283,-0.239,-0.331,-0.566,0.208,0.227,0.404,0.509,-0.201,-0.204,-0.208,0.227,0.404,0.509,0.000,0.000,0.000,0.231,0.216,0.284,0.200,0.200,0.200,55.705,76.075,178.306,110.606
3.293,-0.236,-0.327,-0.560,0.203,0.223,0.397,0.502,-0.201,-0.204,-0.208,0.223,0.397,0.502,0.000,0.000,0.000,0.230,0.217,0.284,0.200,0.200,0.200,55.884,76.040,178.481,110.397
3.303,-0.234,-0.323,-0.554,0.198,0.220,0.391,0.494,-0.201,-0.204,-0.208,0.220,0.391,0.494,0.000,0.000,0.000,0.230,0.217,0.284,0.200,0.200,0.200,56.062,76.005,178.578,110.191
3.313,-0.231,-0.319,-0.548,0.194,0.216,0.384,0.486,-0.201,-0.204,-0.208,0.216,0.384,0.486,0.000,0.000,0.000,0.230,0.217,0.283,0.200,0.200,0.200,56.239,75.971,178.584,109.989
3.323,-0.228,-0.315,-0.543,0.190,0.213,0.378,0.479,-0.201,-0.204,-0.208,0.213,0.378,0.479,0.000,0.000,0.000,0.230,0.218,0.283,0.200,0.200,0.200,56.416,75.937,178.503,109.790
3.333,-0.226,-0.311,-0.537,0.185,0.209,0.371,0.472,-0.201,-0.204,-0.207,0.209,0.371,0.472,0.000,0.000,0.000,0.230,0.218,0.283,0.200,0.200,0.200,56.591,75.902,178.352,109.595
3.343,-0.223,-0.308,-0.531,0.181,0.206,0.365,0.465,-0.201,-0.204,-0.207,0.206,0.365,0.465,0.000,0.000,0.000,0.230,0.218,0.282,0.200,0.200,0.200,56.766,75.868,178.149,109.403
3.353,-0.220,-0.304,-0.526,0.177,0.203,0.359,0.458,-0.201,-0.204,-0.207,0.203,0.359,0.458,0.000,0.000,0.000,0.230,0.219,0.282,0.200,0.200,0.200,56.940,75.834,177.914,109.214
3.363,-0.218,-0.300,-0.520,0.173,0.199,0.353,0.451,-0.201,-0.204,-0.207,0.199,0.353,0.451,0.000,0.000,0.000,0.230,0.219,0.282,0.200,0.200,0.200,57.113,75.800,177.657,109.029
3.373,-0.215,-0.297,-0.515,0.170,0.196,0.347,0.445,-0.201,-0.204,-0.207,0.196,0.347,0.445,0.000,0.000,0.000,0.230,0.219,0.281,0.200,0.200,0.200,57.284,75.765,177.387,108.846
3.383,-0.213,-0.293,-0.510,0.166,0.193,0.341,0.438,-0.201,-0.204,-0.207,0.193,0.341,0.438,0.000,0.000,0.000,0.230,0.219,0.281,0.200,0.200,0.200,57.455,75.731,177.110,108.667
3.393,-0.210,-0.290,-0.505,0.162,0.190,0.336,0.432,-0.201,-0.204,-0.207,0.190,0.336,0.432,0.000,0.000,0.000,0.230,0.220,0.281,0.200,0.200,0.200,57.625,75.697,176.828,108.492
3.403,-0.208,-0.286,-0.499,0.159,0.187,0.330,0.426,-0.201,-0.204,-0.206,0.187,0.330,0.426,0.000,0.000,0.000,0.230,0.220,0.280,0.200,0.200,0.200,57.794,75.663,176.545,108.319
3.413,-0.206,-0.283,-0.494,0.155,0.184,0.324,0.420,-0.201,-0.203,-0.206,0.184,0.324,0.420,0.000,0.000,0.000,0.229,0.220,0.280,0.200,0.200,0.200,57.962,75.629,176.261,108.149
3.423,-0.203,-0.279,-0.489,0.152,0.181,0.319,0.414,-0.201,-0.203,-0.206,0.181,0.319,0.414,0.000,0.000,0.000,0.229,0.220,0.279,0.200,0.200,0.200,58.129,75.594,175.977,107.983
3.433,-0.201,-0.276,-0.485,0.149,0.178,0.314,0.408,-0.201,-0.203,-0.206,0.178,0.314,0.408,0.000,0.000,0.000,0.229,0.221,0.279,0.200,0.200,0.200,58.295,75.560,175.696,107.819
3.443,-0.199,-0.272,-0.480,0.146,0.176,0.308,0.402,-0.201,-0.203,-0.206,0.176,0.308,0.402,0.000,0.000,0.000,0.229,0.221,0.279,0.200,0.200,0.200,58.460,75.526,175.416,107.658
3.453,-0.197,-0.269,-0.475,0.143,0.173,0.303,0.397,-0.201,-0.203,-0.206,0.173,0.303,0.397,0.000,0.000,0.000,0.229,0.221,0.278,0.200,0.200,0.200,58.624,75.491,175.139,107.500
3.463,-0.194,-0.266,-0.470,0.140,0.170,0.298,0.391,-0.201,-0.203,-0.206,0.170,0.298,0.391,0.000,0.000,0.000,0.229,0.221,0.278,0.200,0.200,0.200,58.786,75.457,174.864,107.345
3.473,-0.192,-0.263,-0.466,0.137,0.168,0.293,0.386,-0.201,-0.203,-0.205,0.168,0.293,0.386,0.000,0.000,0.000,0.229,0.221,0.277,0.200,0.200,0.200,58.948,75.422,174.592,107.193
3.483,-0.190,-0.260,-0.461,0.134,0.165,0.288,0.381,-0.201,-0.203,-0.205,0.165,0.288,0.381,0.000,0.000,0.000,0.229,0.221,0.277,0.200,0.200,0.200,59.108,75.387,174.324,107.044
3.493,-0.188,-0.256,-0.457,0.131,0.163,0.283,0.376,-0.201,-0.203,-0.205,0.163,0.283,0.376,0.000,0.000,0.000,0.228,0.221,0.277,0.200,0.200,0.200,59.268,75.353,174.058,106.897
3.504,-0.186,-0.253,-0.452,0.128,0.160,0.278,0.371,-0.201,-0.203,-0.205,0.160,0.278,0.371,0.000,0.000,0.000,0.228,0.222,0.276,0.200,0.200,0.200,59.426,75.318,173.795,106.752
3.514,-0.184,-0.250,-0.448,0.126,0.158,0.274,0.366,-0.201,-0.203,-0.205,0.158,0.274,0.366,0.000,0.000,0.000,0.228,0.222,0.276,0.200,0.200,0.200,59.583,75.283,173.536,106.611
3.524,-0.182,-0.247,-0.444,0.123,0.155,0.269,0.361,-0.201,-0.203,-0.205,0.155,0.269,0.361,0.000,0.000,0.000,0.228,0.222,0.275,0.200,0.200,0.200,59.739,75.248,173.280,106.472
3.534,-0.180,-0.244,-0.439,0.121,0.153,0.264,0.357,-0.201,-0.203,-0.205,0.153,0.264,0.357,0.000,0.000,0.000,0.228,0.222,0.275,0.200,0.200,0.200,59.894,75.213,173.027,106.335
3.544,-0.178,-0.241,-0.435,0.118,0.151,0.260,0.352,-0.201,-0.203,-0.205,0.151,0.260,0.352,0.000,0.000,0.000,0.228,0.222,0.275,0.200,0.200,0.200,60.048,75.178,172.778,106.201
3.554,-0.176,-0.238,-0.431,0.116,0.149,0.256,0.348,-0.201,-0.203,-0.205,0.149,0.256,0.348,0.000,0.000,0.000,0.228,0.222,0.274,0.200,0.200,0.200,60.201,75.143,172.531,106.069
3.564,-0.174,-0.236,-0.427,0.113,0.146,0.251,0.343,-0.201,-0.203,-0.205,0.146,0.251,0.343,0.000,0.000,0.000,0.228,0.222,0.274,0.200,0.200,0.200,60.353,75.108,172.288,105.940
3.574,-0.172,-0.233,-0.423,0.111,0.144,0.247,0.339,-0.201,-0.203,-0.204,0.144,0.247,0.339,0.000,0.000,0.000,0.227,0.222,0.273,0.200,0.200,0.200,60.503,75.072,172.048,105.813
3.584,-0.170,-0.230,-0.419,0.109,0.142,0.243,0.335,-0.201,-0.203,-0.204,0.142,0.243,0.335,0.000,0.000,0.000,0.227,0.222,0.273,0.200,0.200,0.200,60.653,75.037,171.811,105.688
3.594,-0.169,-0.227,-0.415,0.107,0.140,0.239,0.330,-0.201,-0.202,-0.204,0.140,0.239,0.330,0.000,0.000,0.000,0.227,0.222,0.273,0.200,0.200,0.200,60.801,75.002,171.577,105.565
3.604,-0.167,-0.225,-0.411,0.105,0.138,0.235,0.326,-0.201,-0.202,-0.204,0.138,0.235,0.326,0.000,0.000,0.000,0.227,0.222,0.272,0.200,0.200,0.200,60.948,74.966,171.347,105.445
3.614,-0.165,-0.222,-0.407,0.102,0.136,0.231,0.322,-0.201,-0.202,-0.204,0.136,0.231,0.322,0.000,0.000,0.000,0.227,0.223,0.272,0.200,0.200,0.200,61.094,74.931,171.119,105.327
3.624,-0.163,-0.219,-0.403,0.100,0.134,0.227,0.318,-0.201,-0.202,-0.204,0.134,0.227,0.318,0.000,0.000,0.000,0.227,0.223,0.271,0.200,0.200,0.200,61.239,74.895,170.894,105.211
3.634,-0.162,-0.217,-0.400,0.098,0.132,0.224,0.315,-0.201,-0.202,-0.204,0.132,0.224,0.315,0.000,0.000,0.000,0.227,0.223,0.271,0.200,0.200,0.200,61.383,74.860,170.672,105.096
3.644,-0.160,-0.214,-0.396,0.096,0.130,0.220,0.311,-0.201,-0.202,-0.204,0.130,0.220,0.311,0.000,0.000,0.000,0.226,0.223,0.270,0.200,0.200,0.200,61.526,74.824,170.453,104.984
3.654,-0.158,-0.212,-0.392,0.095,0.129,0.216,0.307,-0.201,-0.202,-0.204,0.129,0.216,0.307,0.000,0.000,0.000,0.226,0.223,0.270,0.200,0.200,0.200,61.667,74.788,170.237,104.874
3.664,-0.157,-0.209,-0.389,0.093,0.127,0.213,0.303,-0.201,-0.202,-0.204,0.127,0.213,0.303,0.000,0.000,0.000,0.226,0.223,0.270,0.200,0.200,0.200,61.808,74.753,170.024,104.766
3.674,-0.155,-0.207,-0.385,0.091,0.125,0.209,0.300,-0.201,-0.202,-0.204,0.125,0.209,0.300,0.000,0.000,0.000,0.226,0.223,0.269,0.200,0.200,0.200,61.947,74.717,169.813,104.660
3.684,-0.153,-0.204,-0.382,0.089,0.123,0.206,0.296,-0.201,-0.202,-0.204,0.123,0.206,0.296,0.000,0.000,0.000,0.226,0.223,0.269,0.200,0.200,0.200,62.086,74.681,169.606,104.556
3.694,-0.152,-0.202,-0.378,0.087,0.122,0.203,0.293,-0.201,-0.202,-0.204,0.122,0.203,0.293,0.000,0.000,0.000,0.226,0.223,0.268,0.200,0.200,0.200,62.223,74.646,169.400,104.453
3.704,-0.150,-0.200,-0.375,0.086,0.120,0.199,0.289,-0.201,-0.202,-0.204,0.120,0.199,0.289,0.000,0.000,0.000,0.226,0.223,0.268,0.200,0.200,0.200,62.359,74.610,169.198,104.352
3.714,-0.149,-0.197,-0.372,0.084,0.118,0.196,0.286,-0.201,-0.202,-0.203,0.118,0.196,0.286,0.000,0.000,0.000,0.225,0.223,0.267,0.200,0.200,0.200,62.494,74.574,168.998,104.253
3.724,-0.147,-0.195,-0.368,0.083,0.117,0.193,0.283,-0.201,-0.202,-0.203,0.117,0.193,0.283,0.000,0.000,0.000,0.225,0.223,0.267,0.200,0.200,0.200,62.628,74.538,168.800,104.156
3.734,-0.146,-0.193,-0.365,0.081,0.115,0.190,0.280,-0.201,-0.202,-0.203,0.115,0.190,0.280,0.000,0.000,0.000,0.225,0.223,0.267,0.200,0.200,0.200,62.761,74.503,168.606,104.060
3.744,-0.144,-0.191,-0.362,0.079,0.114,0.187,0.277,-0.201,-0.202,-0.203,0.114,0.187,0.277,0.000,0.000,0.000,0.225,0.223,0.266,0.200,0.200,0.200,62.893,74.467,168.413,103.967
3.754,-0.143,-0.189,-0.358,0.078,0.112,0.184,0.273,-0.201,-0.202,-0.203,0.112,0.184,0.273,0.000,0.000,0.000,0.225,0.223,0.266,0.200,0.200,0.200,63.024,74.431,168.223,103.874
3.764,-0.141,-0.186,-0.355,0.076,0.111,0.181,0.270,-0.201,-0.202,-0.203,0.111,0.181,0.270,0.000,0.000,0.000,0.225,0.223,0.265,0.200,0.200,0.200,63.154,74.395,168.035,103.784
3.774,-0.140,-0.184,-0.352,0.075,0.109,0.178,0.267,-0.201,-0.202,-0.203,0.109,0.178,0.267,0.000,0.000,0.000,0.224,0.223,0.265,0.200,0.200,0.200,63.283,74.360,167.850,103.694
3.784,-0.138,-0.182,-0.349,0.074,0.108,0.175,0.264,-0.201,-0.202,-0.203,0.108,0.175,0.264,0.000,0.000,0.000,0.224,0.223,0.264,0.200,0.200,0.200,63.411,74.324,167.667,103.607
3.794,-0.137,-0.180,-0.346,0.072,0.106,0.173,0.261,-0.201,-0.202,-0.203,0.106,0.173,0.261,0.000,0.000,0.000,0.224,0.223,0.264,0.200,0.200,0.200,63.537,74.288,167.486,103.521
3.804,-0.136,-0.178,-0.343,0.071,0.105,0.170,0.259,-0.201,-0.202,-0.203,0.105,0.170,0.259,0.000,0.000,0.000,0.224,0.222,0.264,0.200,0.200,0.200,63.663,74.253,167.308,103.436
3.814,-0.134,-0.176,-0.340,0.070,0.104,0.167,0.256,-0.201,-0.202,-0.203,0.104,0.167,0.256,0.000,0.000,0.000,0.224,0.222,0.263,0.200,0.200,0.200,63.788,74.217,167.131,103.353
3.824,-0.133,-0.174,-0.337,0.068,0.102,0.165,0.253,-0.201,-0.202,-0.203,0.102,0.165,0.253,0.000,0.000,0.000,0.224,0.222,0.263,0.200,0.200,0.200,63.912,74.182,166.957,103.271
3.834,-0.132,-0.172,-0.334,0.067,0.101,0.162,0.250,-0.201,-0.202,-0.203,0.101,0.162,0.250,0.000,0.000,0.000,0.224,0.222,0.262,0.200,0.200,0.200,64.034,74.146,166.785,103.191
3.844,-0.130,-0.170,-0.331,0.066,0.100,0.160,0.248,-0.201,-0.202,-0.203,0.100,0.160,0.248,0.000,0.000,0.000,0.223,0.222,0.262,0.200,0.200,0.200,64.156,74.111,166.615,103.112
3.854,-0.129,-0.169,-0.328,0.065,0.098,0.157,0.245,-0.201,-0.201,-0.203,0.098,0.157,0.245,0.000,0.000,0.000,0.223,0.222,0.261,0.200,0.200,0.200,64.277,74.075,166.447,103.034
3.864,-0.128,-0.167,-0.325,0.063,0.097,0.155,0.242,-0.201,-0.201,-0.203,0.097,0.155,0.242,0.000,0.000,0.000,0.223,0.222,0.261,0.200,0.200,0.200,64.397,74.040,166.281,102.957
3.874,-0.127,-0.165,-0.322,0.062,0.096,0.153,0.240,-0.200,-0.201,-0.203,0.096,0.153,0.240,0.000,0.000,0.000,0.223,0.222,0.261,0.200,0.200,0.200,64.515,74.004,166.117,102.882
3.884,-0.125,-0.163,-0.320,0.061,0.095,0.150,0.237,-0.200,-0.201,-0.203,0.095,0.150,0.237,0.000,0.000,0.000,0.223,0.222,0.260,0.200,0.200,0.200,64.633,73.969,165.955,102.808
3.894,-0.124,-0.161,-0.317,0.060,0.094,0.148,0.235,-0.200,-0.201,-0.203,0.094,0.148,0.235,0.000,0.000,0.000,0.223,0.222,0.260,0.200,0.200,0.200,64.750,73.934,165.795,102.736
3.904,-0.123,-0.160,-0.314,0.059,0.092,0.146,0.232,-0.200,-0.201,-0.203,0.092,0.146,0.232,0.000,0.000,0.000,0.222,0.222,0.259,0.200,0.200,0.200,64.866,73.899,165.637,102.664
3.914,-0.122,-0.158,-0.311,0.058,0.091,0.144,0.230,-0.200,-0.201,-0.203,0.091,0.144,0.230,0.000,0.000,0.000,0.222,0.222,0.259,0.200,0.200,0.200,64.981,73.864,165.480,102.594
3.924,-0.121,-0.156,-0.309,0.057,0.090,0.141,0.228,-0.200,-0.201,-0.202,0.090,0.141,0.228,0.000,0.000,0.000,0.222,0.222,0.259,0.200,0.200,0.200,65.095,73.829,165.326,102.525
3.934,-0.119,-0.155,-0.306,0.056,0.089,0.139,0.225,-0.200,-0.201,-0.202,0.089,0.139,0.225,0.000,0.000,0.000,0.222,0.222,0.258,0.200,0.200,0.200,65.208,73.794,165.173,102.457
3.944,-0.118,-0.153,-0.304,0.055,0.088,0.137,0.223,-0.200,-0.201,-0.202,0.088,0.137,0.223,0.000,0.000,0.000,0.222,0.222,0.258,0.200,0.200,0.200,65.321,73.759,165.022,102.390
3.954,-0.117,-0.151,-0.301,0.054,0.087,0.135,0.221,-0.200,-0.201,-0.202,0.087,0.135,0.221,0.000,0.000,0.000,0.222,0.222,0.257,0.200,0.200,0.200,65.432,73.724,164.872,102.324
3.964,-0.116,-0.150,-0.298,0.053,0.086,0.133,0.219,-0.200,-0.201,-0.202,0.086,0.133,0.219,0.000,0.000,0.000,0.222,0.221,0.257,0.200,0.200,0.200,65.542,73.689,164.725,102.259
3.974,-0.115,-0.148,-0.296,0.052,0.085,0.131,0.216,-0.200,-0.201,-0.202,0.085,0.131,0.216,0.000,0.000,0.000,0.221,0.221,0.257,0.200,0.200,0.200,65.652,73.655,164.579,102.195
3.984,-0.114,-0.146,-0.293,0.051,0.084,0.130,0.214,-0.200,-0.201,-0.202,0.084,0.130,0.214,0.000,0.000,0.000,0.221,0.221,0.256,0.200,0.200,0.200,65.761,73.620,164.435,102.133
3.994,-0.113,-0.145,-0.291,0.050,0.083,0.128,0.212,-0.200,-0.201,-0.202,0.083,0.128,0.212,0.000,0.000,0.000,0.221,0.221,0.256,0.200,0.200,0.200,65.868,73.586,164.292,102.071
4.004,-0.112,-0.143,-0.288,0.049,0.082,0.126,0.210,-0.200,-0.201,-0.202,0.082,0.126,0.210,0.000,0.000,0.000,0.221,0.221,0.255,0.200,0.200,0.200,65.975,73.552,164.151,102.010
4.014,-0.111,-0.142,-0.286,0.048,0.081,0.124,0.208,-0.200,-0.201,-0.202,0.081,0.124,0.208,0.000,0.000,0.000,0.221,0.221,0.255,0.200,0.200,0.200,66.081,73.517,164.011,101.950
4.024,-0.110,-0.140,-0.284,0.047,0.080,0.122,0.206,-0.200,-0.201,-0.202,0.080,0.122,0.206,0.000,0.000,0.000,0.221,0.221,0.255,0.200,0.200,0.200,66.187,73.483,163.873,101.892
4.034,-0.109,-0.139,-0.281,0.047,0.079,0.121,0.204,-0.200,-0.201,-0.202,0.079,0.121,0.204,0.000,0.000,0.000,0.220,0.221,0.254,0.200,0.200,0.200,66.291,73.449,163.737,101.834
4.044,-0.108,-0.138,-0.279,0.046,0.078,0.119,0.202,-0.200,-0.201,-0.202,0.078,0.119,0.202,0.000,0.000,0.000,0.220,0.221,0.254,0.200,0.200,0.200,66.394,73.415,163.602,101.777
4.054,-0.107,-0.136,-0.276,0.045,0.077,0.117,0.200,-0.200,-0.201,-0.202,0.077,0.117,0.200,0.000,0.000,0.000,0.220,0.221,0.253,0.200,0.200,0.200,66.497,73.382,163.469,101.720
4.064,-0.106,-0.135,-0.274,0.044,0.077,0.116,0.198,-0.200,-0.201,-0.202,0.077,0.116,0.198,0.000,0.000,0.000,0.220,0.221,0.253,0.200,0.200,0.200,66.599,73.348,163.337,101.665
4.074,-0.105,-0.133,-0.272,0.043,0.076,0.114,0.196,-0.200,-0.201,-0.202,0.076,0.114,0.196,0.000,0.000,0.000,0.220,0.220,0.253,0.200,0.200,0.200,66.700,73.314,163.206,101.611
4.084,-0.104,-0.132,-0.270,0.043,0.075,0.112,0.194,-0.200,-0.201,-0.202,0.075,0.112,0.194,0.000,0.000,0.000,0.220,0.220,0.252,0.200,0.200,0.200,66.800,73.281,163.077,101.557
4.094,-0.103,-0.131,-0.267,0.042,0.074,0.111,0.192,-0.200,-0.201,-0.202,0.074,0.111,0.192,0.000,0.000,0.000,0.220,0.220,0.252,0.200,0.200,0.200,66.899,73.248,162.949,101.504
4.104,-0.102,-0.129,-0.265,0.041,0.073,0.109,0.190,-0.200,-0.201,-0.202,0.073,0.109,0.190,0.000,0.000,0.000,0.219,0.220,0.252,0.200,0.200,0.200,66.998,73.215,162.823,101.453
4.114,-0.101,-0.128,-0.263,0.040,0.072,0.108,0.189,-0.200,-0.201,-0.202,0.072,0.108,0.189,0.000,0.000,0.000,0.219,0.220,0.251,0.200,0.200,0.200,67.096,73.181,162.698,101.401
4.124,-0.100,-0.127,-0.261,0.040,0.072,0.106,0.187,-0.200,-0.201,-0.202,0.072,0.106,0.187,0.000,0.000,0.000,0.219,0.220,0.251,0.200,0.200,0.200,67.193,73.148,162.574,101.351
4.134,-0.099,-0.125,-0.258,0.039,0.071,0.105,0.185,-0.200,-0.201,-0.202,0.071,0.105,0.185,0.000,0.000,0.000,0.219,0.220,0.250,0.200,0.200,0.200,67.289,73.116,162.452,101.301
4.144,-0.098,-0.124,-0.256,0.038,0.070,0.104,0.183,-0.200,-0.201,-0.202,0.070,0.104,0.183,0.000,0.000,0.000,0.219,0.220,0.250,0.200,0.200,0.200,67.384,73.083,162.330,101.252
4.154,-0.097,-0.123,-0.254,0.038,0.069,0.102,0.182,-0.200,-0.201,-0.202,0.069,0.102,0.182,0.000,0.000,0.000,0.219,0.220,0.250,0.200,0.200,0.200,67.479,73.050,162.211,101.204
4.164,-0.096,-0.122,-0.252,0.037,0.069,0.101,0.180,-0.200,-0.201,-0.202,0.069,0.101,0.180,0.000,0.000,0.000,0.219,0.220,0.249,0.200,0.200,0.200,67.573,73.018,162.092,101.157
4.174,-0.095,-0.120,-0.250,0.036,0.068,0.100,0.178,-0.200,-0.201,-0.202,0.068,0.100,0.178,0.000,0.000,0.000,0.218,0.219,0.249,0.200,0.200,0.200,67.666,72.986,161.975,101.110
4.184,-0.095,-0.119,-0.248,0.036,0.067,0.098,0.177,-0.200,-0.201,-0.202,0.067,0.098,0.177,0.000,0.000,0.000,0.218,0.219,0.249,0.200,0.200,0.200,67.758,72.954,161.859,101.064
4.194,-0.094,-0.118,-0.246,0.035,0.066,0.097,0.175,-0.200,-0.201,-0.202,0.066,0.097,0.175,0.000,0.000,0.000,0.218,0.219,0.248,0.200,0.200,0.200,67.850,72.922,161.744,101.019
4.204,-0.093,-0.117,-0.244,0.035,0.066,0.096,0.173,-0.200,-0.201,-0.202,0.066,0.096,0.173,0.000,0.000,0.000,0.218,0.219,0.248,0.200,0.200,0.200,67.941,72.890,161.630,100.974
4.214,-0.092,-0.116,-0.242,0.034,0.065,0.094,0.172,-0.200,-0.201,-0.202,0.065,0.094,0.172,0.000,0.000,0.000,0.218,0.219,0.248,0.200,0.200,0.200,68.031,72.858,161.517,100.930
4.224,-0.091,-0.115,-0.240,0.033,0.064,0.093,0.170,-0.200,-0.201,-0.202,0.064,0.093,0.170,0.000,0.000,0.000,0.218,0.219,0.247,0.200,0.200,0.200,68.121,72.826,161.406,100.887
4.234,-0.090,-0.114,-0.238,0.033,0.064,0.092,0.169,-0.200,-0.201,-0.202,0.064,0.092,0.169,0.000,0.000,0.000,0.218,0.219,0.247,0.200,0.200,0.200,68.209,72.795,161.295,100.844
4.244,-0.090,-0.112,-0.236,0.032,0.063,0.091,0.167,-0.200,-0.201,-0.202,0.063,0.091,0.167,0.000,0.000,0.000,0.218,0.219,0.247,0.200,0.200,0.200,68.297,72.764,161.186,100.802
4.254,-0.089,-0.111,-0.234,0.032,0.062,0.090,0.166,-0.200,-0.201,-0.202,0.062,0.090,0.166,0.000,0.000,0.000,0.217,0.219,0.246,0.200,0.200,0.200,68.385,72.732,161.078,100.760
4.264,-0.088,-0.110,-0.232,0.031,0.062,0.089,0.164,-0.200,-0.201,-0.202,0.062,0.089,0.164,0.000,0.000,0.000,0.217,0.219,0.246,0.200,0.200,0.200,68.471,72.701,160.971,100.719
4.274,-0.087,-0.109,-0.230,0.031,0.061,0.087,0.163,-0.200,-0.201,-0.202,0.061,0.087,0.163,0.000,0.000,0.000,0.217,0.218,0.246,0.200,0.200,0.200,68.557,72.670,160.865,100.679
4.284,-0.086,-0.108,-0.228,0.030,0.060,0.086,0.161,-0.200,-0.201,-0.202,0.060,0.086,0.161,0.000,0.000,0.000,0.217,0.218,0.245,0.200,0.200,0.200,68.642,72.640,160.760,100.639
4.294,-0.086,-0.107,-0.226,0.030,0.060,0.085,0.160,-0.200,-0.201,-0.202,0.060,0.085,0.160,0.000,0.000,0.000,0.217,0.218,0.245,0.200,0.200,0.200,68.727,72.609,160.656,100.600
4.304,-0.085,-0.106,-0.225,0.029,0.059,0.084,0.158,-0.200,-0.201,-0.201,0.059,0.084,0.158,0.000,0.000,0.000,0.217,0.218,0.244,0.200,0.200,0.200,68.811,72.579,160.554,100.561
4.314,-0.084,-0.105,-0.223,0.029,0.059,0.083,0.157,-0.200,-0.201,-0.201,0.059,0.083,0.157,0.000,0.000,0.000,0.217,0.218,0.244,0.200,0.200,0.200,68.894,72.548,160.452,100.523
4.324,-0.083,-0.104,-0.221,0.028,0.058,0.082,0.155,-0.200,-0.201,-0.201,0.058,0.082,0.155,0.000,0.000,0.000,0.217,0.218,0.244,0.200,0.200,0.200,68.977,72.518,160.351,100.485
4.334,-0.083,-0.103,-0.219,0.028,0.057,0.081,0.154,-0.200,-0.201,-0.201,0.057,0.081,0.154,0.000,0.000,0.000,0.216,0.218,0.244,0.200,0.200,0.200,69.059,72.488,160.251,100.448
4.344,-0.082,-0.102,-0.217,0.027,0.057,0.080,0.153,-0.200,-0.201,-0.201,0.057,0.080,0.153,0.000,0.000,0.000,0.216,0.218,0.243,0.200,0.200,0.200,69.140,72.458,160.152,100.411
4.354,-0.081,-0.101,-0.216,0.027,0.056,0.079,0.151,-0.200,-0.201,-0.201,0.056,0.079,0.151,0.000,0.000,0.000,0.216,0.218,0.243,0.200,0.200,0.200,69.220,72.429,160.054,100.375
4.364,-0.080,-0.100,-0.214,0.026,0.056,0.078,0.150,-0.200,-0.201,-0.201,0.056,0.078,0.150,0.000,0.000,0.000,0.216,0.217,0.243,0.200,0.200,0.200,69.300,72.399,159.958,100.339
4.374,-0.080,-0.099,-0.212,0.026,0.055,0.077,0.149,-0.200,-0.201,-0.201,0.055,0.077,0.149,0.000,0.000,0.000,0.216,0.217,0.242,0.200,0.200,0.200,69.380,72.370,159.862,100.304
4.384,-0.079,-0.098,-0.210,0.025,0.055,0.076,0.147,-0.200,-0.201,-0.201,0.055,0.076,0.147,0.000,0.000,0.000,0.216,0.217,0.242,0.200,0.200,0.200,69.458,72.341,159.767,100.270
4.394,-0.078,-0.097,-0.209,0.025,0.054,0.075,0.146,-0.200,-0.201,-0.201,0.054,0.075,0.146,0.000,0.000,0.000,0.216,0.217,0.242,0.200,0.200,0.200,69.536,72.312,159.672,100.235
4.404,-0.078,-0.096,-0.207,0.025,0.054,0.075,0.145,-0.200,-0.201,-0.201,0.054,0.075,0.145,0.000,0.000,0.000,0.216,0.217,0.241,0.200,0.200,0.200,69.614,72.283,159.579,100.202
4.414,-0.077,-0.095,-0.205,0.024,0.053,0.074,0.143,-0.200,-0.201,-0.201,0.053,0.074,0.143,0.000,0.000,0.000,0.215,0.217,0.241,0.200,0.200,0.200,69.691,72.254,159.487,100.168
4.424,-0.076,-0.095,-0.204,0.024,0.052,0.073,0.142,-0.200,-0.201,-0.201,0.052,0.073,0.142,0.000,0.000,0.000,0.215,0.217,0.241,0.200,0.200,0.200,69.767,72.225,159.395,100.135
4.434,-0.076,-0.094,-0.202,0.023,0.052,0.072,0.141,-0.200,-0.201,-0.201,0.052,0.072,0.141,0.000,0.000,0.000,0.215,0.217,0.240,0.200,0.200,0.200,69.842,72.197,159.305,100.103
4.444,-0.075,-0.093,-0.200,0.023,0.051,0.071,0.140,-0.200,-0.201,-0.201,0.051,0.071,0.140,0.000,0.000,0.000,0.215,0.217,0.240,0.200,0.200,0.200,69.917,72.169,159.215,100.071
4.454,-0.074,-0.092,-0.199,0.023,0.051,0.070,0.139,-0.200,-0.200,-0.201,0.051,0.070,0.139,0.000,0.000,0.000,0.215,0.216,0.240,0.200,0.200,0.200,69.992,72.140,159.126,100.040
4.464,-0.074,-0.091,-0.197,0.022,0.050,0.069,0.137,-0.200,-0.200,-0.201,0.050,0.069,0.137,0.000,0.000,0.000,0.215,0.216,0.239,0.200,0.200,0.200,70.066,72.113,159.038,100.008
4.474,-0.073,-0.090,-0.196,0.022,0.050,0.069,0.136,-0.200,-0.200,-0.201,0.050,0.069,0.136,0.000,0.000,0.000,0.215,0.216,0.239,0.200,0.200,0.200,70.139,72.085,158.951,99.978
4.484,-0.072,-0.089,-0.194,0.022,0.049,0.068,0.135,-0.200,-0.200,-0.201,0.049,0.068,0.135,0.000,0.000,0.000,0.215,0.216,0.239,0.200,0.200,0.200,70.212,72.057,158.864,99.947
