NORMALIZED_TIME, INERTIAL_X, INERTIAL_Y, INERTIAL_Z, ASTEROID_X, ASTEROID_Y, ASTEROID_Z, RADIUS
 0.000, 1.500, 0.000,-0.000, 1.500,-0.001,-0.000, 1.500
 0.000, 1.500, 0.000,-0.000, 1.500,-0.001,-0.000, 1.500
 0.000, 1.500,-0.000,-0.000, 1.500,-0.002,-0.000, 1.500
 0.000, 1.501,-0.000,-0.000, 1.501,-0.003,-0.000, 1.501
 0.000, 1.501,-0.001,-0.000, 1.501,-0.004,-0.000, 1.501
 0.000, 1.501,-0.002,-0.000, 1.501,-0.006,-0.000, 1.501
 0.000, 1.502,-0.003,-0.000, 1.502,-0.007,-0.000, 1.502
 0.000, 1.502,-0.004, 0.000, 1.502,-0.009, 0.000, 1.502
 0.001, 1.503,-0.005, 0.000, 1.503,-0.011, 0.000, 1.503
 0.001, 1.504,-0.006, 0.000, 1.504,-0.013, 0.000, 1.504
 0.001, 1.504,-0.008, 0.000, 1.504,-0.015, 0.000, 1.504
 0.001, 1.505,-0.010, 0.000, 1.505,-0.017, 0.000, 1.505
 0.001, 1.506,-0.012, 0.000, 1.506,-0.020, 0.000, 1.506
 0.001, 1.507,-0.014, 0.000, 1.506,-0.023, 0.000, 1.507
 0.001, 1.507,-0.016, 0.000, 1.507,-0.025, 0.000, 1.507
 0.001, 1.508,-0.018, 0.001, 1.508,-0.028, 0.001, 1.508
 0.001, 1.509,-0.020, 0.001, 1.509,-0.031, 0.001, 1.509
 0.001, 1.510,-0.023, 0.001, 1.510,-0.035, 0.001, 1.510
 0.001, 1.511,-0.025, 0.001, 1.511,-0.038, 0.001, 1.511
 0.001, 1.512,-0.028, 0.001, 1.512,-0.041, 0.001, 1.512
 0.001, 1.513,-0.031, 0.001, 1.513,-0.045, 0.001, 1.513
 0.001, 1.514,-0.034, 0.001, 1.514,-0.048, 0.001, 1.515
 0.001, 1.515,-0.037, 0.001, 1.515,-0.052, 0.001, 1.516
 0.002, 1.516,-0.040, 0.001, 1.516,-0.055, 0.001, 1.517
 0.002, 1.517,-0.043, 0.001, 1.517,-0.059, 0.001, 1.518
 0.002, 1.519,-0.046, 0.002, 1.518,-0.063, 0.002, 1.519
 0.002, 1.520,-0.049, 0.002, 1.519,-0.066, 0.002, 1.521
 0.002, 1.521,-0.052, 0.002, 1.520,-0.070, 0.002, 1.522
 0.002, 1.522,-0.055, 0.002, 1.521,-0.074, 0.002, 1.523
 0.002, 1.523,-0.059, 0.002, 1.522,-0.078, 0.002, 1.524
 0.002, 1.524,-0.062, 0.002, 1.524,-0.082, 0.002, 1.526
 0.002, 1.526,-0.065, 0.002, 1.525,-0.086, 0.002, 1.527
 0.002, 1.527,-0.068, 0.003, 1.526,-0.090, 0.003, 1.528
 0.002, 1.528,-0.072, 0.003, 1.527,-0.094, 0.003, 1.530
 0.002, 1.529,-0.075, 0.003, 1.528,-0.098, 0.003, 1.531
 0.002, 1.531,-0.079, 0.003, 1.529,-0.102, 0.003, 1.533
 0.002, 1.532,-0.082, 0.003, 1.530,-0.106, 0.003, 1.534
 0.002, 1.533,-0.085, 0.003, 1.531,-0.110, 0.003, 1.535
 0.003, 1.534,-0.089, 0.003, 1.533,-0.114, 0.003, 1.537
 0.003, 1.536,-0.092, 0.004, 1.534,-0.118, 0.004, 1.538
 0.003, 1.537,-0.095, 0.004, 1.535,-0.122, 0.004, 1.540
 0.003, 1.538,-0.099, 0.004, 1.536,-0.127, 0.004, 1.541
 0.003, 1.539,-0.102, 0.004, 1.537,-0.131, 0.004, 1.543
 0.003, 1.541,-0.106, 0.004, 1.538,-0.135, 0.004, 1.544
 0.003, 1.542,-0.109, 0.004, 1.539,-0.139, 0.004, 1.546
 0.003, 1.543,-0.112, 0.004, 1.540,-0.143, 0.004, 1.547
 0.003, 1.544,-0.116, 0.004, 1.542,-0.147, 0.004, 1.549
 0.003, 1.545,-0.119, 0.004, 1.543,-0.151, 0.004, 1.550
 0.003, 1.547,-0.123, 0.004, 1.544,-0.155, 0.004, 1.551
 0.003, 1.548,-0.126, 0.004, 1.545,-0.159, 0.004, 1.553
 0.003, 1.549,-0.129, 0.004, 1.546,-0.163, 0.004, 1.554
 0.003, 1.550,-0.133, 0.004, 1.547,-0.167, 0.004, 1.556
 0.003, 1.551,-0.136, 0.004, 1.548,-0.171, 0.004, 1.557
 0.004, 1.552,-0.139, 0.004, 1.549,-0.175, 0.004, 1.559
 0.004, 1.553,-0.143, 0.004, 1.550,-0.179, 0.004, 1.560
 0.004, 1.554,-0.146, 0.004, 1.550,-0.183, 0.004, 1.561
 0.004, 1.556,-0.149, 0.004, 1.551,-0.187, 0.004, 1.563
 0.004, 1.557,-0.153, 0.004, 1.552,-0.191, 0.004, 1.564
 0.004, 1.558,-0.156, 0.004, 1.553,-0.195, 0.004, 1.565
 0.004, 1.559,-0.159, 0.004, 1.554,-0.199, 0.004, 1.567
 0.004, 1.560,-0.163, 0.004, 1.555,-0.204, 0.004, 1.568
 0.004, 1.561,-0.166, 0.004, 1.556,-0.208, 0.004, 1.569
 0.004, 1.561,-0.169, 0.004, 1.556,-0.212, 0.004, 1.571
 0.004, 1.562,-0.173, 0.004, 1.557,-0.216, 0.004, 1.572
 0.004, 1.563,-0.176, 0.004, 1.558,-0.220, 0.004, 1.573
 0.004, 1.564,-0.179, 0.003, 1.558,-0.224, 0.003, 1.574
 0.004, 1.565,-0.183, 0.003, 1.559,-0.228, 0.003, 1.576
 0.004, 1.566,-0.186, 0.003, 1.560,-0.232, 0.003, 1.577
 0.005, 1.567,-0.189, 0.003, 1.560,-0.236, 0.003, 1.578
 0.005, 1.567,-0.193, 0.003, 1.561,-0.240, 0.003, 1.579
 0.005, 1.568,-0.196, 0.003, 1.561,-0.244, 0.003, 1.580
 0.005, 1.569,-0.199, 0.003, 1.562,-0.248, 0.003, 1.581
 0.005, 1.570,-0.203, 0.003, 1.562,-0.252, 0.003, 1.583
 0.005, 1.570,-0.206, 0.002, 1.563,-0.256, 0.002, 1.584
 0.005, 1.571,-0.209, 0.002, 1.563,-0.260, 0.002, 1.585
 0.005, 1.571,-0.212, 0.001, 1.564,-0.263, 0.001, 1.586
 0.005, 1.572,-0.216, 0.000, 1.564,-0.267, 0.000, 1.587
 0.005, 1.573,-0.219,-0.000, 1.564,-0.271,-0.000, 1.588
 0.005, 1.573,-0.222,-0.001, 1.565,-0.275,-0.001, 1.589
 0.005, 1.574,-0.225,-0.002, 1.565,-0.279,-0.002, 1.590
 0.005, 1.574,-0.228,-0.003, 1.565,-0.283,-0.003, 1.591
 0.005, 1.575,-0.231,-0.004, 1.566,-0.286,-0.004, 1.592
 0.005, 1.575,-0.234,-0.005, 1.566,-0.290,-0.005, 1.592
 0.006, 1.576,-0.237,-0.007, 1.566,-0.294,-0.007, 1.593
 0.006, 1.576,-0.240,-0.008, 1.566,-0.298,-0.008, 1.594
 0.006, 1.576,-0.243,-0.009, 1.566,-0.301,-0.009, 1.595
 0.006, 1.577,-0.247,-0.011, 1.566,-0.305,-0.011, 1.596
 0.006, 1.577,-0.250,-0.012, 1.566,-0.309,-0.012, 1.597
 0.006, 1.577,-0.253,-0.014, 1.566,-0.313,-0.014, 1.597
 0.006, 1.577,-0.256,-0.016, 1.566,-0.316,-0.016, 1.598
 0.006, 1.578,-0.258,-0.017, 1.566,-0.320,-0.017, 1.599
 0.006, 1.578,-0.261,-0.019, 1.566,-0.323,-0.019, 1.600
 0.006, 1.578,-0.264,-0.021, 1.566,-0.327,-0.021, 1.600
 0.006, 1.578,-0.267,-0.023, 1.566,-0.331,-0.023, 1.601
 0.006, 1.578,-0.270,-0.025, 1.566,-0.334,-0.025, 1.602
 0.006, 1.579,-0.273,-0.027, 1.566,-0.338,-0.027, 1.602
 0.006, 1.579,-0.276,-0.029, 1.566,-0.341,-0.029, 1.603
 0.006, 1.579,-0.278,-0.031, 1.566,-0.345,-0.031, 1.603
 0.007, 1.579,-0.281,-0.033, 1.565,-0.348,-0.033, 1.604
 0.007, 1.579,-0.284,-0.035, 1.565,-0.351,-0.035, 1.605
 0.007, 1.579,-0.287,-0.037, 1.565,-0.355,-0.037, 1.605
 0.007, 1.579,-0.289,-0.039, 1.565,-0.358,-0.039, 1.606
 0.007, 1.579,-0.292,-0.041, 1.564,-0.362,-0.041, 1.606
 0.007, 1.579,-0.295,-0.043, 1.564,-0.365,-0.043, 1.607
 0.007, 1.579,-0.297,-0.045, 1.564,-0.368,-0.045, 1.607
 0.007, 1.579,-0.300,-0.048, 1.563,-0.371,-0.048, 1.608
 0.007, 1.579,-0.302,-0.050, 1.563,-0.374,-0.050, 1.608
 0.007, 1.579,-0.304,-0.053, 1.563,-0.377,-0.053, 1.609
 0.007, 1.579,-0.307,-0.055, 1.562,-0.380,-0.055, 1.609
 0.007, 1.578,-0.309,-0.058, 1.562,-0.383,-0.058, 1.609
 0.007, 1.578,-0.311,-0.061, 1.562,-0.385,-0.061, 1.610
 0.007, 1.578,-0.312,-0.063, 1.561,-0.388,-0.063, 1.610
 0.007, 1.578,-0.314,-0.066, 1.561,-0.390,-0.066, 1.610
 0.008, 1.578,-0.316,-0.069, 1.561,-0.392,-0.069, 1.611
 0.008, 1.578,-0.317,-0.072, 1.560,-0.395,-0.072, 1.611
 0.008, 1.578,-0.319,-0.075, 1.560,-0.397,-0.075, 1.611
 0.008, 1.578,-0.320,-0.078, 1.560,-0.399,-0.078, 1.612
 0.008, 1.577,-0.321,-0.081, 1.559,-0.401,-0.081, 1.612
 0.008, 1.577,-0.323,-0.085, 1.559,-0.403,-0.085, 1.612
 0.008, 1.577,-0.324,-0.088, 1.558,-0.404,-0.088, 1.612
 0.008, 1.577,-0.325,-0.091, 1.558,-0.406,-0.091, 1.613
 0.008, 1.577,-0.326,-0.094, 1.558,-0.408,-0.094, 1.613
 0.008, 1.577,-0.326,-0.098, 1.557,-0.409,-0.098, 1.613
 0.008, 1.576,-0.327,-0.101, 1.557,-0.411,-0.101, 1.613
 0.008, 1.576,-0.328,-0.104, 1.556,-0.412,-0.104, 1.613
 0.008, 1.576,-0.328,-0.107, 1.556,-0.413,-0.107, 1.614
 0.008, 1.576,-0.329,-0.111, 1.556,-0.414,-0.111, 1.614
 0.008, 1.576,-0.330,-0.114, 1.555,-0.415,-0.114, 1.614
 0.009, 1.576,-0.330,-0.117, 1.555,-0.417,-0.117, 1.614
 0.009, 1.575,-0.330,-0.121, 1.555,-0.418,-0.121, 1.614
 0.009, 1.575,-0.331,-0.124, 1.554,-0.418,-0.124, 1.614
 0.009, 1.575,-0.331,-0.127, 1.554,-0.419,-0.127, 1.615
 0.009, 1.575,-0.331,-0.131, 1.554,-0.420,-0.131, 1.615
 0.009, 1.575,-0.331,-0.134, 1.553,-0.421,-0.134, 1.615
 0.009, 1.575,-0.331,-0.137, 1.553,-0.422,-0.137, 1.615
 0.009, 1.574,-0.331,-0.141, 1.552,-0.422,-0.141, 1.615
 0.009, 1.574,-0.331,-0.144, 1.552,-0.423,-0.144, 1.615
 0.009, 1.574,-0.331,-0.147, 1.552,-0.423,-0.147, 1.615
 0.009, 1.574,-0.330,-0.151, 1.551,-0.424,-0.151, 1.615
 0.009, 1.574,-0.330,-0.154, 1.551,-0.424,-0.154, 1.615
 0.009, 1.573,-0.330,-0.158, 1.551,-0.424,-0.158, 1.615
 0.009, 1.573,-0.329,-0.161, 1.550,-0.424,-0.161, 1.615
 0.009, 1.573,-0.329,-0.165, 1.550,-0.425,-0.165, 1.615
 0.010, 1.573,-0.328,-0.168, 1.550,-0.425,-0.168, 1.615
 0.010, 1.573,-0.328,-0.172, 1.549,-0.425,-0.172, 1.616
 0.010, 1.572,-0.327,-0.175, 1.549,-0.425,-0.175, 1.616
 0.010, 1.572,-0.326,-0.179, 1.548,-0.425,-0.179, 1.616
 0.010, 1.572,-0.326,-0.182, 1.548,-0.425,-0.182, 1.616
 0.010, 1.572,-0.325,-0.186, 1.548,-0.424,-0.186, 1.616
 0.010, 1.571,-0.324,-0.189, 1.547,-0.424,-0.189, 1.616
 0.010, 1.571,-0.323,-0.193, 1.547,-0.424,-0.193, 1.616
 0.010, 1.571,-0.322,-0.196, 1.547,-0.424,-0.196, 1.616
 0.010, 1.571,-0.321,-0.200, 1.546,-0.423,-0.200, 1.616
 0.010, 1.571,-0.320,-0.203, 1.546,-0.423,-0.203, 1.616
 0.010, 1.570,-0.319,-0.206, 1.546,-0.423,-0.206, 1.616
 0.010, 1.570,-0.318,-0.210, 1.545,-0.422,-0.210, 1.616
 0.010, 1.570,-0.317,-0.213, 1.545,-0.422,-0.213, 1.616
 0.010, 1.570,-0.316,-0.217, 1.545,-0.421,-0.217, 1.616
 0.011, 1.569,-0.315,-0.220, 1.544,-0.421,-0.220, 1.616
 0.011, 1.569,-0.313,-0.223, 1.544,-0.420,-0.223, 1.616
 0.011, 1.569,-0.312,-0.227, 1.544,-0.419,-0.227, 1.616
 0.011, 1.569,-0.310,-0.230, 1.543,-0.419,-0.230, 1.616
 0.011, 1.568,-0.309,-0.233, 1.543,-0.418,-0.233, 1.615
 0.011, 1.568,-0.307,-0.237, 1.543,-0.417,-0.237, 1.615
 0.011, 1.568,-0.306,-0.240, 1.542,-0.416,-0.240, 1.615
 0.011, 1.568,-0.304,-0.243, 1.542,-0.415,-0.243, 1.615
 0.011, 1.568,-0.302,-0.246, 1.542,-0.414,-0.246, 1.615
 0.011, 1.567,-0.301,-0.250, 1.542,-0.413,-0.250, 1.615
 0.011, 1.567,-0.299,-0.253, 1.541,-0.411,-0.253, 1.615
 0.011, 1.567,-0.297,-0.256, 1.541,-0.410,-0.256, 1.615
 0.011, 1.567,-0.295,-0.259, 1.541,-0.409,-0.259, 1.615
 0.011, 1.566,-0.293,-0.263, 1.541,-0.408,-0.263, 1.615
 0.011, 1.566,-0.291,-0.266, 1.540,-0.406,-0.266, 1.615
 0.012, 1.566,-0.289,-0.269, 1.540,-0.405,-0.269, 1.615
 0.012, 1.566,-0.287,-0.272, 1.540,-0.403,-0.272, 1.615
 0.012, 1.566,-0.285,-0.275, 1.540,-0.402,-0.275, 1.615
 0.012, 1.566,-0.283,-0.278, 1.540,-0.401,-0.278, 1.615
 0.012, 1.565,-0.280,-0.281, 1.539,-0.399,-0.281, 1.615
 0.012, 1.565,-0.278,-0.284, 1.539,-0.398,-0.284, 1.615
 0.012, 1.565,-0.276,-0.287, 1.539,-0.396,-0.287, 1.615
 0.012, 1.565,-0.274,-0.290, 1.539,-0.394,-0.290, 1.615
 0.012, 1.565,-0.271,-0.292, 1.539,-0.392,-0.292, 1.615
 0.012, 1.564,-0.268,-0.295, 1.539,-0.390,-0.295, 1.615
 0.012, 1.564,-0.265,-0.298, 1.539,-0.388,-0.298, 1.614
 0.012, 1.564,-0.262,-0.301, 1.538,-0.385,-0.301, 1.614
 0.012, 1.564,-0.259,-0.304, 1.538,-0.383,-0.304, 1.614
 0.012, 1.564,-0.256,-0.306, 1.538,-0.380,-0.306, 1.614
 0.012, 1.564,-0.253,-0.309, 1.538,-0.378,-0.309, 1.614
 0.013, 1.564,-0.249,-0.312, 1.538,-0.375,-0.312, 1.614
 0.013, 1.563,-0.246,-0.314, 1.538,-0.372,-0.314, 1.614
 0.013, 1.563,-0.242,-0.317, 1.538,-0.369,-0.317, 1.613
 0.013, 1.563,-0.239,-0.320, 1.538,-0.366,-0.320, 1.613
 0.013, 1.563,-0.235,-0.322, 1.538,-0.363,-0.322, 1.613
 0.013, 1.563,-0.231,-0.325, 1.538,-0.360,-0.325, 1.613
 0.013, 1.563,-0.227,-0.327, 1.538,-0.357,-0.327, 1.613
 0.013, 1.563,-0.223,-0.329, 1.539,-0.354,-0.329, 1.613
 0.013, 1.563,-0.219,-0.332, 1.539,-0.350,-0.332, 1.613
 0.013, 1.563,-0.215,-0.334, 1.539,-0.347,-0.334, 1.612
 0.013, 1.563,-0.211,-0.336, 1.539,-0.344,-0.336, 1.612
 0.013, 1.562,-0.207,-0.339, 1.539,-0.340,-0.339, 1.612
 0.013, 1.562,-0.203,-0.341, 1.539,-0.337,-0.341, 1.612
 0.013, 1.562,-0.199,-0.343, 1.539,-0.333,-0.343, 1.612
 0.013, 1.562,-0.195,-0.345, 1.539,-0.330,-0.345, 1.612
 0.014, 1.562,-0.191,-0.347, 1.540,-0.326,-0.347, 1.612
 0.014, 1.562,-0.186,-0.349, 1.540,-0.323,-0.349, 1.612
 0.014, 1.562,-0.182,-0.351, 1.540,-0.319,-0.351, 1.611
 0.014, 1.562,-0.178,-0.353, 1.540,-0.316,-0.353, 1.611
 0.014, 1.562,-0.174,-0.355, 1.540,-0.312,-0.355, 1.611
 0.014, 1.562,-0.170,-0.357, 1.540,-0.309,-0.357, 1.611
 0.014, 1.562,-0.165,-0.359, 1.541,-0.305,-0.359, 1.611
 0.014, 1.562,-0.161,-0.361, 1.541,-0.302,-0.361, 1.611
 0.014, 1.562,-0.157,-0.363, 1.541,-0.298,-0.363, 1.611
 0.014, 1.562,-0.153,-0.364, 1.541,-0.294,-0.364, 1.611
 0.014, 1.562,-0.148,-0.366, 1.541,-0.291,-0.366, 1.611
 0.014, 1.562,-0.144,-0.368, 1.542,-0.287,-0.368, 1.611
 0.014, 1.562,-0.140,-0.369, 1.542,-0.284,-0.369, 1.611
 0.014, 1.562,-0.136,-0.371, 1.542,-0.280,-0.371, 1.611
 0.014, 1.562,-0.132,-0.372, 1.542,-0.277,-0.372, 1.611
 0.015, 1.562,-0.128,-0.374, 1.543,-0.274,-0.374, 1.611
 0.015, 1.561,-0.124,-0.375, 1.543,-0.270,-0.375, 1.611
 0.015, 1.561,-0.119,-0.377, 1.543,-0.267,-0.377, 1.611
 0.015, 1.561,-0.115,-0.378, 1.543,-0.263,-0.378, 1.611
 0.015, 1.561,-0.111,-0.379, 1.544,-0.260,-0.379, 1.611
 0.015, 1.561,-0.107,-0.381, 1.544,-0.257,-0.381, 1.611
 0.015, 1.561,-0.104,-0.382, 1.544,-0.253,-0.382, 1.611
 0.015, 1.561,-0.100,-0.383, 1.544,-0.250,-0.383, 1.611
 0.015, 1.561,-0.096,-0.384, 1.545,-0.247,-0.384, 1.611
 0.015, 1.561,-0.092,-0.386, 1.545,-0.244,-0.386, 1.611
 0.015, 1.561,-0.088,-0.387, 1.545,-0.241,-0.387, 1.611
 0.015, 1.561,-0.084,-0.388, 1.545,-0.237,-0.388, 1.611
 0.015, 1.561,-0.080,-0.389, 1.546,-0.234,-0.389, 1.611
 0.015, 1.561,-0.076,-0.390, 1.546,-0.231,-0.390, 1.611
 0.015, 1.561,-0.072,-0.391, 1.546,-0.228,-0.391, 1.611
 0.016, 1.561,-0.069,-0.392, 1.546,-0.225,-0.392, 1.611
 0.016, 1.561,-0.065,-0.393, 1.547,-0.221,-0.393, 1.611
 0.016, 1.561,-0.061,-0.394, 1.547,-0.218,-0.394, 1.611
 0.016, 1.561,-0.057,-0.395, 1.547,-0.215,-0.395, 1.611
 0.016, 1.561,-0.053,-0.396, 1.547,-0.212,-0.396, 1.611
 0.016, 1.561,-0.049,-0.397, 1.548,-0.209,-0.397, 1.611
 0.016, 1.561,-0.045,-0.398, 1.548,-0.205,-0.398, 1.611
 0.016, 1.561,-0.042,-0.399, 1.548,-0.202,-0.399, 1.611
 0.016, 1.561,-0.038,-0.399, 1.548,-0.199,-0.399, 1.612
 0.016, 1.561,-0.034,-0.400, 1.549,-0.196,-0.400, 1.612
 0.016, 1.561,-0.030,-0.401, 1.549,-0.193,-0.401, 1.612
 0.016, 1.561,-0.026,-0.402, 1.549,-0.190,-0.402, 1.612
 0.016, 1.560,-0.023,-0.403, 1.549,-0.187,-0.403, 1.612
 0.016, 1.560,-0.019,-0.403, 1.550,-0.184,-0.403, 1.612
 0.016, 1.560,-0.015,-0.404, 1.550,-0.181,-0.404, 1.612
 0.017, 1.560,-0.012,-0.405, 1.550,-0.178,-0.405, 1.612
 0.017, 1.560,-0.008,-0.405, 1.550,-0.175,-0.405, 1.612
 0.017, 1.560,-0.004,-0.406, 1.551,-0.172,-0.406, 1.612
 0.017, 1.560,-0.000,-0.407, 1.551,-0.169,-0.407, 1.612
 0.017, 1.560, 0.003,-0.408, 1.551,-0.166,-0.408, 1.612
 0.017, 1.560, 0.007,-0.408, 1.551,-0.163,-0.408, 1.612
 0.017, 1.559, 0.011,-0.409, 1.551,-0.159,-0.409, 1.612
 0.017, 1.559, 0.015,-0.410, 1.552,-0.156,-0.410, 1.612
 0.017, 1.559, 0.018,-0.410, 1.552,-0.153,-0.410, 1.612
 0.017, 1.559, 0.022,-0.411, 1.552,-0.150,-0.411, 1.612
 0.017, 1.559, 0.026,-0.412, 1.552,-0.147,-0.412, 1.612
 0.017, 1.559, 0.030,-0.412, 1.552,-0.144,-0.412, 1.612
 0.017, 1.558, 0.034,-0.413, 1.552,-0.140,-0.413, 1.612
 0.017, 1.558, 0.038,-0.414, 1.553,-0.137,-0.414, 1.613
 0.017, 1.558, 0.041,-0.414, 1.553,-0.134,-0.414, 1.613
 0.018, 1.558, 0.045,-0.415, 1.553,-0.131,-0.415, 1.613
 0.018, 1.557, 0.049,-0.416, 1.553,-0.128,-0.416, 1.613
 0.018, 1.557, 0.053,-0.416, 1.553,-0.125,-0.416, 1.613
 0.018, 1.557, 0.057,-0.417, 1.553,-0.122,-0.417, 1.613
 0.018, 1.557, 0.060,-0.417, 1.553,-0.119,-0.417, 1.613
 0.018, 1.556, 0.064,-0.418, 1.553,-0.116,-0.418, 1.613
 0.018, 1.556, 0.068,-0.419, 1.554,-0.112,-0.419, 1.613
 0.018, 1.556, 0.071,-0.419, 1.554,-0.109,-0.419, 1.613
 0.018, 1.556, 0.075,-0.420, 1.554,-0.106,-0.420, 1.613
 0.018, 1.555, 0.079,-0.420, 1.554,-0.103,-0.420, 1.613
 0.018, 1.555, 0.082,-0.421, 1.554,-0.100,-0.421, 1.613
 0.018, 1.555, 0.086,-0.422, 1.554,-0.097,-0.422, 1.613
 0.018, 1.554, 0.090,-0.422, 1.554,-0.094,-0.422, 1.613
 0.018, 1.554, 0.094,-0.423, 1.554,-0.091,-0.423, 1.613
 0.018, 1.554, 0.097,-0.423, 1.554,-0.088,-0.423, 1.613
 0.019, 1.553, 0.101,-0.424, 1.554,-0.085,-0.424, 1.613
 0.019, 1.553, 0.105,-0.424, 1.554,-0.082,-0.424, 1.613
 0.019, 1.553, 0.109,-0.425, 1.554,-0.079,-0.425, 1.613
 0.019, 1.552, 0.113,-0.425, 1.554,-0.076,-0.425, 1.613
 0.019, 1.552, 0.116,-0.426, 1.554,-0.072,-0.426, 1.613
 0.019, 1.551, 0.120,-0.426, 1.554,-0.069,-0.426, 1.613
 0.019, 1.551, 0.124,-0.427, 1.554,-0.066,-0.427, 1.613
 0.019, 1.550, 0.128,-0.427, 1.554,-0.063,-0.427, 1.613
 0.019, 1.550, 0.132,-0.428, 1.554,-0.059,-0.428, 1.613
 0.019, 1.550, 0.136,-0.428, 1.554,-0.056,-0.428, 1.613
 0.019, 1.549, 0.139,-0.429, 1.554,-0.053,-0.429, 1.613
 0.019, 1.549, 0.143,-0.429, 1.554,-0.050,-0.429, 1.613
 0.019, 1.548, 0.147,-0.429, 1.554,-0.047,-0.429, 1.613
 0.019, 1.548, 0.151,-0.430, 1.554,-0.044,-0.430, 1.613
 0.019, 1.547, 0.155,-0.430, 1.554,-0.040,-0.430, 1.613
 0.020, 1.547, 0.158,-0.431, 1.554,-0.037,-0.431, 1.613
 0.020, 1.546, 0.162,-0.431, 1.554,-0.034,-0.431, 1.613
 0.020, 1.546, 0.166,-0.431, 1.554,-0.031,-0.431, 1.613
 0.020, 1.545, 0.170,-0.432, 1.554,-0.028,-0.432, 1.613
 0.020, 1.545, 0.173,-0.432, 1.554,-0.025,-0.432, 1.613
 0.020, 1.544, 0.177,-0.433, 1.554,-0.022,-0.433, 1.614
 0.020, 1.544, 0.181,-0.433, 1.554,-0.019,-0.433, 1.614
 0.020, 1.543, 0.184,-0.433, 1.554,-0.016,-0.433, 1.614
 0.020, 1.543, 0.188,-0.433, 1.554,-0.013,-0.433, 1.614
 0.020, 1.542, 0.192,-0.434, 1.554,-0.010,-0.434, 1.614
 0.020, 1.542, 0.196,-0.434, 1.554,-0.006,-0.434, 1.614
 0.020, 1.541, 0.200,-0.434, 1.554,-0.003,-0.434, 1.614
 0.020, 1.541, 0.204,-0.434, 1.554, 0.000,-0.434, 1.614
 0.020, 1.540, 0.208,-0.434, 1.554, 0.004,-0.434, 1.613
 0.020, 1.540, 0.212,-0.434, 1.554, 0.007,-0.434, 1.613
 0.021, 1.539, 0.216,-0.434, 1.554, 0.011,-0.434, 1.613
 0.021, 1.538, 0.220,-0.433, 1.554, 0.014,-0.433, 1.613
 0.021, 1.538, 0.224,-0.433, 1.554, 0.018,-0.433, 1.613
 0.021, 1.537, 0.228,-0.433, 1.554, 0.021,-0.433, 1.613
 0.021, 1.537, 0.232,-0.433, 1.554, 0.025,-0.433, 1.613
 0.021, 1.536, 0.236,-0.432, 1.554, 0.028,-0.432, 1.613
 0.021, 1.535, 0.241,-0.432, 1.554, 0.032,-0.432, 1.613
 0.021, 1.535, 0.245,-0.432, 1.554, 0.035,-0.432, 1.613
 0.021, 1.534, 0.249,-0.431, 1.554, 0.039,-0.431, 1.613
 0.021, 1.534, 0.253,-0.431, 1.554, 0.042,-0.431, 1.613
 0.021, 1.533, 0.257,-0.430, 1.554, 0.046,-0.430, 1.613
 0.021, 1.532, 0.262,-0.430, 1.554, 0.050,-0.430, 1.613
 0.021, 1.532, 0.266,-0.429, 1.554, 0.053,-0.429, 1.613
 0.021, 1.531, 0.270,-0.429, 1.554, 0.057,-0.429, 1.613
 0.021, 1.531, 0.274,-0.428, 1.554, 0.060,-0.428, 1.613
 0.022, 1.530, 0.278,-0.427, 1.554, 0.064,-0.427, 1.613
 0.022, 1.529, 0.282,-0.427, 1.554, 0.067,-0.427, 1.613
 0.022, 1.529, 0.287,-0.426, 1.554, 0.071,-0.426, 1.613
 0.022, 1.528, 0.291,-0.425, 1.554, 0.074,-0.425, 1.613
 0.022, 1.528, 0.295,-0.425, 1.554, 0.078,-0.425, 1.613
 0.022, 1.527, 0.299,-0.424, 1.554, 0.081,-0.424, 1.613
 0.022, 1.526, 0.303,-0.423, 1.554, 0.084,-0.423, 1.613
 0.022, 1.526, 0.307,-0.423, 1.554, 0.088,-0.423, 1.613
 0.022, 1.525, 0.311,-0.422, 1.554, 0.091,-0.422, 1.613
 0.022, 1.525, 0.315,-0.421, 1.554, 0.094,-0.421, 1.613
 0.022, 1.524, 0.318,-0.420, 1.554, 0.098,-0.420, 1.613
 0.022, 1.523, 0.322,-0.420, 1.554, 0.101,-0.420, 1.613
 0.022, 1.523, 0.326,-0.419, 1.554, 0.104,-0.419, 1.613
 0.022, 1.522, 0.330,-0.418, 1.554, 0.107,-0.418, 1.613
 0.022, 1.522, 0.334,-0.417, 1.554, 0.110,-0.417, 1.613
 0.023, 1.521, 0.338,-0.417, 1.554, 0.114,-0.417, 1.613
 0.023, 1.520, 0.341,-0.416, 1.554, 0.117,-0.416, 1.613
 0.023, 1.520, 0.345,-0.416, 1.554, 0.120,-0.416, 1.613
 0.023, 1.519, 0.349,-0.415, 1.554, 0.123,-0.415, 1.613
 0.023, 1.518, 0.353,-0.414, 1.554, 0.126,-0.414, 1.613
 0.023, 1.518, 0.356,-0.414, 1.554, 0.129,-0.414, 1.613
 0.023, 1.517, 0.360,-0.413, 1.553, 0.132,-0.413, 1.613
 0.023, 1.516, 0.363,-0.413, 1.553, 0.135,-0.413, 1.613
 0.023, 1.516, 0.367,-0.413, 1.553, 0.138,-0.413, 1.613
 0.023, 1.515, 0.371,-0.412, 1.553, 0.141,-0.412, 1.613
