NORMALIZED_TIME, INERTIAL_X, INERTIAL_Y, INERTIAL_Z, ASTEROID_X, ASTEROID_Y, ASTEROID_Z, RADIUS
 0.232, 0.954,-0.544,-0.037, 0.662,-0.876,-0.037, 1.099
 0.233, 0.954,-0.546,-0.007, 0.660,-0.878,-0.007, 1.099
 0.233, 0.953,-0.546, 0.022, 0.659,-0.880, 0.022, 1.099
 0.234, 0.955,-0.541, 0.050, 0.661,-0.876, 0.050, 1.099
 0.235, 0.958,-0.533, 0.078, 0.666,-0.871, 0.078, 1.099
 0.235, 0.961,-0.523, 0.106, 0.672,-0.863, 0.106, 1.099
 0.236, 0.966,-0.507, 0.131, 0.682,-0.852, 0.131, 1.099
 0.237, 0.972,-0.488, 0.154, 0.694,-0.837, 0.154, 1.099
 0.237, 0.975,-0.472, 0.181, 0.702,-0.825, 0.181, 1.098
 0.238, 0.973,-0.460, 0.213, 0.704,-0.814, 0.213, 1.097
 0.239, 0.969,-0.453, 0.245, 0.702,-0.807, 0.245, 1.097
 0.239, 0.962,-0.450, 0.276, 0.696,-0.802, 0.276, 1.097
 0.240, 0.952,-0.453, 0.304, 0.685,-0.802, 0.304, 1.097
 0.241, 0.937,-0.465, 0.330, 0.666,-0.807, 0.330, 1.097
 0.241, 0.920,-0.482, 0.351, 0.642,-0.817, 0.351, 1.097
 0.242, 0.903,-0.502, 0.369, 0.617,-0.828, 0.369, 1.097
 0.243, 0.884,-0.524, 0.383, 0.590,-0.841, 0.383, 1.097
 0.243, 0.864,-0.548, 0.396, 0.561,-0.856, 0.396, 1.097
 0.244, 0.845,-0.572, 0.405, 0.533,-0.870, 0.405, 1.098
 0.245, 0.827,-0.596, 0.408, 0.505,-0.886, 0.408, 1.098
 0.245, 0.809,-0.623, 0.405, 0.477,-0.903, 0.405, 1.098
 0.246, 0.792,-0.649, 0.396, 0.449,-0.921, 0.396, 1.098
 0.247, 0.776,-0.675, 0.384, 0.423,-0.938, 0.384, 1.098
 0.247, 0.759,-0.700, 0.373, 0.396,-0.954, 0.373, 1.099
 0.248, 0.742,-0.725, 0.361, 0.369,-0.970, 0.361, 1.099
 0.249, 0.723,-0.749, 0.351, 0.341,-0.984, 0.351, 1.099
 0.249, 0.704,-0.772, 0.342, 0.312,-0.997, 0.342, 1.099
 0.250, 0.684,-0.795, 0.330, 0.283,-1.010, 0.330, 1.099
 0.251, 0.666,-0.817, 0.315, 0.256,-1.022, 0.315, 1.099
 0.251, 0.647,-0.838, 0.298, 0.229,-1.033, 0.298, 1.100
 0.252, 0.629,-0.858, 0.280, 0.203,-1.044, 0.280, 1.100
 0.253, 0.609,-0.877, 0.263, 0.176,-1.053, 0.263, 1.100
 0.253, 0.588,-0.896, 0.249, 0.147,-1.061, 0.249, 1.100
 0.254, 0.565,-0.913, 0.237, 0.118,-1.068, 0.237, 1.100
 0.255, 0.541,-0.930, 0.228, 0.088,-1.072, 0.228, 1.100
 0.255, 0.516,-0.945, 0.226, 0.058,-1.075, 0.226, 1.100
 0.256, 0.490,-0.958, 0.228, 0.028,-1.075, 0.228, 1.100
 0.257, 0.464,-0.969, 0.234,-0.002,-1.074, 0.234, 1.099
 0.257, 0.436,-0.981, 0.237,-0.033,-1.073, 0.237, 1.099
 0.258, 0.409,-0.992, 0.236,-0.064,-1.072, 0.236, 1.099
 0.259, 0.383,-1.004, 0.231,-0.094,-1.070, 0.231, 1.099
 0.259, 0.356,-1.015, 0.226,-0.124,-1.069, 0.226, 1.099
 0.260, 0.331,-1.026, 0.215,-0.153,-1.067, 0.215, 1.099
 0.261, 0.305,-1.036, 0.205,-0.182,-1.064, 0.205, 1.099
 0.261, 0.279,-1.045, 0.194,-0.211,-1.061, 0.194, 1.099
 0.262, 0.253,-1.054, 0.184,-0.239,-1.057, 0.184, 1.099
 0.263, 0.226,-1.061, 0.175,-0.267,-1.052, 0.175, 1.099
 0.263, 0.198,-1.068, 0.169,-0.297,-1.045, 0.169, 1.099
 0.264, 0.168,-1.073, 0.168,-0.328,-1.036, 0.168, 1.099
 0.265, 0.138,-1.077, 0.168,-0.357,-1.026, 0.168, 1.099
 0.265, 0.107,-1.081, 0.165,-0.388,-1.015, 0.165, 1.099
 0.266, 0.077,-1.084, 0.164,-0.417,-1.003, 0.164, 1.099
 0.267, 0.047,-1.085, 0.166,-0.446,-0.991, 0.166, 1.099
 0.267, 0.017,-1.086, 0.168,-0.474,-0.977, 0.168, 1.099
 0.268,-0.013,-1.086, 0.172,-0.501,-0.963, 0.172, 1.099
 0.269,-0.042,-1.085, 0.174,-0.528,-0.949, 0.174, 1.099
 0.269,-0.071,-1.083, 0.179,-0.554,-0.933, 0.179, 1.100
 0.270,-0.100,-1.080, 0.183,-0.580,-0.916, 0.183, 1.100
 0.271,-0.129,-1.076, 0.188,-0.605,-0.899, 0.188, 1.100
 0.271,-0.157,-1.072, 0.190,-0.629,-0.882, 0.190, 1.100
 0.272,-0.185,-1.067, 0.192,-0.653,-0.864, 0.192, 1.100
 0.273,-0.214,-1.061, 0.196,-0.677,-0.844, 0.196, 1.100
 0.273,-0.242,-1.054, 0.197,-0.700,-0.825, 0.197, 1.100
 0.274,-0.270,-1.048, 0.194,-0.723,-0.806, 0.194, 1.100
 0.275,-0.298,-1.041, 0.190,-0.745,-0.786, 0.190, 1.100
 0.275,-0.326,-1.034, 0.184,-0.768,-0.765, 0.184, 1.100
 0.276,-0.355,-1.025, 0.181,-0.790,-0.743, 0.181, 1.099
 0.277,-0.383,-1.015, 0.179,-0.811,-0.721, 0.179, 1.099
 0.277,-0.411,-1.004, 0.174,-0.832,-0.697, 0.174, 1.099
 0.278,-0.441,-0.993, 0.168,-0.853,-0.672, 0.168, 1.099
 0.279,-0.469,-0.981, 0.163,-0.873,-0.647, 0.163, 1.099
 0.279,-0.497,-0.968, 0.157,-0.893,-0.622, 0.157, 1.099
 0.280,-0.524,-0.955, 0.152,-0.911,-0.596, 0.152, 1.099
 0.281,-0.550,-0.941, 0.146,-0.928,-0.571, 0.146, 1.100
 0.281,-0.577,-0.925, 0.142,-0.945,-0.543, 0.142, 1.100
 0.282,-0.603,-0.909, 0.139,-0.961,-0.516, 0.139, 1.100
 0.283,-0.626,-0.893, 0.140,-0.975,-0.489, 0.140, 1.100
 0.283,-0.650,-0.876, 0.142,-0.988,-0.461, 0.142, 1.100
 0.284,-0.674,-0.858, 0.142,-1.001,-0.433, 0.142, 1.100
 0.285,-0.697,-0.838, 0.141,-1.013,-0.404, 0.141, 1.100
 0.285,-0.720,-0.819, 0.140,-1.024,-0.375, 0.140, 1.100
 0.286,-0.742,-0.799, 0.140,-1.035,-0.346, 0.140, 1.100
 0.287,-0.763,-0.779, 0.141,-1.044,-0.317, 0.141, 1.100
 0.287,-0.783,-0.759, 0.142,-1.052,-0.288, 0.142, 1.100
 0.288,-0.803,-0.738, 0.144,-1.059,-0.259, 0.144, 1.100
 0.289,-0.821,-0.716, 0.150,-1.065,-0.230, 0.150, 1.100
 0.289,-0.836,-0.696, 0.162,-1.069,-0.203, 0.162, 1.100
 0.290,-0.850,-0.675, 0.177,-1.071,-0.178, 0.177, 1.100
 0.291,-0.863,-0.653, 0.191,-1.072,-0.151, 0.191, 1.099
 0.291,-0.877,-0.631, 0.203,-1.073,-0.123, 0.203, 1.099
 0.292,-0.891,-0.607, 0.215,-1.074,-0.094, 0.215, 1.099
 0.293,-0.905,-0.583, 0.222,-1.075,-0.065, 0.222, 1.099
 0.293,-0.919,-0.561, 0.221,-1.076,-0.037, 0.221, 1.099
 0.294,-0.934,-0.538, 0.215,-1.078,-0.010, 0.215, 1.099
 0.295,-0.948,-0.516, 0.207,-1.079, 0.018, 0.207, 1.099
 0.295,-0.962,-0.494, 0.195,-1.080, 0.046, 0.195, 1.099
 0.296,-0.976,-0.470, 0.184,-1.081, 0.074, 0.184, 1.099
 0.297,-0.989,-0.446, 0.175,-1.080, 0.103, 0.175, 1.099
 0.297,-1.001,-0.420, 0.168,-1.078, 0.133, 0.168, 1.099
 0.298,-1.013,-0.394, 0.163,-1.074, 0.163, 0.163, 1.099
 0.299,-1.023,-0.366, 0.162,-1.070, 0.193, 0.162, 1.099
 0.299,-1.032,-0.339, 0.167,-1.063, 0.222, 0.167, 1.099
 0.300,-1.039,-0.312, 0.176,-1.056, 0.250, 0.176, 1.099
 0.301,-1.046,-0.285, 0.177,-1.048, 0.278, 0.177, 1.099
 0.301,-1.053,-0.258, 0.175,-1.040, 0.307, 0.175, 1.098
 0.302,-1.059,-0.231, 0.177,-1.031, 0.334, 0.177, 1.098
 0.303,-1.065,-0.203, 0.178,-1.021, 0.362, 0.178, 1.098
 0.303,-1.069,-0.174, 0.182,-1.010, 0.391, 0.182, 1.098
 0.304,-1.073,-0.145, 0.184,-0.998, 0.419, 0.184, 1.098
 0.305,-1.077,-0.116, 0.185,-0.986, 0.447, 0.185, 1.099
 0.305,-1.079,-0.087, 0.190,-0.973, 0.474, 0.190, 1.099
 0.306,-1.080,-0.059, 0.196,-0.959, 0.500, 0.196, 1.099
 0.307,-1.079,-0.030, 0.205,-0.943, 0.525, 0.205, 1.099
 0.307,-1.077,-0.003, 0.218,-0.927, 0.549, 0.218, 1.099
 0.308,-1.074, 0.025, 0.230,-0.910, 0.572, 0.230, 1.099
 0.309,-1.071, 0.053, 0.242,-0.892, 0.595, 0.242, 1.099
 0.309,-1.066, 0.080, 0.254,-0.873, 0.617, 0.254, 1.099
 0.310,-1.062, 0.108, 0.260,-0.855, 0.640, 0.260, 1.099
 0.311,-1.058, 0.136, 0.265,-0.836, 0.663, 0.265, 1.099
 0.311,-1.054, 0.165, 0.265,-0.816, 0.687, 0.265, 1.099
 0.312,-1.049, 0.194, 0.263,-0.796, 0.711, 0.263, 1.099
 0.313,-1.044, 0.224, 0.262,-0.776, 0.734, 0.262, 1.099
 0.313,-1.038, 0.253, 0.259,-0.754, 0.757, 0.259, 1.099
 0.314,-1.031, 0.282, 0.259,-0.732, 0.779, 0.259, 1.099
 0.315,-1.023, 0.311, 0.258,-0.709, 0.800, 0.258, 1.100
 0.315,-1.016, 0.338, 0.251,-0.689, 0.820, 0.251, 1.100
 0.316,-1.009, 0.364, 0.241,-0.668, 0.840, 0.241, 1.100
 0.317,-1.004, 0.388, 0.224,-0.650, 0.858, 0.224, 1.099
 0.317,-1.000, 0.408, 0.203,-0.635, 0.873, 0.203, 1.099
 0.318,-0.998, 0.423, 0.179,-0.625, 0.886, 0.179, 1.099
 0.319,-0.998, 0.434, 0.150,-0.617, 0.896, 0.150, 1.098
 0.319,-0.998, 0.442, 0.119,-0.612, 0.904, 0.119, 1.098
 0.320,-1.000, 0.446, 0.089,-0.611, 0.908, 0.089, 1.098
 0.321,-1.003, 0.443, 0.057,-0.614, 0.909, 0.057, 1.098
 0.321,-1.006, 0.438, 0.026,-0.619, 0.907, 0.026, 1.098
 0.322,-1.009, 0.433,-0.004,-0.623, 0.905,-0.004, 1.098
 0.323,-1.012, 0.426,-0.034,-0.627, 0.901,-0.034, 1.098
 0.323,-1.014, 0.418,-0.063,-0.632, 0.896,-0.063, 1.099
 0.324,-1.016, 0.408,-0.093,-0.638, 0.890,-0.093, 1.099
 0.325,-1.017, 0.399,-0.122,-0.643, 0.883,-0.122, 1.099
 0.325,-1.017, 0.387,-0.152,-0.649, 0.874,-0.152, 1.099
 0.326,-1.017, 0.376,-0.183,-0.653, 0.865,-0.183, 1.099
 0.327,-1.014, 0.368,-0.213,-0.654, 0.857,-0.213, 1.099
 0.327,-1.010, 0.360,-0.243,-0.654, 0.850,-0.243, 1.100
 0.328,-1.006, 0.350,-0.272,-0.656, 0.840,-0.272, 1.100
 0.329,-1.002, 0.339,-0.301,-0.657, 0.829,-0.301, 1.100
 0.329,-0.996, 0.330,-0.329,-0.656, 0.819,-0.329, 1.100
 0.330,-0.990, 0.319,-0.358,-0.656, 0.808,-0.358, 1.100
 0.331,-0.985, 0.304,-0.384,-0.659, 0.793,-0.384, 1.100
 0.331,-0.982, 0.284,-0.405,-0.666, 0.775,-0.405, 1.100
 0.332,-0.982, 0.260,-0.421,-0.679, 0.756,-0.421, 1.100
 0.333,-0.984, 0.235,-0.431,-0.693, 0.736,-0.431, 1.099
 0.333,-0.984, 0.208,-0.443,-0.707, 0.715,-0.443, 1.099
 0.334,-0.985, 0.181,-0.453,-0.722, 0.694,-0.453, 1.099
 0.335,-0.986, 0.153,-0.461,-0.737, 0.672,-0.461, 1.099
 0.335,-0.988, 0.123,-0.465,-0.755, 0.649,-0.465, 1.099
 0.336,-0.991, 0.094,-0.466,-0.773, 0.627,-0.466, 1.099
 0.337,-0.991, 0.065,-0.470,-0.789, 0.604,-0.470, 1.099
 0.337,-0.992, 0.035,-0.472,-0.805, 0.581,-0.472, 1.099
 0.338,-0.991, 0.005,-0.475,-0.820, 0.556,-0.475, 1.099
 0.339,-0.990,-0.024,-0.477,-0.835, 0.532,-0.477, 1.099
 0.339,-0.987,-0.054,-0.480,-0.849, 0.507,-0.480, 1.099
 0.340,-0.983,-0.082,-0.485,-0.860, 0.482,-0.485, 1.099
 0.341,-0.977,-0.111,-0.491,-0.871, 0.456,-0.491, 1.099
 0.341,-0.969,-0.138,-0.500,-0.879, 0.431,-0.500, 1.099
 0.342,-0.958,-0.161,-0.515,-0.882, 0.406,-0.515, 1.099
 0.343,-0.944,-0.179,-0.534,-0.880, 0.385,-0.534, 1.099
 0.343,-0.929,-0.191,-0.554,-0.875, 0.367,-0.554, 1.099
 0.344,-0.914,-0.197,-0.577,-0.865, 0.355,-0.577, 1.099
 0.345,-0.898,-0.201,-0.600,-0.854, 0.343,-0.600, 1.099
 0.345,-0.882,-0.200,-0.623,-0.840, 0.336,-0.623, 1.098
 0.346,-0.866,-0.197,-0.647,-0.824, 0.330,-0.647, 1.098
 0.347,-0.848,-0.195,-0.670,-0.808, 0.323,-0.670, 1.098
 0.347,-0.829,-0.191,-0.694,-0.790, 0.317,-0.694, 1.098
 0.348,-0.810,-0.185,-0.718,-0.771, 0.311,-0.718, 1.098
 0.349,-0.789,-0.180,-0.742,-0.750, 0.304,-0.742, 1.098
 0.349,-0.767,-0.177,-0.766,-0.730, 0.295,-0.766, 1.099
 0.350,-0.745,-0.178,-0.788,-0.712, 0.282,-0.788, 1.099
 0.351,-0.723,-0.186,-0.806,-0.698, 0.264,-0.806, 1.099
 0.351,-0.700,-0.197,-0.824,-0.686, 0.242,-0.824, 1.099
 0.352,-0.676,-0.210,-0.840,-0.673, 0.219,-0.840, 1.099
 0.353,-0.652,-0.218,-0.857,-0.658, 0.199,-0.857, 1.099
 0.353,-0.627,-0.221,-0.875,-0.640, 0.183,-0.875, 1.099
 0.354,-0.604,-0.219,-0.892,-0.619, 0.172,-0.892, 1.099
 0.355,-0.581,-0.210,-0.909,-0.595, 0.167,-0.909, 1.099
 0.355,-0.559,-0.201,-0.925,-0.572, 0.162,-0.925, 1.099
 0.356,-0.536,-0.194,-0.940,-0.549, 0.155,-0.940, 1.099
 0.357,-0.513,-0.186,-0.955,-0.524, 0.149,-0.955, 1.099
 0.357,-0.488,-0.180,-0.968,-0.501, 0.139,-0.968, 1.099
 0.358,-0.463,-0.184,-0.980,-0.483, 0.122,-0.980, 1.099
 0.359,-0.438,-0.194,-0.989,-0.469, 0.100,-0.989, 1.099
 0.359,-0.415,-0.207,-0.996,-0.458, 0.076,-0.996, 1.098
 0.360,-0.390,-0.222,-1.003,-0.445, 0.050,-1.003, 1.098
 0.361,-0.365,-0.236,-1.009,-0.434, 0.024,-1.009, 1.098
 0.361,-0.342,-0.255,-1.012,-0.427,-0.003,-1.012, 1.098
 0.362,-0.319,-0.274,-1.015,-0.419,-0.032,-1.015, 1.098
 0.363,-0.295,-0.292,-1.017,-0.411,-0.061,-1.017, 1.098
 0.363,-0.269,-0.311,-1.019,-0.401,-0.091,-1.019, 1.098
 0.364,-0.242,-0.329,-1.020,-0.390,-0.121,-1.020, 1.099
 0.365,-0.218,-0.348,-1.019,-0.382,-0.150,-1.019, 1.099
 0.365,-0.193,-0.367,-1.018,-0.374,-0.180,-1.018, 1.099
 0.366,-0.167,-0.385,-1.016,-0.364,-0.209,-1.016, 1.099
 0.367,-0.140,-0.398,-1.015,-0.350,-0.235,-1.015, 1.099
 0.367,-0.112,-0.411,-1.014,-0.336,-0.262,-1.014, 1.100
 0.368,-0.085,-0.423,-1.012,-0.322,-0.287,-1.012, 1.100
 0.369,-0.058,-0.432,-1.010,-0.305,-0.310,-1.010, 1.100
 0.369,-0.029,-0.440,-1.007,-0.288,-0.334,-1.007, 1.100
 0.370, 0.002,-0.450,-1.003,-0.270,-0.361,-1.003, 1.099
 0.371, 0.034,-0.462,-0.996,-0.252,-0.389,-0.996, 1.099
 0.371, 0.064,-0.475,-0.989,-0.236,-0.417,-0.989, 1.099
 0.372, 0.089,-0.491,-0.979,-0.226,-0.444,-0.979, 1.099
 0.373, 0.105,-0.510,-0.968,-0.225,-0.469,-0.968, 1.099
 0.373, 0.117,-0.530,-0.955,-0.229,-0.492,-0.955, 1.099
 0.374, 0.130,-0.551,-0.942,-0.232,-0.516,-0.942, 1.099
 0.375, 0.139,-0.573,-0.928,-0.239,-0.539,-0.928, 1.099
 0.375, 0.143,-0.595,-0.913,-0.250,-0.559,-0.913, 1.099
 0.376, 0.149,-0.617,-0.897,-0.259,-0.579,-0.897, 1.099
 0.377, 0.154,-0.639,-0.881,-0.269,-0.599,-0.881, 1.099
 0.377, 0.159,-0.661,-0.863,-0.279,-0.620,-0.863, 1.099
 0.378, 0.162,-0.683,-0.845,-0.292,-0.639,-0.845, 1.099
 0.379, 0.165,-0.705,-0.826,-0.303,-0.658,-0.826, 1.099
 0.379, 0.174,-0.725,-0.807,-0.309,-0.678,-0.807, 1.099
 0.380, 0.186,-0.744,-0.787,-0.312,-0.700,-0.787, 1.099
 0.381, 0.199,-0.761,-0.766,-0.313,-0.722,-0.766, 1.099
 0.381, 0.212,-0.779,-0.745,-0.316,-0.744,-0.745, 1.099
 0.382, 0.225,-0.797,-0.722,-0.316,-0.765,-0.722, 1.099
 0.383, 0.236,-0.814,-0.699,-0.320,-0.785,-0.699, 1.099
 0.383, 0.244,-0.832,-0.676,-0.326,-0.803,-0.676, 1.099
 0.384, 0.251,-0.848,-0.653,-0.331,-0.820,-0.653, 1.099
 0.385, 0.257,-0.865,-0.628,-0.338,-0.836,-0.628, 1.099
 0.385, 0.260,-0.882,-0.603,-0.347,-0.851,-0.603, 1.099
 0.386, 0.264,-0.898,-0.576,-0.355,-0.866,-0.576, 1.099
 0.387, 0.269,-0.913,-0.550,-0.361,-0.881,-0.550, 1.099
 0.387, 0.279,-0.925,-0.524,-0.362,-0.896,-0.524, 1.099
 0.388, 0.290,-0.936,-0.498,-0.362,-0.911,-0.498, 1.100
 0.389, 0.303,-0.946,-0.472,-0.358,-0.926,-0.472, 1.099
 0.389, 0.318,-0.954,-0.445,-0.353,-0.941,-0.445, 1.099
 0.390, 0.328,-0.963,-0.417,-0.352,-0.954,-0.417, 1.099
 0.391, 0.339,-0.971,-0.390,-0.350,-0.967,-0.390, 1.100
 0.391, 0.353,-0.976,-0.364,-0.343,-0.979,-0.364, 1.100
 0.392, 0.372,-0.976,-0.343,-0.329,-0.991,-0.343, 1.099
 0.393, 0.396,-0.972,-0.327,-0.310,-1.003,-0.327, 1.099
 0.393, 0.421,-0.965,-0.315,-0.287,-1.013,-0.315, 1.099
 0.394, 0.447,-0.956,-0.305,-0.263,-1.022,-0.305, 1.099
 0.395, 0.473,-0.946,-0.299,-0.237,-1.030,-0.299, 1.099
 0.395, 0.499,-0.933,-0.295,-0.210,-1.037,-0.295, 1.099
 0.396, 0.525,-0.920,-0.291,-0.183,-1.043,-0.291, 1.099
 0.397, 0.551,-0.905,-0.291,-0.155,-1.048,-0.291, 1.099
 0.397, 0.577,-0.889,-0.290,-0.126,-1.052,-0.290, 1.099
 0.398, 0.603,-0.873,-0.287,-0.097,-1.056,-0.287, 1.099
 0.399, 0.628,-0.857,-0.280,-0.068,-1.060,-0.280, 1.099
 0.399, 0.654,-0.841,-0.272,-0.039,-1.064,-0.272, 1.099
 0.400, 0.679,-0.822,-0.266,-0.010,-1.066,-0.266, 1.099
 0.401, 0.703,-0.802,-0.267, 0.021,-1.066,-0.267, 1.099
 0.401, 0.725,-0.780,-0.270, 0.050,-1.064,-0.270, 1.099
 0.402, 0.747,-0.758,-0.272, 0.080,-1.062,-0.272, 1.099
 0.403, 0.769,-0.735,-0.276, 0.111,-1.058,-0.276, 1.099
 0.403, 0.789,-0.711,-0.283, 0.141,-1.053,-0.283, 1.099
 0.404, 0.809,-0.686,-0.287, 0.170,-1.047,-0.287, 1.099
 0.405, 0.821,-0.664,-0.302, 0.192,-1.038,-0.302, 1.098
 0.405, 0.824,-0.645,-0.328, 0.206,-1.026,-0.328, 1.097
 0.406, 0.821,-0.630,-0.360, 0.212,-1.012,-0.360, 1.095
 0.407, 0.814,-0.618,-0.393, 0.214,-0.999,-0.393, 1.094
 0.407, 0.805,-0.608,-0.424, 0.212,-0.986,-0.424, 1.094
 0.408, 0.795,-0.600,-0.456, 0.209,-0.973,-0.456, 1.095
 0.409, 0.784,-0.592,-0.486, 0.204,-0.960,-0.486, 1.096
 0.409, 0.770,-0.586,-0.515, 0.197,-0.947,-0.515, 1.096
 0.410, 0.754,-0.582,-0.544, 0.186,-0.935,-0.544, 1.097
 0.411, 0.736,-0.582,-0.570, 0.171,-0.923,-0.570, 1.098
 0.411, 0.716,-0.588,-0.590, 0.151,-0.914,-0.590, 1.098
 0.412, 0.688,-0.599,-0.606, 0.122,-0.904,-0.606, 1.096
 0.413, 0.618,-0.618,-0.627, 0.056,-0.872,-0.627, 1.076
 0.413, 0.519,-0.642,-0.650,-0.036,-0.825,-0.650, 1.050
 0.414, 0.406,-0.667,-0.673,-0.138,-0.769,-0.673, 1.031
 0.415, 0.293,-0.692,-0.695,-0.239,-0.712,-0.695, 1.023
 0.415, 0.187,-0.715,-0.714,-0.334,-0.659,-0.714, 1.027
 0.416, 0.093,-0.734,-0.730,-0.418,-0.610,-0.730, 1.040
 0.417, 0.014,-0.750,-0.743,-0.489,-0.569,-0.743, 1.056
 0.417,-0.050,-0.763,-0.753,-0.546,-0.536,-0.753, 1.074
 0.418,-0.102,-0.776,-0.757,-0.594,-0.510,-0.757, 1.089
 0.419,-0.147,-0.785,-0.757,-0.634,-0.486,-0.757, 1.101
 0.419,-0.187,-0.790,-0.756,-0.668,-0.462,-0.756, 1.109
 0.420,-0.223,-0.792,-0.752,-0.696,-0.439,-0.752, 1.115
 0.421,-0.256,-0.790,-0.748,-0.720,-0.414,-0.748, 1.117
 0.421,-0.288,-0.787,-0.741,-0.742,-0.390,-0.741, 1.118
 0.422,-0.318,-0.782,-0.733,-0.761,-0.364,-0.733, 1.118
 0.423,-0.348,-0.773,-0.726,-0.778,-0.338,-0.726, 1.116
 0.423,-0.377,-0.764,-0.717,-0.794,-0.310,-0.717, 1.114
 0.424,-0.407,-0.756,-0.705,-0.811,-0.283,-0.705, 1.111
 0.425,-0.435,-0.747,-0.694,-0.825,-0.256,-0.694, 1.109
 0.425,-0.463,-0.737,-0.683,-0.840,-0.229,-0.683, 1.107
 0.426,-0.491,-0.730,-0.668,-0.856,-0.204,-0.668, 1.105
 0.427,-0.517,-0.725,-0.651,-0.872,-0.182,-0.651, 1.103
 0.427,-0.538,-0.725,-0.631,-0.887,-0.167,-0.631, 1.102
 0.428,-0.558,-0.727,-0.610,-0.903,-0.154,-0.610, 1.101
 0.429,-0.571,-0.734,-0.587,-0.918,-0.148,-0.587, 1.100
 0.429,-0.582,-0.743,-0.564,-0.932,-0.147,-0.564, 1.099
 0.430,-0.592,-0.752,-0.540,-0.946,-0.145,-0.540, 1.099
 0.431,-0.597,-0.764,-0.517,-0.958,-0.149,-0.517, 1.098
 0.431,-0.600,-0.777,-0.492,-0.969,-0.156,-0.492, 1.098
 0.432,-0.601,-0.792,-0.467,-0.980,-0.165,-0.467, 1.098
 0.433,-0.601,-0.806,-0.441,-0.990,-0.174,-0.441, 1.098
 0.433,-0.597,-0.822,-0.416,-0.999,-0.187,-0.416, 1.098
 0.434,-0.588,-0.840,-0.393,-1.004,-0.205,-0.393, 1.098
 0.435,-0.574,-0.858,-0.373,-1.007,-0.227,-0.373, 1.098
 0.435,-0.556,-0.877,-0.357,-1.007,-0.252,-0.357, 1.098
 0.436,-0.533,-0.895,-0.345,-1.004,-0.280,-0.345, 1.098
 0.437,-0.508,-0.913,-0.338,-0.998,-0.308,-0.338, 1.098
 0.437,-0.483,-0.927,-0.335,-0.990,-0.335,-0.335, 1.098
 0.438,-0.457,-0.940,-0.337,-0.981,-0.361,-0.337, 1.098
 0.439,-0.430,-0.952,-0.341,-0.970,-0.387,-0.341, 1.098
 0.439,-0.402,-0.963,-0.343,-0.958,-0.414,-0.343, 1.099
 0.440,-0.374,-0.975,-0.343,-0.947,-0.441,-0.343, 1.099
 0.441,-0.345,-0.985,-0.345,-0.934,-0.466,-0.345, 1.099
 0.441,-0.315,-0.993,-0.349,-0.919,-0.492,-0.349, 1.099
 0.442,-0.285,-1.001,-0.354,-0.903,-0.518,-0.354, 1.099
 0.443,-0.255,-1.007,-0.359,-0.887,-0.542,-0.359, 1.099
 0.443,-0.225,-1.013,-0.363,-0.870,-0.567,-0.363, 1.100
 0.444,-0.196,-1.019,-0.364,-0.853,-0.590,-0.364, 1.100
 0.445,-0.170,-1.022,-0.328,-0.838,-0.609,-0.328, 1.086
 0.445,-0.149,-1.020,-0.246,-0.823,-0.622,-0.246, 1.060
 0.446,-0.133,-1.016,-0.141,-0.809,-0.629,-0.141, 1.035
 0.447,-0.122,-1.011,-0.027,-0.798,-0.632,-0.027, 1.018
 0.447,-0.114,-1.005, 0.086,-0.789,-0.633, 0.086, 1.015
 0.448,-0.109,-0.998, 0.189,-0.781,-0.631, 0.189, 1.022
 0.449,-0.106,-0.993, 0.280,-0.776,-0.628, 0.280, 1.037
 0.449,-0.104,-0.988, 0.355,-0.772,-0.625, 0.355, 1.055
 0.450,-0.106,-0.983, 0.417,-0.770,-0.619, 0.417, 1.073
 0.451,-0.112,-0.976, 0.467,-0.770,-0.609, 0.467, 1.088
 0.451,-0.125,-0.968, 0.505,-0.775,-0.594, 0.505, 1.099
 0.452,-0.142,-0.960, 0.534,-0.782,-0.574, 0.534, 1.108
 0.453,-0.163,-0.949, 0.557,-0.790,-0.551, 0.557, 1.112
 0.453,-0.188,-0.936, 0.576,-0.798,-0.523, 0.576, 1.115
 0.454,-0.214,-0.921, 0.591,-0.807,-0.494, 0.591, 1.115
 0.455,-0.239,-0.906, 0.604,-0.814,-0.464, 0.604, 1.115
 0.455,-0.265,-0.889, 0.615,-0.821,-0.433, 0.615, 1.113
 0.456,-0.291,-0.873, 0.624,-0.827,-0.402, 0.624, 1.111
 0.457,-0.321,-0.854, 0.630,-0.836,-0.367, 0.630, 1.109
 0.457,-0.352,-0.836, 0.633,-0.845,-0.331, 0.633, 1.106
 0.458,-0.382,-0.819, 0.635,-0.854,-0.296, 0.635, 1.105
 0.459,-0.413,-0.800, 0.637,-0.862,-0.259, 0.637, 1.103
 0.459,-0.444,-0.781, 0.637,-0.870,-0.223, 0.637, 1.101
 0.460,-0.473,-0.762, 0.639,-0.877,-0.188, 0.639, 1.101
 0.461,-0.500,-0.741, 0.641,-0.881,-0.153, 0.641, 1.100
 0.461,-0.527,-0.721, 0.643,-0.885,-0.119, 0.643, 1.100
 0.462,-0.554,-0.700, 0.643,-0.888,-0.084, 0.643, 1.100
 0.463,-0.580,-0.679, 0.642,-0.892,-0.049, 0.642, 1.100
 0.463,-0.604,-0.657, 0.643,-0.892,-0.016, 0.643, 1.100
