NORMALIZED_TIME, INERTIAL_X, INERTIAL_Y, INERTIAL_Z, ASTEROID_X, ASTEROID_Y, ASTEROID_Z, RADIUS
 0.773, 0.245, 1.072, 0.000, 1.100,-0.006, 0.000, 1.100
 0.774, 0.244, 1.073, 0.000, 1.100,-0.006, 0.000, 1.100
 0.775, 0.243, 1.073, 0.000, 1.100,-0.006, 0.000, 1.100
 0.775, 0.241, 1.073, 0.000, 1.100,-0.006, 0.000, 1.100
 0.776, 0.240, 1.074, 0.000, 1.100,-0.006, 0.000, 1.100
 0.777, 0.239, 1.074, 0.000, 1.100,-0.006, 0.000, 1.100
 0.777, 0.238, 1.074, 0.000, 1.100,-0.006, 0.000, 1.100
 0.778, 0.236, 1.074, 0.000, 1.100,-0.006, 0.000, 1.100
 0.779, 0.235, 1.075, 0.000, 1.100,-0.006, 0.000, 1.100
 0.779, 0.234, 1.075, 0.000, 1.100,-0.006, 0.000, 1.100
 0.780, 0.233, 1.075, 0.000, 1.100,-0.006, 0.000, 1.100
 0.781, 0.231, 1.075, 0.000, 1.100,-0.006, 0.000, 1.100
 0.781, 0.230, 1.076, 0.000, 1.100,-0.006, 0.000, 1.100
 0.782, 0.229, 1.076, 0.000, 1.100,-0.006, 0.000, 1.100
 0.783, 0.228, 1.076, 0.000, 1.100,-0.006, 0.000, 1.100
 0.783, 0.226, 1.077, 0.000, 1.100,-0.006, 0.000, 1.100
 0.784, 0.225, 1.077, 0.000, 1.100,-0.006, 0.000, 1.100
 0.785, 0.224, 1.077, 0.000, 1.100,-0.006, 0.000, 1.100
 0.785, 0.223, 1.077, 0.000, 1.100,-0.006, 0.000, 1.100
 0.786, 0.221, 1.078, 0.000, 1.100,-0.006, 0.000, 1.100
 0.787, 0.220, 1.078, 0.000, 1.100,-0.006, 0.000, 1.100
 0.787, 0.219, 1.078, 0.000, 1.100,-0.006, 0.000, 1.100
 0.788, 0.218, 1.078, 0.000, 1.100,-0.006, 0.000, 1.100
 0.789, 0.216, 1.079, 0.000, 1.100,-0.006, 0.000, 1.100
 0.789, 0.215, 1.079, 0.000, 1.100,-0.006, 0.000, 1.100
 0.790, 0.214, 1.079, 0.000, 1.100,-0.006, 0.000, 1.100
 0.791, 0.213, 1.079, 0.000, 1.100,-0.006, 0.000, 1.100
 0.791, 0.211, 1.080, 0.000, 1.100,-0.006, 0.000, 1.100
 0.792, 0.210, 1.080, 0.000, 1.100,-0.006, 0.000, 1.100
 0.793, 0.209, 1.080, 0.000, 1.100,-0.006, 0.000, 1.100
 0.793, 0.207, 1.080, 0.000, 1.100,-0.006, 0.000, 1.100
 0.794, 0.206, 1.081, 0.000, 1.100,-0.006, 0.000, 1.100
 0.795, 0.205, 1.081, 0.000, 1.100,-0.006, 0.000, 1.100
 0.795, 0.204, 1.081, 0.000, 1.100,-0.006, 0.000, 1.100
 0.796, 0.202, 1.081, 0.000, 1.100,-0.006, 0.000, 1.100
 0.797, 0.201, 1.081, 0.000, 1.100,-0.006, 0.000, 1.100
 0.797, 0.200, 1.082, 0.000, 1.100,-0.006, 0.000, 1.100
 0.798, 0.199, 1.082, 0.000, 1.100,-0.006, 0.000, 1.100
 0.799, 0.197, 1.082, 0.000, 1.100,-0.006, 0.000, 1.100
 0.799, 0.196, 1.082, 0.000, 1.100,-0.006, 0.000, 1.100
 0.800, 0.195, 1.083, 0.000, 1.100,-0.006, 0.000, 1.100
 0.801, 0.194, 1.083, 0.000, 1.100,-0.006, 0.000, 1.100
 0.801, 0.192, 1.083, 0.000, 1.100,-0.006, 0.000, 1.100
 0.802, 0.191, 1.083, 0.000, 1.100,-0.006, 0.000, 1.100
 0.803, 0.190, 1.084, 0.000, 1.100,-0.006, 0.000, 1.100
 0.803, 0.189, 1.084, 0.000, 1.100,-0.006, 0.000, 1.100
 0.804, 0.187, 1.084, 0.000, 1.100,-0.006, 0.000, 1.100
 0.805, 0.186, 1.084, 0.000, 1.100,-0.006, 0.000, 1.100
 0.805, 0.185, 1.084, 0.000, 1.100,-0.006, 0.000, 1.100
 0.806, 0.184, 1.085, 0.000, 1.100,-0.006, 0.000, 1.100
 0.807, 0.182, 1.085, 0.000, 1.100,-0.006, 0.000, 1.100
 0.807, 0.181, 1.085, 0.000, 1.100,-0.006, 0.000, 1.100
 0.808, 0.180, 1.085, 0.000, 1.100,-0.006, 0.000, 1.100
 0.809, 0.178, 1.085, 0.000, 1.100,-0.006, 0.000, 1.100
 0.809, 0.177, 1.086, 0.000, 1.100,-0.006, 0.000, 1.100
 0.810, 0.176, 1.086, 0.000, 1.100,-0.006, 0.000, 1.100
 0.811, 0.175, 1.086, 0.000, 1.100,-0.006, 0.000, 1.100
 0.811, 0.173, 1.086, 0.000, 1.100,-0.006, 0.000, 1.100
 0.812, 0.172, 1.086, 0.000, 1.100,-0.006, 0.000, 1.100
 0.813, 0.171, 1.087, 0.000, 1.100,-0.006, 0.000, 1.100
 0.813, 0.170, 1.087, 0.000, 1.100,-0.006, 0.000, 1.100
 0.814, 0.168, 1.087, 0.000, 1.100,-0.006, 0.000, 1.100
 0.815, 0.167, 1.087, 0.000, 1.100,-0.006, 0.000, 1.100
 0.815, 0.166, 1.087, 0.000, 1.100,-0.006, 0.000, 1.100
 0.816, 0.165, 1.088, 0.000, 1.100,-0.006, 0.000, 1.100
 0.817, 0.163, 1.088, 0.000, 1.100,-0.006, 0.000, 1.100
 0.817, 0.162, 1.088, 0.000, 1.100,-0.006, 0.000, 1.100
 0.818, 0.161, 1.088, 0.000, 1.100,-0.006, 0.000, 1.100
 0.819, 0.159, 1.088, 0.000, 1.100,-0.006, 0.000, 1.100
 0.819, 0.158, 1.089, 0.000, 1.100,-0.006, 0.000, 1.100
 0.820, 0.157, 1.089, 0.000, 1.100,-0.006, 0.000, 1.100
 0.821, 0.156, 1.089, 0.000, 1.100,-0.006, 0.000, 1.100
 0.821, 0.154, 1.089, 0.000, 1.100,-0.006, 0.000, 1.100
 0.822, 0.153, 1.089, 0.000, 1.100,-0.006, 0.000, 1.100
 0.823, 0.152, 1.090, 0.000, 1.100,-0.006, 0.000, 1.100
 0.823, 0.151, 1.090, 0.000, 1.100,-0.006, 0.000, 1.100
 0.824, 0.149, 1.090, 0.000, 1.100,-0.006, 0.000, 1.100
 0.825, 0.148, 1.090, 0.000, 1.100,-0.006, 0.000, 1.100
 0.825, 0.147, 1.090, 0.000, 1.100,-0.006, 0.000, 1.100
 0.826, 0.145, 1.090, 0.000, 1.100,-0.006, 0.000, 1.100
 0.827, 0.144, 1.091, 0.000, 1.100,-0.006, 0.000, 1.100
 0.827, 0.143, 1.091, 0.000, 1.100,-0.006, 0.000, 1.100
 0.828, 0.142, 1.091, 0.000, 1.100,-0.006, 0.000, 1.100
 0.829, 0.140, 1.091, 0.000, 1.100,-0.006, 0.000, 1.100
 0.829, 0.139, 1.091, 0.000, 1.100,-0.006, 0.000, 1.100
 0.830, 0.138, 1.091, 0.000, 1.100,-0.006, 0.000, 1.100
 0.831, 0.137, 1.092, 0.000, 1.100,-0.006, 0.000, 1.100
 0.831, 0.135, 1.092, 0.000, 1.100,-0.006, 0.000, 1.100
 0.832, 0.134, 1.092, 0.000, 1.100,-0.006, 0.000, 1.100
 0.833, 0.133, 1.092, 0.000, 1.100,-0.006, 0.000, 1.100
 0.833, 0.132, 1.092, 0.000, 1.100,-0.006, 0.000, 1.100
 0.834, 0.130, 1.092, 0.000, 1.100,-0.006, 0.000, 1.100
 0.835, 0.129, 1.092, 0.000, 1.100,-0.006, 0.000, 1.100
 0.835, 0.128, 1.093, 0.000, 1.100,-0.006, 0.000, 1.100
 0.836, 0.126, 1.093, 0.000, 1.100,-0.006, 0.000, 1.100
 0.837, 0.125, 1.093, 0.000, 1.100,-0.006, 0.000, 1.100
 0.837, 0.124, 1.093, 0.000, 1.100,-0.006, 0.000, 1.100
 0.838, 0.123, 1.093, 0.000, 1.100,-0.006, 0.000, 1.100
 0.839, 0.121, 1.093, 0.000, 1.100,-0.006, 0.000, 1.100
 0.839, 0.120, 1.093, 0.000, 1.100,-0.006, 0.000, 1.100
 0.840, 0.119, 1.094, 0.000, 1.100,-0.006, 0.000, 1.100
 0.841, 0.118, 1.094, 0.000, 1.100,-0.006, 0.000, 1.100
 0.841, 0.116, 1.094, 0.000, 1.100,-0.006, 0.000, 1.100
 0.842, 0.115, 1.094, 0.000, 1.100,-0.006, 0.000, 1.100
 0.843, 0.114, 1.094, 0.000, 1.100,-0.006, 0.000, 1.100
 0.843, 0.112, 1.094, 0.000, 1.100,-0.006, 0.000, 1.100
 0.844, 0.111, 1.094, 0.000, 1.100,-0.006, 0.000, 1.100
 0.845, 0.110, 1.095, 0.000, 1.100,-0.006, 0.000, 1.100
 0.845, 0.109, 1.095, 0.000, 1.100,-0.006, 0.000, 1.100
 0.846, 0.107, 1.095, 0.000, 1.100,-0.006, 0.000, 1.100
 0.847, 0.106, 1.095, 0.000, 1.100,-0.006, 0.000, 1.100
 0.847, 0.105, 1.095, 0.000, 1.100,-0.006, 0.000, 1.100
 0.848, 0.103, 1.095, 0.000, 1.100,-0.006, 0.000, 1.100
 0.849, 0.102, 1.095, 0.000, 1.100,-0.006, 0.000, 1.100
 0.849, 0.101, 1.095, 0.000, 1.100,-0.006, 0.000, 1.100
 0.850, 0.100, 1.096, 0.000, 1.100,-0.006, 0.000, 1.100
 0.851, 0.098, 1.096, 0.000, 1.100,-0.006, 0.000, 1.100
 0.851, 0.097, 1.096, 0.000, 1.100,-0.006, 0.000, 1.100
 0.852, 0.096, 1.096, 0.000, 1.100,-0.006, 0.000, 1.100
 0.853, 0.095, 1.096, 0.000, 1.100,-0.006, 0.000, 1.100
 0.853, 0.093, 1.096, 0.000, 1.100,-0.006, 0.000, 1.100
 0.854, 0.092, 1.096, 0.000, 1.100,-0.006, 0.000, 1.100
 0.855, 0.091, 1.096, 0.000, 1.100,-0.006, 0.000, 1.100
 0.855, 0.089, 1.096, 0.000, 1.100,-0.006, 0.000, 1.100
 0.856, 0.088, 1.097, 0.000, 1.100,-0.006, 0.000, 1.100
 0.857, 0.087, 1.097, 0.000, 1.100,-0.006, 0.000, 1.100
 0.857, 0.086, 1.097, 0.000, 1.100,-0.006, 0.000, 1.100
 0.858, 0.084, 1.097, 0.000, 1.100,-0.006, 0.000, 1.100
 0.859, 0.083, 1.097, 0.000, 1.100,-0.006, 0.000, 1.100
 0.859, 0.082, 1.097, 0.000, 1.100,-0.006, 0.000, 1.100
 0.860, 0.080, 1.097, 0.000, 1.100,-0.006, 0.000, 1.100
 0.861, 0.079, 1.097, 0.000, 1.100,-0.006, 0.000, 1.100
 0.861, 0.078, 1.097, 0.000, 1.100,-0.006, 0.000, 1.100
 0.862, 0.077, 1.097, 0.000, 1.100,-0.006, 0.000, 1.100
 0.863, 0.075, 1.097, 0.000, 1.100,-0.006, 0.000, 1.100
 0.863, 0.074, 1.098, 0.000, 1.100,-0.006, 0.000, 1.100
 0.864, 0.073, 1.098, 0.000, 1.100,-0.006, 0.000, 1.100
 0.865, 0.072, 1.098, 0.000, 1.100,-0.006, 0.000, 1.100
 0.865, 0.070, 1.098, 0.000, 1.100,-0.006, 0.000, 1.100
 0.866, 0.069, 1.098, 0.000, 1.100,-0.006, 0.000, 1.100
 0.867, 0.068, 1.098, 0.000, 1.100,-0.006, 0.000, 1.100
 0.867, 0.066, 1.098, 0.000, 1.100,-0.006, 0.000, 1.100
 0.868, 0.065, 1.098, 0.000, 1.100,-0.006, 0.000, 1.100
 0.869, 0.064, 1.098, 0.000, 1.100,-0.006, 0.000, 1.100
 0.869, 0.063, 1.098, 0.000, 1.100,-0.006, 0.000, 1.100
 0.870, 0.061, 1.098, 0.000, 1.100,-0.006, 0.000, 1.100
 0.871, 0.060, 1.098, 0.000, 1.100,-0.006, 0.000, 1.100
 0.871, 0.059, 1.098, 0.000, 1.100,-0.006, 0.000, 1.100
 0.872, 0.057, 1.099, 0.000, 1.100,-0.006, 0.000, 1.100
 0.873, 0.056, 1.099, 0.000, 1.100,-0.006, 0.000, 1.100
 0.873, 0.055, 1.099, 0.000, 1.100,-0.006, 0.000, 1.100
 0.874, 0.054, 1.099, 0.000, 1.100,-0.006, 0.000, 1.100
 0.875, 0.052, 1.099, 0.000, 1.100,-0.006, 0.000, 1.100
 0.875, 0.051, 1.099, 0.000, 1.100,-0.006, 0.000, 1.100
 0.876, 0.050, 1.099, 0.000, 1.100,-0.006, 0.000, 1.100
 0.877, 0.049, 1.099, 0.000, 1.100,-0.006, 0.000, 1.100
 0.877, 0.047, 1.099, 0.000, 1.100,-0.006, 0.000, 1.100
 0.878, 0.046, 1.099, 0.000, 1.100,-0.006, 0.000, 1.100
 0.879, 0.045, 1.099, 0.000, 1.100,-0.006, 0.000, 1.100
 0.879, 0.043, 1.099, 0.000, 1.100,-0.006, 0.000, 1.100
 0.880, 0.042, 1.099, 0.000, 1.100,-0.006, 0.000, 1.100
 0.881, 0.041, 1.099, 0.000, 1.100,-0.006, 0.000, 1.100
 0.881, 0.040, 1.099, 0.000, 1.100,-0.006, 0.000, 1.100
 0.882, 0.038, 1.099, 0.000, 1.100,-0.006, 0.000, 1.100
 0.883, 0.037, 1.099, 0.000, 1.100,-0.006, 0.000, 1.100
 0.883, 0.036, 1.099, 0.000, 1.100,-0.006, 0.000, 1.100
 0.884, 0.034, 1.100, 0.000, 1.100,-0.006, 0.000, 1.100
 0.885, 0.033, 1.100, 0.000, 1.100,-0.006, 0.000, 1.100
 0.885, 0.032, 1.100, 0.000, 1.100,-0.006, 0.000, 1.100
 0.886, 0.031, 1.100, 0.000, 1.100,-0.006, 0.000, 1.100
 0.887, 0.029, 1.100, 0.000, 1.100,-0.006, 0.000, 1.100
 0.887, 0.028, 1.100, 0.000, 1.100,-0.006, 0.000, 1.100
 0.888, 0.027, 1.100, 0.000, 1.100,-0.006, 0.000, 1.100
 0.889, 0.025, 1.100, 0.000, 1.100,-0.006, 0.000, 1.100
 0.889, 0.024, 1.100, 0.000, 1.100,-0.006, 0.000, 1.100
 0.890, 0.023, 1.100, 0.000, 1.100,-0.006, 0.000, 1.100
 0.891, 0.022, 1.100, 0.000, 1.100,-0.006, 0.000, 1.100
 0.891, 0.020, 1.100, 0.000, 1.100,-0.006, 0.000, 1.100
 0.892, 0.019, 1.100, 0.000, 1.100,-0.006, 0.000, 1.100
 0.893, 0.018, 1.100, 0.000, 1.100,-0.006, 0.000, 1.100
 0.893, 0.016, 1.100, 0.000, 1.100,-0.006, 0.000, 1.100
 0.894, 0.015, 1.100, 0.000, 1.100,-0.006, 0.000, 1.100
 0.895, 0.014, 1.100, 0.000, 1.100,-0.006, 0.000, 1.100
 0.895, 0.013, 1.100, 0.000, 1.100,-0.006, 0.000, 1.100
 0.896, 0.011, 1.100, 0.000, 1.100,-0.006, 0.000, 1.100
 0.897, 0.010, 1.100, 0.000, 1.100,-0.006, 0.000, 1.100
 0.897, 0.009, 1.100, 0.000, 1.100,-0.006, 0.000, 1.100
 0.898, 0.008, 1.100, 0.000, 1.100,-0.006, 0.000, 1.100
 0.899, 0.006, 1.100, 0.000, 1.100,-0.006, 0.000, 1.100
 0.899, 0.005, 1.100, 0.000, 1.100,-0.006, 0.000, 1.100
 0.900, 0.004, 1.100, 0.000, 1.100,-0.006, 0.000, 1.100
 0.901, 0.002, 1.100, 0.000, 1.100,-0.006, 0.000, 1.100
 0.901, 0.001, 1.100, 0.000, 1.100,-0.006, 0.000, 1.100
 0.902,-0.000, 1.100, 0.000, 1.100,-0.006, 0.000, 1.100
 0.903,-0.001, 1.100, 0.000, 1.100,-0.006, 0.000, 1.100
 0.903,-0.003, 1.100, 0.000, 1.100,-0.006, 0.000, 1.100
 0.904,-0.004, 1.100, 0.000, 1.100,-0.006, 0.000, 1.100
 0.905,-0.005, 1.100, 0.000, 1.100,-0.006, 0.000, 1.100
 0.905,-0.007, 1.100, 0.000, 1.100,-0.006, 0.000, 1.100
 0.906,-0.008, 1.100, 0.000, 1.100,-0.006, 0.000, 1.100
 0.907,-0.009, 1.100, 0.000, 1.100,-0.006, 0.000, 1.100
 0.907,-0.010, 1.100, 0.000, 1.100,-0.006, 0.000, 1.100
 0.908,-0.012, 1.100, 0.000, 1.100,-0.006, 0.000, 1.100
 0.909,-0.013, 1.100, 0.000, 1.100,-0.006, 0.000, 1.100
 0.909,-0.014, 1.100, 0.000, 1.100,-0.006, 0.000, 1.100
 0.910,-0.016, 1.100, 0.000, 1.100,-0.006, 0.000, 1.100
 0.911,-0.017, 1.100, 0.000, 1.100,-0.006, 0.000, 1.100
 0.911,-0.018, 1.100, 0.000, 1.100,-0.006, 0.000, 1.100
 0.912,-0.019, 1.100, 0.000, 1.100,-0.006, 0.000, 1.100
 0.913,-0.021, 1.100, 0.000, 1.100,-0.006, 0.000, 1.100
 0.913,-0.022, 1.100, 0.000, 1.100,-0.006, 0.000, 1.100
 0.914,-0.023, 1.100, 0.000, 1.100,-0.006, 0.000, 1.100
 0.915,-0.025, 1.100, 0.000, 1.100,-0.006, 0.000, 1.100
 0.915,-0.026, 1.100, 0.000, 1.100,-0.006, 0.000, 1.100
 0.916,-0.027, 1.100, 0.000, 1.100,-0.006, 0.000, 1.100
 0.917,-0.028, 1.100, 0.000, 1.100,-0.006, 0.000, 1.100
 0.917,-0.030, 1.100, 0.000, 1.100,-0.006, 0.000, 1.100
 0.918,-0.031, 1.100, 0.000, 1.100,-0.006, 0.000, 1.100
 0.919,-0.032, 1.100, 0.000, 1.100,-0.006, 0.000, 1.100
 0.919,-0.034, 1.100, 0.000, 1.100,-0.006, 0.000, 1.100
 0.920,-0.035, 1.099, 0.000, 1.100,-0.006, 0.000, 1.100
 0.921,-0.036, 1.099, 0.000, 1.100,-0.006, 0.000, 1.100
 0.921,-0.037, 1.099, 0.000, 1.100,-0.006, 0.000, 1.100
 0.922,-0.039, 1.099, 0.000, 1.100,-0.006, 0.000, 1.100
 0.923,-0.040, 1.099, 0.000, 1.100,-0.006, 0.000, 1.100
 0.923,-0.041, 1.099, 0.000, 1.100,-0.006, 0.000, 1.100
 0.924,-0.042, 1.099, 0.000, 1.100,-0.006, 0.000, 1.100
 0.925,-0.044, 1.099, 0.000, 1.100,-0.006, 0.000, 1.100
 0.925,-0.045, 1.099, 0.000, 1.100,-0.006, 0.000, 1.100
 0.926,-0.046, 1.099, 0.000, 1.100,-0.006, 0.000, 1.100
 0.927,-0.048, 1.099, 0.000, 1.100,-0.006, 0.000, 1.100
 0.927,-0.049, 1.099, 0.000, 1.100,-0.006, 0.000, 1.100
 0.928,-0.050, 1.099, 0.000, 1.100,-0.006, 0.000, 1.100
 0.929,-0.051, 1.099, 0.000, 1.100,-0.006, 0.000, 1.100
 0.929,-0.053, 1.099, 0.000, 1.100,-0.006, 0.000, 1.100
 0.930,-0.054, 1.099, 0.000, 1.100,-0.006, 0.000, 1.100
 0.931,-0.055, 1.099, 0.000, 1.100,-0.006, 0.000, 1.100
 0.931,-0.057, 1.099, 0.000, 1.100,-0.006, 0.000, 1.100
 0.932,-0.058, 1.099, 0.000, 1.100,-0.006, 0.000, 1.100
 0.933,-0.059, 1.098, 0.000, 1.100,-0.006, 0.000, 1.100
 0.933,-0.060, 1.098, 0.000, 1.100,-0.006, 0.000, 1.100
 0.934,-0.062, 1.098, 0.000, 1.100,-0.006, 0.000, 1.100
 0.935,-0.063, 1.098, 0.000, 1.100,-0.006, 0.000, 1.100
 0.935,-0.064, 1.098, 0.000, 1.100,-0.006, 0.000, 1.100
 0.936,-0.066, 1.098, 0.000, 1.100,-0.006, 0.000, 1.100
 0.937,-0.067, 1.098, 0.000, 1.100,-0.006, 0.000, 1.100
 0.937,-0.068, 1.098, 0.000, 1.100,-0.006, 0.000, 1.100
 0.938,-0.069, 1.098, 0.000, 1.100,-0.006, 0.000, 1.100
 0.939,-0.071, 1.098, 0.000, 1.100,-0.006, 0.000, 1.100
 0.939,-0.072, 1.098, 0.000, 1.100,-0.006, 0.000, 1.100
 0.940,-0.073, 1.098, 0.000, 1.100,-0.006, 0.000, 1.100
 0.941,-0.074, 1.098, 0.000, 1.100,-0.006, 0.000, 1.100
 0.941,-0.076, 1.097, 0.000, 1.100,-0.006, 0.000, 1.100
 0.942,-0.077, 1.097, 0.000, 1.100,-0.006, 0.000, 1.100
 0.943,-0.078, 1.097, 0.000, 1.100,-0.006, 0.000, 1.100
 0.943,-0.080, 1.097, 0.000, 1.100,-0.006, 0.000, 1.100
 0.944,-0.081, 1.097, 0.000, 1.100,-0.006, 0.000, 1.100
 0.945,-0.082, 1.097, 0.000, 1.100,-0.006, 0.000, 1.100
 0.945,-0.083, 1.097, 0.000, 1.100,-0.006, 0.000, 1.100
 0.946,-0.085, 1.097, 0.000, 1.100,-0.006, 0.000, 1.100
 0.947,-0.086, 1.097, 0.000, 1.100,-0.006, 0.000, 1.100
 0.947,-0.087, 1.097, 0.000, 1.100,-0.006, 0.000, 1.100
 0.948,-0.089, 1.096, 0.000, 1.100,-0.006, 0.000, 1.100
 0.949,-0.090, 1.096, 0.000, 1.100,-0.006, 0.000, 1.100
 0.949,-0.091, 1.096, 0.000, 1.100,-0.006, 0.000, 1.100
 0.950,-0.092, 1.096, 0.000, 1.100,-0.006, 0.000, 1.100
 0.951,-0.094, 1.096, 0.000, 1.100,-0.006, 0.000, 1.100
 0.951,-0.095, 1.096, 0.000, 1.100,-0.006, 0.000, 1.100
 0.952,-0.096, 1.096, 0.000, 1.100,-0.006, 0.000, 1.100
 0.953,-0.097, 1.096, 0.000, 1.100,-0.006, 0.000, 1.100
 0.953,-0.099, 1.096, 0.000, 1.100,-0.006, 0.000, 1.100
 0.954,-0.100, 1.095, 0.000, 1.100,-0.006, 0.000, 1.100
 0.955,-0.101, 1.095, 0.000, 1.100,-0.006, 0.000, 1.100
 0.955,-0.103, 1.095, 0.000, 1.100,-0.006, 0.000, 1.100
 0.956,-0.104, 1.095, 0.000, 1.100,-0.006, 0.000, 1.100
 0.957,-0.105, 1.095, 0.000, 1.100,-0.006, 0.000, 1.100
 0.957,-0.106, 1.095, 0.000, 1.100,-0.006, 0.000, 1.100
 0.958,-0.108, 1.095, 0.000, 1.100,-0.006, 0.000, 1.100
 0.959,-0.109, 1.095, 0.000, 1.100,-0.006, 0.000, 1.100
 0.959,-0.110, 1.095, 0.000, 1.100,-0.006, 0.000, 1.100
 0.960,-0.111, 1.094, 0.000, 1.100,-0.006, 0.000, 1.100
 0.961,-0.113, 1.094, 0.000, 1.100,-0.006, 0.000, 1.100
 0.961,-0.114, 1.094, 0.000, 1.100,-0.006, 0.000, 1.100
 0.962,-0.115, 1.094, 0.000, 1.100,-0.006, 0.000, 1.100
 0.963,-0.117, 1.094, 0.000, 1.100,-0.006, 0.000, 1.100
 0.963,-0.118, 1.094, 0.000, 1.100,-0.006, 0.000, 1.100
 0.964,-0.119, 1.094, 0.000, 1.100,-0.006, 0.000, 1.100
 0.965,-0.120, 1.093, 0.000, 1.100,-0.006, 0.000, 1.100
 0.965,-0.122, 1.093, 0.000, 1.100,-0.006, 0.000, 1.100
 0.966,-0.123, 1.093, 0.000, 1.100,-0.006, 0.000, 1.100
 0.967,-0.124, 1.093, 0.000, 1.100,-0.006, 0.000, 1.100
 0.967,-0.126, 1.093, 0.000, 1.100,-0.006, 0.000, 1.100
 0.968,-0.127, 1.093, 0.000, 1.100,-0.006, 0.000, 1.100
 0.969,-0.128, 1.093, 0.000, 1.100,-0.006, 0.000, 1.100
 0.969,-0.129, 1.092, 0.000, 1.100,-0.006, 0.000, 1.100
 0.970,-0.131, 1.092, 0.000, 1.100,-0.006, 0.000, 1.100
 0.971,-0.132, 1.092, 0.000, 1.100,-0.006, 0.000, 1.100
 0.971,-0.133, 1.092, 0.000, 1.100,-0.006, 0.000, 1.100
 0.972,-0.134, 1.092, 0.000, 1.100,-0.006, 0.000, 1.100
 0.973,-0.136, 1.092, 0.000, 1.100,-0.006, 0.000, 1.100
 0.973,-0.137, 1.091, 0.000, 1.100,-0.006, 0.000, 1.100
 0.974,-0.138, 1.091, 0.000, 1.100,-0.006, 0.000, 1.100
 0.975,-0.140, 1.091, 0.000, 1.100,-0.006, 0.000, 1.100
 0.975,-0.141, 1.091, 0.000, 1.100,-0.006, 0.000, 1.100
 0.976,-0.142, 1.091, 0.000, 1.100,-0.006, 0.000, 1.100
 0.977,-0.143, 1.091, 0.000, 1.100,-0.006, 0.000, 1.100
 0.977,-0.145, 1.091, 0.000, 1.100,-0.006, 0.000, 1.100
 0.978,-0.146, 1.090, 0.000, 1.100,-0.006, 0.000, 1.100
 0.979,-0.147, 1.090, 0.000, 1.100,-0.006, 0.000, 1.100
 0.979,-0.148, 1.090, 0.000, 1.100,-0.006, 0.000, 1.100
 0.980,-0.150, 1.090, 0.000, 1.100,-0.006, 0.000, 1.100
 0.981,-0.151, 1.090, 0.000, 1.100,-0.006, 0.000, 1.100
 0.981,-0.152, 1.089, 0.000, 1.100,-0.006, 0.000, 1.100
 0.982,-0.153, 1.089, 0.000, 1.100,-0.006, 0.000, 1.100
 0.983,-0.155, 1.089, 0.000, 1.100,-0.006, 0.000, 1.100
 0.983,-0.156, 1.089, 0.000, 1.100,-0.006, 0.000, 1.100
 0.984,-0.157, 1.089, 0.000, 1.100,-0.006, 0.000, 1.100
 0.985,-0.159, 1.089, 0.000, 1.100,-0.006, 0.000, 1.100
 0.985,-0.160, 1.088, 0.000, 1.100,-0.006, 0.000, 1.100
 0.986,-0.161, 1.088, 0.000, 1.100,-0.006, 0.000, 1.100
 0.987,-0.162, 1.088, 0.000, 1.100,-0.006, 0.000, 1.100
 0.987,-0.164, 1.088, 0.000, 1.100,-0.006, 0.000, 1.100
 0.988,-0.165, 1.088, 0.000, 1.100,-0.006, 0.000, 1.100
 0.989,-0.166, 1.087, 0.000, 1.100,-0.006, 0.000, 1.100
 0.989,-0.167, 1.087, 0.000, 1.100,-0.006, 0.000, 1.100
 0.990,-0.169, 1.087, 0.000, 1.100,-0.006, 0.000, 1.100
 0.991,-0.170, 1.087, 0.000, 1.100,-0.006, 0.000, 1.100
 0.991,-0.171, 1.087, 0.000, 1.100,-0.006, 0.000, 1.100
 0.992,-0.172, 1.086, 0.000, 1.100,-0.006, 0.000, 1.100
 0.993,-0.174, 1.086, 0.000, 1.100,-0.006, 0.000, 1.100
 0.993,-0.175, 1.086, 0.000, 1.100,-0.006, 0.000, 1.100
 0.994,-0.176, 1.086, 0.000, 1.100,-0.006, 0.000, 1.100
 0.995,-0.178, 1.086, 0.000, 1.100,-0.006, 0.000, 1.100
 0.995,-0.179, 1.085, 0.000, 1.100,-0.006, 0.000, 1.100
 0.996,-0.180, 1.085, 0.000, 1.100,-0.006, 0.000, 1.100
 0.997,-0.181, 1.085, 0.000, 1.100,-0.006, 0.000, 1.100
 0.997,-0.183, 1.085, 0.000, 1.100,-0.006, 0.000, 1.100
 0.998,-0.184, 1.085, 0.000, 1.100,-0.006, 0.000, 1.100
 0.999,-0.185, 1.084, 0.000, 1.100,-0.006, 0.000, 1.100
 0.999,-0.186, 1.084, 0.000, 1.100,-0.006, 0.000, 1.100
